Todd Gurley,0.3658
Ezekiel Elliott,0.282
Robert Woods,0.2548
Adam Thielen,0.2233
David Njoku,0.2023
Brandin Cooks,0.1788
Sony Michel,0.1355
Christian McCaffrey,0.1353
Jermaine Kearse,0.1345
Jarvis Landry,0.1325
Josh Reynolds,0.12
T.J. Yeldon,0.1168
George Kittle,0.1148
Jared Goff,0.1138
Rob Gronkowski,0.1135
Kerryon Johnson,0.1125
James White,0.112
Michael Crabtree,0.1113
Taylor Gabriel,0.111
Willie Snead,0.1103
Alvin Kamara,0.1095
Zach Ertz,0.1093
Mike Evans,0.1083
Nick Chubb,0.1075
Tarik Cohen,0.1063
Jameis Winston,0.1055
Stefon Diggs,0.1015
Kenny Golladay,0.0985
Alshon Jeffery,0.0965
Marquise Goodwin,0.0955
Eric Ebron,0.0953
John Brown,0.0943
Philadelphia Eagles,0.0938
Joe Flacco,0.0935
Julian Edelman,0.092
Michael Thomas,0.092
Jacksonville Jaguars,0.0918
Indianapolis Colts,0.0915
DeAndre Hopkins,0.0868
Peyton Barber,0.0848
LeSean McCoy,0.0808
Devin Funchess,0.0795
Cam Newton,0.0788
Detroit Lions,0.0785
Josh Gordon,0.0773
Baker Mayfield,0.075
Mark Ingram,0.0743
Baltimore Ravens,0.0728
DeSean Jackson,0.0705
C.J. Beathard,0.07
Trey Burton,0.067
Golden Tate,0.0665
Los Angeles Rams,0.0658
Jordan Reed,0.0648
Carson Wentz,0.0605
T.Y. Hilton,0.0605
Kirk Cousins,0.0603
Minnesota Vikings,0.0603
Buffalo Bills,0.06
Marvin Jones,0.0593
Chris Godwin,0.059
Albert Wilson,0.0588
Robby Anderson,0.058
Washington Redskins,0.056
Tom Brady,0.0558
Dallas Cowboys,0.0525
Kyle Rudolph,0.051
New England Patriots,0.051
Allen Robinson,0.0508
Javorius Allen,0.0503
Adrian Peterson,0.048
Corey Clement,0.048
Antonio Callaway,0.048
Dede Westbrook,0.0473
Andrew Luck,0.0463
Greg Olsen,0.0458
O.J. Howard,0.045
Alex Collins,0.0438
Nelson Agholor,0.043
Kenyan Drake,0.042
Chester Rogers,0.0415
Chris Thompson,0.04
Marlon Mack,0.0398
Keelan Cole,0.0398
Latavius Murray,0.0383
Keke Coutee,0.0378
Blake Bortles,0.0363
Matthew Stafford,0.036
Mitch Trubisky,0.036
New York Jets,0.0355
Drew Brees,0.0348
Deshaun Watson,0.0333
Miami Dolphins,0.033
Carolina Panthers,0.0328
Houston Texans,0.0325
Wendell Smallwood,0.032
Will Fuller,0.0315
Tre'Quan Smith,0.0293
Duke Johnson,0.028
Frank Gore,0.026
Cleveland Browns,0.0258
Tampa Bay Buccaneers,0.0258
Chris Hogan,0.0251
Matt Breida,0.0248
Derek Anderson,0.0238
Donte Moncrief,0.0235
Bilal Powell,0.0228
Damion Ratley,0.0213
Pierre Garcon,0.0208
Nyheim Hines,0.0203
Jordan Howard,0.0195
Cameron Meredith,0.019
New Orleans Saints,0.018
Brock Osweiler,0.0178
Kenny Stills,0.0178
Charles Clay,0.0168
Isaiah Crowell,0.0164
Cameron Brate,0.0163
Alex Smith,0.0153
Benjamin Watson,0.0136
Dak Prescott,0.0135
Josh Doctson,0.0133
Anthony Miller,0.0128
D.J. Moore,0.0125
Zay Jones,0.0124
Sam Darnold,0.012
Maurice Harris,0.012
Geoff Swaim,0.0119
Ronald Jones,0.0114
Breshad Perriman,0.0106
Erik Swoope,0.0106
Vernon Davis,0.0106
Chicago Bears,0.0105
San Francisco 49ers,0.01
Lamar Miller,0.0098
Dallas Goedert,0.0088
Kelvin Benjamin,0.0085
Allen Hurns,0.0063
LeGarrette Blount,0.005
Malcolm Brown,0.005
Gerald Everett,0.005
Mike Gesicki,0.005
Alfred Blue,0.0049
Adam Humphries,0.0044
Josh Bellamy,0.0044
Dion Sims,0.0044
Garrett Celek,0.0044
Nick Boyle,0.0031
Tyler Higbee,0.0031
Logan Thomas,0.0025
Maxx Williams,0.0025
