Pos,Player,Tm,Opp,DK Sal $,Projected Own%,Cash Odds,GPP Odds,Implied Own%,DK LEV
WR,Diontae Johnson,PIT,BAL,4400,3.00%,36%,6%,5%,1.76
QB,Jameis Winston,TB,@NO,6200,3.00%,39%,12%,5%,1.67
WR,Golden Tate,NYG,MIN,4600,3.00%,35%,5%,5%,1.62
TE,O.J. Howard,TB,@NO,3900,3.00%,34%,3%,5%,1.62
TE,Lance Kendricks,LAC,DEN,2700,0.50%,17%,0%,1%,1.62
WR,Jamison Crowder,NYJ,@PHI,4300,3.00%,36%,5%,5%,1.61
RB,Jamaal Williams,GB,@DAL,4500,0.50%,17%,1%,1%,1.59
RB,Dalvin Cook,MIN,@NYG,8400,17.50%,63%,28%,27%,1.56
WR,Terry McLaurin,WAS,NE,5100,3.00%,33%,5%,5%,1.55
DEF,Philadelphia Eagles,PHI,NYJ,3700,12.50%,47%,24%,19%,1.55
TE,C.J. Uzomah,CIN,ARI,2600,0.50%,17%,0%,1%,1.55
QB,Aaron Rodgers,GB,@DAL,6000,3.00%,38%,11%,5%,1.54
TE,Cameron Brate,TB,@NO,3000,0.50%,16%,0%,1%,1.54
WR,Robby Anderson,NYJ,@PHI,4500,3.00%,34%,5%,5%,1.53
DEF,Tennessee Titans,TEN,BUF,3000,7.50%,41%,14%,11%,1.47
WR,Nelson Agholor,PHI,NYJ,4700,3.00%,31%,5%,4%,1.43
QB,Daniel Jones,NYG,MIN,5600,3.00%,35%,10%,4%,1.42
QB,Kirk Cousins,MIN,@NYG,5300,3.00%,36%,10%,4%,1.39
RB,Royce Freeman,DEN,@LAC,4600,3.00%,37%,4%,4%,1.38
WR,Trey Quinn,WAS,NE,3500,0.50%,17%,1%,1%,1.35
QB,Kyle Allen,CAR,JAX,5100,3.00%,35%,10%,4%,1.32
RB,Rex Burkhead,NE,@WAS,4400,3.00%,35%,4%,4%,1.32
TE,Nick Boyle,BAL,@PIT,2900,0.50%,16%,0%,1%,1.32
WR,Adam Thielen,MIN,@NYG,6700,7.50%,43%,11%,10%,1.31
DEF,New England Patriots,NE,@WAS,4300,17.50%,48%,28%,23%,1.31
WR,Willie Snead,BAL,@PIT,4500,0.50%,14%,1%,1%,1.3
DEF,Cincinnati Bengals,CIN,ARI,2500,3.00%,31%,5%,4%,1.3
WR,Sterling Shepard,NYG,MIN,5800,7.50%,45%,10%,10%,1.28
RB,Jordan Howard,PHI,NYJ,5100,3.00%,31%,4%,4%,1.26
QB,Gardner Minshew,JAX,@CAR,5300,3.00%,33%,9%,4%,1.25
WR,Allen Robinson,CHI,@OAK,5600,7.50%,46%,10%,9%,1.22
TE,Hayden Hurst,BAL,@PIT,3300,0.50%,15%,0%,1%,1.22
QB,Lamar Jackson,BAL,@PIT,7100,7.50%,51%,22%,9%,1.21
WR,Cole Beasley,BUF,@TEN,4600,3.00%,32%,4%,4%,1.21
WR,Josh Gordon,NE,@WAS,6100,7.50%,42%,10%,9%,1.2
DEF,Tampa Bay Buccaneers,TB,@NO,2200,3.00%,32%,4%,4%,1.19
RB,Leonard Fournette,JAX,@CAR,6400,12.50%,54%,15%,15%,1.18
RB,Joe Mixon,CIN,ARI,6100,7.50%,43%,9%,9%,1.18
QB,Teddy Bridgewater,NO,TB,5200,3.00%,33%,8%,4%,1.17
WR,JuJu Smith-Schuster,PIT,BAL,6400,7.50%,42%,9%,9%,1.16
RB,Derrick Henry,TEN,BUF,6000,7.50%,42%,9%,9%,1.16
WR,Courtland Sutton,DEN,@LAC,4900,7.50%,45%,9%,9%,1.16
TE,Jared Cook,NO,TB,3400,3.00%,29%,2%,3%,1.16
WR,Trent Sherfield,ARI,@CIN,3000,0.50%,16%,1%,1%,1.16
WR,Stefon Diggs,MIN,@NYG,6200,7.50%,41%,9%,8%,1.13
WR,Michael Thomas,NO,TB,6600,22.50%,68%,27%,25%,1.12
RB,Christian McCaffrey,CAR,JAX,8700,27.50%,66%,31%,30%,1.1
RB,Giovani Bernard,CIN,ARI,4000,0.50%,16%,1%,1%,1.1
WR,Devin Smith,DAL,GB,3400,0.50%,15%,1%,1%,1.1
WR,Larry Fitzgerald,ARI,@CIN,6000,12.50%,50%,15%,14%,1.09
WR,Mohamed Sanu,ATL,@HOU,4200,3.00%,30%,4%,3%,1.09
DEF,Baltimore Ravens,BAL,@PIT,3600,3.00%,22%,4%,3%,1.09
RB,Carlos Hyde,HOU,ATL,4300,3.00%,33%,3%,3%,1.07
TE,Jason Witten,DAL,GB,3800,3.00%,28%,2%,3%,1.07
RB,James Conner,PIT,BAL,6200,7.50%,41%,8%,8%,1.05
TE,Greg Olsen,CAR,JAX,4000,7.50%,42%,5%,8%,1.05
RB,Mark Ingram,BAL,@PIT,6300,7.50%,38%,8%,8%,1.03
RB,David Johnson,ARI,@CIN,7500,17.50%,54%,18%,18%,1.02
TE,Mark Andrews,BAL,@PIT,4800,12.50%,49%,7%,13%,1.01
WR,Alshon Jeffery,PHI,NYJ,5900,7.50%,39%,8%,8%,1
WR,Keenan Allen,LAC,DEN,7300,17.50%,55%,19%,17%,0.99
TE,Evan Engram,NYG,MIN,5800,12.50%,48%,7%,12%,0.99
RB,Ezekiel Elliott,DAL,GB,8300,32.50%,68%,32%,32%,0.97
WR,DeAndre Hopkins,HOU,ATL,7800,27.50%,66%,29%,27%,0.97
TE,Zach Ertz,PHI,NYJ,6000,17.50%,53%,10%,17%,0.96
WR,A.J. Brown,TEN,BUF,4200,3.00%,28%,3%,3%,0.96
TE,Austin Hooper,ATL,@HOU,4500,12.50%,48%,7%,12%,0.95
RB,Wayne Gallman,NYG,MIN,5400,7.50%,41%,7%,7%,0.94
WR,Julian Edelman,NE,@WAS,6300,12.50%,46%,12%,12%,0.93
WR,Julio Jones,ATL,@HOU,7700,17.50%,53%,17%,16%,0.92
RB,Melvin Gordon,LAC,DEN,7000,12.50%,44%,12%,11%,0.92
WR,Tyler Boyd,CIN,ARI,6500,12.50%,46%,12%,11%,0.92
RB,James White,NE,@WAS,5000,7.50%,43%,7%,7%,0.91
WR,Geremy Davis,LAC,DEN,3200,0.50%,15%,0%,0%,0.91
DEF,Buffalo Bills,BUF,@TEN,3100,3.00%,23%,3%,3%,0.91
RB,David Montgomery,CHI,@OAK,5200,7.50%,40%,7%,7%,0.87
DEF,Jacksonville Jaguars,JAX,@CAR,3000,3.00%,23%,3%,3%,0.86
WR,D.J. Chark,JAX,@CAR,5000,7.50%,39%,7%,6%,0.85
WR,Auden Tate,CIN,ARI,3500,7.50%,42%,7%,6%,0.85
WR,Jarius Wright,CAR,JAX,3200,0.50%,14%,0%,0%,0.85
WR,Damion Willis,CIN,ARI,3000,0.50%,15%,0%,0%,0.85
WR,D.J. Moore,CAR,JAX,5200,7.50%,37%,7%,6%,0.84
TE,Darren Waller,OAK,CHI,5000,17.50%,55%,8%,14%,0.83
RB,Chris Thompson,WAS,NE,4600,3.00%,31%,3%,2%,0.83
DEF,Washington Redskins,WAS,NE,1800,0.50%,20%,1%,0%,0.83
WR,Curtis Samuel,CAR,JAX,4500,7.50%,38%,7%,6%,0.82
QB,Tom Brady,NE,@WAS,6500,7.50%,45%,15%,6%,0.81
DEF,Los Angeles Chargers,LAC,DEN,2700,7.50%,34%,8%,6%,0.81
RB,Devonta Freeman,ATL,@HOU,5300,7.50%,40%,6%,6%,0.79
WR,KeeSean Johnson,ARI,@CIN,3500,7.50%,43%,6%,6%,0.79
WR,Mike Evans,TB,@NO,7100,12.50%,42%,10%,10%,0.78
QB,Kyler Murray,ARI,@CIN,6300,7.50%,41%,14%,6%,0.76
RB,Aaron Jones,GB,@DAL,5900,7.50%,35%,6%,6%,0.76
TE,Tyler Eifert,CIN,ARI,3300,7.50%,35%,3%,6%,0.76
TE,Geoff Swaim,JAX,@CAR,2900,0.50%,13%,0%,0%,0.76
WR,Dede Westbrook,JAX,@CAR,5300,3.00%,23%,2%,2%,0.75
DEF,New Orleans Saints,NO,TB,3400,3.00%,20%,3%,2%,0.74
DEF,Arizona Cardinals,ARI,@CIN,2900,3.00%,23%,3%,2%,0.74
WR,Marquise Brown,BAL,@PIT,5700,7.50%,35%,6%,5%,0.73
QB,Matt Ryan,ATL,@HOU,5900,7.50%,42%,13%,5%,0.72
QB,Deshaun Watson,HOU,ATL,6700,12.50%,50%,21%,9%,0.69
WR,Amari Cooper,DAL,GB,6800,17.50%,47%,13%,12%,0.68
RB,Austin Ekeler,LAC,DEN,6700,12.50%,42%,9%,8%,0.68
RB,Phillip Lindsay,DEN,@LAC,4900,7.50%,39%,5%,5%,0.68
TE,Irv Smith Jr.,MIN,@NYG,3000,0.50%,12%,0%,0%,0.67
WR,Chris Conley,JAX,@CAR,4100,3.00%,24%,2%,2%,0.66
WR,Hunter Renfrow,OAK,CHI,4000,0.50%,12%,0%,0%,0.66
WR,Chris Godwin,TB,@NO,6900,22.50%,52%,15%,14%,0.64
RB,Adrian Peterson,WAS,NE,3900,0.50%,13%,0%,0%,0.64
QB,Andy Dalton,CIN,ARI,5700,7.50%,39%,11%,5%,0.62
DEF,Minnesota Vikings,MIN,@NYG,3200,7.50%,28%,6%,5%,0.62
WR,Will Fuller,HOU,ATL,4500,12.50%,42%,8%,7%,0.6
QB,Dak Prescott,DAL,GB,6000,12.50%,47%,18%,7%,0.58
QB,Carson Wentz,PHI,NYJ,6100,12.50%,47%,17%,7%,0.57
QB,Philip Rivers,LAC,DEN,5800,7.50%,38%,10%,4%,0.55
DEF,Chicago Bears,CHI,@OAK,3800,12.50%,29%,8%,7%,0.54
TE,Blake Jarwin,DAL,GB,2700,0.50%,12%,0%,0%,0.54
RB,LeVeon Bell,NYJ,@PHI,6800,12.50%,38%,7%,7%,0.53
DEF,Denver Broncos,DEN,@LAC,2900,0.50%,10%,0%,0%,0.53
DEF,Oakland Raiders,OAK,CHI,2700,3.00%,21%,2%,2%,0.53
RB,Sony Michel,NE,@WAS,5500,7.50%,29%,3%,3%,0.45
RB,Jon Hilliman,NYG,MIN,3100,0.50%,13%,0%,0%,0.4
WR,Marquez Valdes-Scantling,GB,@DAL,5600,12.50%,33%,5%,5%,0.39
RB,Devin Singletary,BUF,@TEN,4400,0.50%,10%,0%,0%,0.39
WR,Alex Erickson,CIN,ARI,3100,0.50%,11%,0%,0%,0.38
TE,Josh Hill,NO,TB,2600,0.50%,10%,0%,0%,0.38
RB,Latavius Murray,NO,TB,3700,0.50%,11%,0%,0%,0.37
DEF,Atlanta Falcons,ATL,@HOU,2500,3.00%,20%,1%,1%,0.37
TE,Matt LaCosse,NE,@WAS,2900,0.50%,10%,0%,0%,0.36
TE,Dallas Goedert,PHI,NYJ,2900,0.50%,10%,0%,0%,0.36
RB,Dion Lewis,TEN,BUF,3600,0.50%,11%,0%,0%,0.35
TE,Jimmy Graham,GB,@DAL,4300,7.50%,25%,2%,3%,0.34
RB,Frank Gore,BUF,@TEN,4700,3.00%,19%,1%,1%,0.32
WR,Anthony Miller,CHI,@OAK,3900,0.50%,9%,0%,0%,0.31
TE,Jeff Heuerman,DEN,@LAC,2600,0.50%,9%,0%,0%,0.3
RB,Ito Smith,ATL,@HOU,3900,0.50%,9%,0%,0%,0.28
TE,Kyle Rudolph,MIN,@NYG,3000,0.50%,9%,0%,0%,0.28
WR,Darius Slayton,NYG,MIN,3100,0.50%,9%,0%,0%,0.27
RB,Dare Ogunbowale,TB,@NO,3500,0.50%,11%,0%,0%,0.26
WR,DaeSean Hamilton,DEN,@LAC,3700,0.50%,8%,0%,0%,0.25
WR,Seth Roberts,BAL,@PIT,3000,0.50%,9%,0%,0%,0.25
TE,Marcedes Lewis,GB,@DAL,2600,0.50%,9%,0%,0%,0.25
WR,Geronimo Allison,GB,@DAL,5000,7.50%,21%,2%,2%,0.24
RB,Tony Pollard,DAL,GB,4400,0.50%,8%,0%,0%,0.23
TE,Sean Culkin,LAC,DEN,2500,0.50%,9%,0%,0%,0.23
WR,Adam Humphries,TEN,BUF,3800,0.50%,8%,0%,0%,0.22
RB,Darren Sproles,PHI,NYJ,3500,0.50%,9%,0%,0%,0.22
WR,Keke Coutee,HOU,ATL,3400,0.50%,8%,0%,0%,0.22
RB,Ronald Jones,TB,@NO,4600,7.50%,22%,1%,1%,0.17
TE,Maxx Williams,ARI,@CIN,2500,0.50%,8%,0%,0%,0.16
RB,Gus Edwards,BAL,@PIT,3800,0.50%,8%,0%,0%,0.15
WR,Miles Boykin,BAL,@PIT,3200,0.50%,7%,0%,0%,0.15
DEF,Houston Texans,HOU,ATL,3300,7.50%,15%,1%,1%,0.14
DEF,Dallas Cowboys,DAL,GB,2800,3.00%,12%,1%,0%,0.14
TE,Jonnu Smith,TEN,BUF,2700,0.50%,7%,0%,0%,0.14
RB,Alexander Mattison,MIN,@NYG,4000,0.50%,7%,0%,0%,0.13
TE,Foster Moreau,OAK,CHI,2800,0.50%,7%,0%,0%,0.13
TE,Charles Clay,ARI,@CIN,2600,0.50%,7%,0%,0%,0.13
TE,Adam Shaheen,CHI,@OAK,3200,0.50%,6%,0%,0%,0.12
RB,DeAndre Washington,OAK,CHI,3000,0.50%,8%,0%,0%,0.12
WR,Zay Jones,BUF,@TEN,3200,0.50%,7%,0%,0%,0.11
TE,Robert Tonyan,GB,@DAL,2500,0.50%,7%,0%,0%,0.11
TE,Rhett Ellison,NYG,MIN,2600,0.50%,6%,0%,0%,0.1
TE,Tommy Sweeney,BUF,@TEN,2500,0.50%,6%,0%,0%,0.1
WR,Keelan Doss,OAK,CHI,3000,0.50%,6%,0%,0%,0.09
TE,Ian Thomas,CAR,JAX,2600,0.50%,6%,0%,0%,0.09
RB,Jalen Richard,OAK,CHI,3700,0.50%,6%,0%,0%,0.07
WR,Trevor Davis,OAK,CHI,3300,0.50%,6%,0%,0%,0.07
WR,Tajae Sharpe,TEN,BUF,3100,0.50%,5%,0%,0%,0.06
TE,Luke Stocker,ATL,@HOU,2500,0.50%,5%,0%,0%,0.06
RB,Chase Edmonds,ARI,@CIN,3700,0.50%,5%,0%,0%,0.05
WR,Isaiah McKenzie,BUF,@TEN,3200,0.50%,5%,0%,0%,0.05
RB,Ty Montgomery,NYJ,@PHI,4500,0.50%,3%,0%,0%,0.03
QB,Taysom Hill,NO,TB,4300,0.50%,2%,0%,0%,0.03
WR,Braxton Berrios,NYJ,@PHI,3000,0.50%,4%,0%,0%,0.03
TE,Jeremy Sprinkle,WAS,NE,2500,0.50%,4%,0%,0%,0.03
RB,Justice Hill,BAL,@PIT,3700,0.50%,3%,0%,0%,0.02
WR,Cordarrelle Patterson,CHI,@OAK,3700,0.50%,3%,0%,0%,0.02
WR,Breshad Perriman,TB,@NO,3500,0.50%,3%,0%,0%,0.02
RB,Mike Davis,CHI,@OAK,3400,0.50%,4%,0%,0%,0.02
WR,Josh Bellamy,NYJ,@PHI,3300,0.50%,3%,0%,0%,0.02
WR,Olabisi Johnson,MIN,@NYG,3000,0.50%,3%,0%,0%,0.02
WR,Kelvin Harmon,WAS,NE,3000,0.50%,3%,0%,0%,0.02
TE,Ryan Izzo,NE,@WAS,2500,0.50%,4%,0%,0%,0.02
TE,Trevon Wesco,NYJ,@PHI,2500,0.50%,3%,0%,0%,0.02
WR,Marqise Lee,JAX,@CAR,4200,0.50%,2%,0%,0%,0.01
WR,Demaryius Thomas,NYJ,@PHI,3600,0.50%,2%,0%,0%,0.01
RB,Ryquell Armstead,JAX,@CAR,3400,0.50%,2%,0%,0%,0.01
WR,Ryan Switzer,PIT,BAL,3200,0.50%,3%,0%,0%,0.01
WR,Justin Hardy,ATL,@HOU,3000,0.50%,3%,0%,0%,0.01
WR,Tavon Austin,DAL,GB,3000,0.50%,3%,0%,0%,0.01
RB,Elijhaa Penny,NYG,MIN,4000,0.50%,1%,0%,0%,0
WR,J.J. Arcega-Whiteside,PHI,NYJ,3900,0.50%,1%,0%,0%,0
RB,T.J. Yeldon,BUF,@TEN,3800,0.50%,1%,0%,0%,0
WR,Jake Kumerow,GB,@DAL,3800,0.50%,1%,0%,0%,0
WR,Deonte Harris,NO,TB,3100,0.50%,2%,0%,0%,0
RB,Wendell Smallwood,WAS,NE,3100,0.50%,2%,0%,0%,0
WR,Andre Roberts,BUF,@TEN,3000,0.50%,2%,0%,0%,0
WR,Chris Hogan,CAR,JAX,3000,0.50%,2%,0%,0%,0
RB,Reggie Bonnafon,CAR,JAX,3000,0.50%,1%,0%,0%,0
RB,Brandon Bolden,NE,@WAS,3000,0.50%,3%,0%,0%,0
RB,Zach Line,NO,TB,3000,0.50%,1%,0%,0%,0
WR,Darius Jennings,TEN,BUF,3000,0.50%,2%,0%,0%,0
