team,rank,day,mult
ATL,1,Sun,1
BUF,1,Sun,1
CAR,1,Sun,1
CHI,1,Sun,1
CIN,1,Sun,1
DAL,3,Sun,1
HOU,2,Sun,1
IND,1,Sun,1
LAC,1,Sun,1
NE,1,Sun,1
NO,1,Sun,1
NYJ,1,Sun,1
OAK,1,Sun,1
PHI,1,Sun,1
SEA,2,Sun,1
SF,1,Sun,1
TB,1,Sun,1
WAS,3,Sun,1
