Ben Roethlisberger,0.0001
Le'Veon Bell,0.0001
Alex Smith,0.0001
Kareem Hunt,0.0001
Tyreek hill,0.0001
Travis Kelce,0.5
De'Anthony Thomas,2
Albert Wilson,1.2
Charcandrick West,0.0001
Akeem Hunt,1.75
Robert Woods,0.0001
Sammy Watkins,0.0001
Cooper Kupp,0.0001
Tavon Austin,1.5
Jared Goff,0.0001
Evan Engram,0.0001
Jermaine Kearse,0.7
Sterling Shepard ,0.0001
Emmanuel Sanders,0.0001
Mike Gillislee,0.0001
Nick Foles,0.0001
Alshon Jeffery,0.0001
Zach Ertz,0.0001
Trey Burton,1.1
Torrey Smith,1.2
Nelson Agholor,0.0001
Jay Ajayi,0.0001
Corey Clement,1.2
Chris Hogan,0.0001
Jordy Nelson,0.0001
Davante Adams,0.0001
Geronimo Allison,1.2
Randall Cobb,1.1
DeAndre Hopkins,0.0001
Will Fuller,1.2
Braxton Miller,1.05
Jeremy Maclin,0.0001
Mike Wallace,1.1
Austin Seferian-Jenkins,0.0001
Washingon Redskins,1.1
Roger Lewis,1.15
Todd Gurley,0.0001
San Francisco 49ers,1.1
Malcolm Brown,1.25
Joe Mixon,1.2
James White,0.0001
Rhett Ellison,1.1
Kenny Golladay,1.1
Pharoh Cooper,1.15
Chris Godwin,0.8
Paul Richardson,1.1
Stevan Ridley,1.2
Matt Forte,0.0001
Bilal Powell,1.15
Melvin Gordon,0.85
Branden Oliver,1.1
Giovani Bernard,0.5
Michael Crabtree,0.8
Donte Moncrief,0.0001
