"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Miami Dolphins",MIA,"1","5","1.5","0.8"
"2","Pittsburgh Steelers",PIT,"1","5","2.2","0.9"
"3","Kansas City Chiefs",KC,"1","12","3.4","1.5"
"4","Baltimore Ravens",BAL,"2","13","4.5","1.4"
"5","Seattle Seahawks",SEA,"1","11","4.8","1.5"
"6","Green Bay Packers",GB,"1","10","6.7","1.6"
"7","New Orleans Saints",NO,"1","14","7.7","2.0"
"8","Los Angeles Rams",LAR,"4","13","7.8","2.0"
"9","Minnesota Vikings",MIN,"5","21","8.6","2.3"
"10","Chicago Bears",CHI,"5","25","9.8","2.0"
"11","Las Vegas Raiders",LV,"6","20","11.7","2.4"
"12","Indianapolis Colts",IND,"5","17","12.6","1.8"
"13","Buffalo Bills",BUF,"6","22","13.4","2.1"
"14","Arizona Cardinals",ARI,"9","21","14.1","2.5"
"15","San Francisco 49ers",SF,"9","22","15.8","2.3"
"16","Detroit Lions",DET,"12","27","16.0","2.6"
"17","Los Angeles Chargers",LAC,"11","24","17.2","2.2"
"18","Tennessee Titans",TEN,"12","26","17.9","2.5"
"19","New England Patriots",NE,"5","21","18.4","1.4"
"20","Washington Football Team",WAS,"8","26","19.1","3.1"
"21","Atlanta Falcons",ATL,"14","30","21.3","3.0"
"22","Houston Texans",HOU,"19","28","23.2","1.6"
"23","Cincinnati Bengals",CIN,"20","30","22.9","2.3"
"24","New York Giants",NYG,"3","29","23.7","3.6"
"25","Cleveland Browns",CLE,"6","28","24.1","3.0"
"26","New York Jets",NYJ,"21","29","25.5","1.6"
"27","Dallas Cowboys",DAL,"14","28","25.8","2.0"
"28","Philadelphia Eagles",PHI,"18","29","26.9","2.4"
"29","Jacksonville Jaguars",JAC,"23","30","28.4","1.2"
"30","Denver Broncos",DEN,"24","30","29.3","1.6"
