Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Miami Dolphins,MIA,2.9,1.2,0.7,1.2,0.2,0.0,16.8,325.2,8.9
Seattle Seahawks,SEA,3.2,1.1,0.7,1.2,0.2,0.0,18.4,324.6,8.9
Pittsburgh Steelers,PIT,3.6,0.9,0.7,1.1,0.1,0.1,18.1,300.8,8.8
Baltimore Ravens,BAL,2.8,1.0,0.8,1.3,0.2,0.0,17.8,325.8,8.6
Green Bay Packers,GB,3.1,1.1,0.7,0.9,0.1,0.0,19.8,336.3,8.4
Kansas City Chiefs,KC,2.1,1.3,0.6,0.9,0.2,0.0,18.5,337.8,8.1
Las Vegas Raiders,LV,2.4,1.1,0.5,0.8,0.2,0.0,18.8,291.4,7.5
Chicago Bears,CHI,2.6,0.8,0.6,0.8,0.1,0.0,19.5,332.6,7.3
New Orleans Saints,NO,2.9,1.0,0.5,0.8,0.1,0.0,21.4,345.6,6.8
Buffalo Bills,BUF,2.5,1.1,0.6,1.1,0.2,0.0,22.7,358.8,6.8
Minnesota Vikings,MIN,2.2,0.8,0.5,0.8,0.1,0.0,19.1,336.0,6.6
Indianapolis Colts,IND,2.7,0.8,0.6,0.9,0.1,0.1,22.4,344.5,6.6
New York Giants,NYG,2.9,0.8,0.6,0.8,0.1,0.0,27.2,378.6,6.6
Los Angeles Rams,LAR,2.7,0.8,0.6,0.9,0.1,0.0,22.2,349.9,6.4
Dallas Cowboys,DAL,2.5,0.9,0.6,0.9,0.1,0.0,25.4,345.4,6.4
San Francisco 49ers,SF,2.4,0.9,0.6,1.1,0.1,0.0,22.3,349.7,6.4
Atlanta Falcons,ATL,2.7,0.8,0.6,0.9,0.1,0.0,23.7,349.7,6.4
Detroit Lions,DET,2.4,0.9,0.6,0.9,0.1,0.0,23.0,339.5,6.3
Tennessee Titans,TEN,2.1,0.9,0.5,0.7,0.2,0.0,21.9,345.3,6.0
Arizona Cardinals,ARI,2.1,0.8,0.6,0.9,0.1,0.0,23.3,379.1,5.8
Cincinnati Bengals,CIN,2.3,0.9,0.5,0.6,0.1,0.0,25.6,342.3,5.8
New England Patriots,NE,2.2,0.8,0.6,0.8,0.1,0.0,23.6,397.1,5.8
Los Angeles Chargers,LAC,2.2,0.9,0.5,0.6,0.1,0.0,21.8,341.6,5.8
Houston Texans,HOU,1.9,0.8,0.6,0.8,0.1,0.0,24.6,380.5,5.4
Cleveland Browns,CLE,2.3,0.7,0.5,0.8,0.1,0.0,26.9,367.2,5.4
Washington Football Team,WF,1.9,0.8,0.6,0.9,0.1,0.0,25.6,346.4,5.3
New York Jets,NYJ,2.0,0.6,0.7,1.0,0.1,0.0,25.0,359.9,5.3
Jacksonville Jaguars,JAC,2.0,0.7,0.5,0.8,0.1,0.0,28.2,383.0,5.2
Philadelphia Eagles,PHI,2.3,0.5,0.6,0.9,0.1,0.0,27.3,363.5,5.1
Denver Broncos,DEN,2.0,0.6,0.5,0.7,0.1,0.0,29.2,389.7,4.8
