"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Patrick Mahomes II",KC,"1","1","1.0","0.0"
"2","Russell Wilson",SEA,"2","6","2.4","0.6"
"3","Aaron Rodgers",GB,"2","4","2.7","0.5"
"4","Josh Allen",BUF,"4","9","4.4","0.8"
"5","Deshaun Watson",HOU,"3","10","6.1","1.2"
"6","Justin Herbert",LAC,"4","16","6.8","1.2"
"7","Ryan Tannehill",TEN,"4","17","7.4","2.0"
"8","Kyler Murray",ARI,"3","11","7.8","1.7"
"9","Lamar Jackson",BAL,"4","18","8.2","2.4"
"10","Kirk Cousins",MIN,"3","14","10.4","1.2"
"11","Taysom Hill",NO,"6","15","10.4","1.9"
"12","Ben Roethlisberger",PIT,"6","16","12.2","1.1"
"13","Derek Carr",LV,"10","18","12.8","1.3"
"14","Cam Newton",NE,"7","23","15.4","1.5"
"15","Philip Rivers",IND,"12","19","15.7","1.3"
"16","Jared Goff",LAR,"13","20","16.1","1.5"
"17","Matt Ryan",ATL,"11","20","16.9","1.7"
"18","Mitchell Trubisky",CHI,"14","22","17.6","1.7"
"19","Baker Mayfield",CLE,"18","23","19.7","1.1"
"20","Carson Wentz",PHI,"14","24","20.5","1.0"
"21","Matthew Stafford",DET,"18","25","21.5","1.0"
"22","Nick Mullens",SF,"16","26","22.8","1.1"
"23","Ryan Fitzpatrick",MIA,"10","33","20.9","9.4"
"24","Sam Darnold",NYJ,"21","28","25.0","1.4"
"25","Andy Dalton",DAL,"22","28","25.1","1.4"
"26","Mike Glennon",JAC,"23","28","25.8","1.3"
"27","Drew Lock",DEN,"21","28","25.8","1.5"
"28","Colt McCoy",NYG,"24","30","27.6","1.2"
"29","Tua Tagovailoa",MIA,"18","33","25.6","5.1"
"30","Alex Smith",WAS,"25","30","28.7","0.6"
"31","Brandon Allen",CIN,"29","32","30.0","0.6"
"32","Jacoby Brissett",IND,"31","34","31.5","0.9"
"33","Jalen Hurts",PHI,"31","34","32.5","0.7"
"34","Daniel Jones",NYG,"32","34","33.2","1.0"
"35","Jameis Winston",NO,"33","35","34.0","0.9"
"36","Jake Luton",JAC,"24","40","34.7","7.5"
"37","Trace McSorley",BAL,"32","34","33.0","1.0"
"38","Nick Foles",CHI,"34","38","36.0","1.6"
"39","C.J. Beathard",SF,"36","37","36.5","0.5"
"40","Ryan Finley",CIN,"37","38","37.5","0.5"
"41","Gardner Minshew II",JAC,"39","39","39.0","0.0"
