Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Dalvin Cook,MIN,21.8,107.3,1.1,3.3,30.0,0.1,0.2,23.7
Austin Ekeler,LAC,11.8,54.2,0.4,5.3,49.1,0.3,0.1,19.4
Derrick Henry,TEN,21.8,104.5,0.9,1.4,12.0,0.1,0.1,18.8
James Robinson,JAC,19.0,82.1,0.6,3.4,25.3,0.1,0.1,18.0
Alvin Kamara,NO,11.9,53.2,0.6,4.3,39.0,0.1,0.1,17.6
Aaron Jones,GB,13.9,63.8,0.7,3.3,25.5,0.2,0.1,17.2
Myles Gaskin,MIA,15.3,65.6,0.5,3.6,27.1,0.1,0.1,16.2
Chris Carson,SEA,13.7,60.0,0.5,2.8,20.4,0.2,0.1,14.7
Miles Sanders,PHI,13.2,65.2,0.4,2.8,24.1,0.1,0.1,14.6
Devontae Booker,LV,15.7,64.0,0.6,2.5,19.1,0.1,0.1,14.5
Nick Chubb,CLE,16.4,83.5,0.6,1.4,9.9,0.0,0.1,14.3
Antonio Gibson,WAS,13.5,58.3,0.6,2.9,20.0,0.0,0.1,14.2
David Montgomery,CHI,16.1,63.2,0.4,2.8,22.2,0.1,0.1,14.2
Ezekiel Elliott,DAL,16.8,69.0,0.3,3.0,21.3,0.1,0.2,14.0
Raheem Mostert,SF,12.9,65.0,0.6,1.9,16.0,0.1,0.1,13.9
Jonathan Taylor,IND,13.1,54.9,0.5,2.3,19.2,0.1,0.1,12.9
Nyheim Hines,IND,6.1,25.4,0.2,4.1,33.4,0.3,0.1,12.8
Kenyan Drake,ARI,14.7,62.0,0.6,1.9,13.5,0.0,0.1,12.8
Wayne Gallman,NYG,14.4,57.6,0.6,2.0,13.2,0.0,0.1,12.8
Clyde Edwards-Helaire,KC,13.2,54.8,0.3,2.3,19.0,0.1,0.0,12.2
Kareem Hunt,CLE,9.8,44.1,0.3,2.6,22.6,0.2,0.1,11.7
Melvin Gordon III,DEN,12.4,51.7,0.4,2.2,15.9,0.1,0.2,11.7
David Johnson,HOU,12.5,47.7,0.4,2.2,20.7,0.1,0.1,11.6
Giovani Bernard,CIN,12.4,46.9,0.2,2.9,24.2,0.1,0.1,11.6
