Dan Arnold,1.35,ARI,
Russell Gage,1.25,ATL,
Miles Boykin,1.3,BAL,
Chris Moore,0.0001,BAL,
Lee Smith,0.0001,BUF,
Robby Anderson,1.1,CAR,
Curtis Samuel,1.1,CAR,
Colin Thompson,0.0001,CAR,
Jimmy Graham,1.2,CHI,
Ted Ginn,3,CHI,
Eric Saubert,0.0001,CHI,
Riley Ridley,0.0001,CHI,
John Ross III,1.25,CIN,
Auden Tate,1.25,CIN,
David Njoku,1.35,CLE,
Kenny Golladay,0.0001,DET,
Hunter Bryant,0.0001,DET,
Marquez Valdes-Scantling,1.4,GB,
Jace Sternberger,1.4,GB,
Equanimeous St. Brown,0.0001,GB,
Dezmon Patmon,0.0001,IND,
Chris Conley,1.4,JAC,
Dede Westbrook,0.0001,JAC,
Dare Ogunbowale,0.0001,JAC,
Tyler Davis,0.0001,JAC,
Rico Gafford,0.0001,LV,
Lynn Bowden Jr.,0.0001,MIA,
Irv Smith Jr.,1.2,MIN,
Olabisi Johnson,1.5,MIN,
Chad Beebe,0.0001,MIN,
Damiere Byrd,2,NE,
N'Keal Harry,1.25,NE,
Devin Asiasi,1.35,NE,
Dalton Keene,0.0001,NE,
Tre'Quan Smith,1.35,NO,
Chris Hogan,2,NYJ,
Denzel Mims,0.0001,NYJ,
J.J. Arcega-Whiteside,1.5,PHI,
Greg Ward,1.4,PHI,
Jalen Reagor,2.5,PHI,
Alshon Jeffery,0.0001,PHI,
Miles Sanders,0.0001,PHI,
Phillip Dorsett,0.0001,SEA,HURT
David Moore,1.75,SEA,
Jordan Reed,1.4,SF,
Trent Taylor,2.4,SF,
Dante Pettis,2.75,SF,
Scott Miller,1.9,TB,
O.J. Howard,1.2,TB,
Logan Thomas,1.6,WAS,
Dontrelle Inman,1.75,WAS,
Bryce Love,0.0001,WAS,
Marvin Hall,2.75,DET,
T.J. Hockenson,1.1,DET,
Danny Amendola,1.35,DET,
Quintez Cephus,2,DET,
Antonio Gibson,1.2,WAS,
Steven Sims,1.1,WAS,
Tyler Eifert,1.2,JAC,
Jesse James,2,DET,
Justin Watson,2,TB,EVANs
Laviska Shenault Jr.,1.2,JAC,
Chris Thompson,1.1,JAC,
Tarik Cohen,0.8,CHI,
David Montgomery,1.3,CHI,
Darnell Mooney,3,CHI,
