Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Travis Kelce,KC,CLE,1,2,1.0,0.0
2,Jared Cook,OAK,SF,2,7,3.3,1.6
3,George Kittle,SF,OAK,2,13,4.1,2.3
4,Greg Olsen,CAR,TB,1,9,4.8,1.8
5,David Njoku,CLE,KC,3,10,5.1,1.3
6,O.J. Howard,TB,CAR,2,12,5.6,1.6
7,Jimmy Graham,GB,NE,2,10,7.3,1.2
8,Kyle Rudolph,MIN,DET,5,12,9.2,1.4
9,Trey Burton,CHI,BUF,4,13,9.3,1.3
10,Jordan Reed,WAS,ATL,2,11,9.4,1.5
11,Rob Gronkowski,NE,GB,2,28,8.8,5.8
12,Austin Hooper,ATL,WAS,9,14,11.6,0.8
13,Vance McDonald,PIT,BAL,12,16,13.3,0.9
14,Chris Herndon IV,NYJ,MIA,11,21,14.2,1.4
15,Benjamin Watson,NO,LAR,9,16,14.2,1.3
16,Charles Clay,BUF,CHI,13,25,17.3,2.4
17,Hayden Hurst,BAL,PIT,9,34,18.5,3.6
18,Ed Dickson,SEA,LAC,15,28,18.4,2.2
19,Jeff Heuerman,DEN,HOU,15,26,19.3,2.3
20,Cameron Brate,TB,CAR,16,31,20.6,2.8
21,Mike Gesicki,MIA,NYJ,16,30,22.5,2.9
22,Mark Andrews,BAL,PIT,16,31,21.9,2.4
23,Nick Vannett,SEA,LAC,18,28,23.8,2.5
24,Jesse James,PIT,BAL,18,25,22.6,1.4
25,Antonio Gates,LAC,SEA,15,36,24.2,3.2
26,Vernon Davis,WAS,ATL,18,32,24.2,2.8
27,Michael Roberts,DET,MIN,19,32,27.3,2.3
28,Jordan Thomas,HOU,DEN,19,32,27.4,2.6
29,Gerald Everett,LAR,NO,25,36,29.3,1.8
30,Luke Willson,DET,MIN,24,49,30.0,1.6
31,Jonnu Smith,TEN,DAL,22,37,30.9,2.0
32,Demetrius Harris,KC,CLE,29,39,32.0,1.3
33,Tyler Higbee,LAR,NO,28,46,36.2,3.6
34,Ryan Griffin,HOU,DEN,16,45,28.5,5.1
35,Jordan Akins,HOU,DEN,34,52,38.2,4.3
36,Nick O'Leary,MIA,NYJ,32,43,37.4,2.8
37,Josh Hill,NO,LAR,28,44,35.5,3.8
38,Nick Boyle,BAL,PIT,28,42,36.0,1.3
39,Blake Jarwin,DAL,TEN,31,48,40.5,4.7
40,Geoff Swaim,DAL,TEN,17,61,30.5,13.8
41,Ian Thomas,CAR,TB,21,61,43.4,7.4
42,Lance Kendricks,GB,NE,25,48,39.7,4.8
43,Luke Stocker,TEN,DAL,35,45,38.5,2.5
44,Rico Gathers,DAL,TEN,33,55,42.3,5.1
45,Darren Fells,CLE,KC,29,49,40.6,3.7
46,Virgil Green,LAC,SEA,34,49,42.3,3.1
47,Jason Croom,BUF,CHI,39,58,49.1,4.0
48,Matt LaCosse,DEN,HOU,36,59,48.0,4.5
49,Dalton Schultz,DAL,TEN,34,50,38.6,4.3
50,Jordan Leggett,NYJ,MIA,34,55,43.3,3.8
51,Seth DeValve,CLE,KC,38,71,49.4,5.1
52,Garrett Celek,SF,OAK,44,60,50.2,4.2
53,David Morgan,MIN,DET,47,56,52.4,2.5
54,Eric Tomlinson,NYJ,MIA,41,65,51.3,5.4
55,Logan Thomas,BUF,CHI,50,75,54.6,3.7
56,Levine Toilolo,DET,MIN,49,69,55.4,3.7
57,Lee Smith,OAK,SF,45,62,53.7,2.8
58,Logan Paulsen,ATL,WAS,46,67,55.2,4.5
59,Dion Sims,CHI,BUF,51,66,59.4,4.2
60,Derek Carrier,OAK,SF,46,62,54.0,2.0
61,Xavier Grimble,PIT,BAL,47,61,55.0,2.3
62,Eric Saubert,ATL,WAS,54,64,59.6,2.2
63,Maxx Williams,BAL,PIT,39,62,57.0,4.1
64,Durham Smythe,MIA,NYJ,53,64,59.3,4.5
65,Jacob Hollister,NE,GB,56,66,62.8,4.0
66,Dwayne Allen,NE,GB,49,70,62.3,9.5
67,Jeremy Sprinkle,WAS,ATL,55,73,65.3,6.5
68,Tyler Conklin,NE,GB,52,67,59.5,7.5
69,Sean Culkin,LAC,SEA,58,67,63.3,3.9
70,Darrell Daniels,SEA,LAC,54,78,66.0,12.0
71,Antony Auclair,TB,CAR,62,72,67.0,5.0
72,Orson Charles,CLE,KC,63,79,71.0,8.0
