Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Chicago (CHI)CHI DST,CHI,BUF,1,3,1.0,0.0
2,Dallas (DAL)DAL DST,DAL,TEN,1,6,2.9,1.2
3,Kansas City (KC)KC DST,KC,CLE,2,8,3.3,1.4
4,Houston (HOU)HOU DST,HOU,DEN,2,17,5.2,1.7
5,Carolina (CAR)CAR DST,CAR,TB,2,12,5.3,1.8
6,Denver (DEN)DEN DST,DEN,HOU,3,18,6.6,2.5
7,Miami (MIA)MIA DST,MIA,NYJ,3,11,6.6,1.6
8,Baltimore (BAL)BAL DST,BAL,PIT,3,13,7.4,1.9
9,Minnesota (MIN)MIN DST,MIN,DET,4,10,8.2,1.3
10,New York (NYJ)NYJ DST,NYJ,MIA,7,16,10.5,1.7
11,Buffalo (BUF)BUF DST,BUF,CHI,6,18,12.9,2.3
12,San Francisco (SF)SF DST,SF,OAK,10,20,13.0,2.4
13,Tennessee (TEN)TEN DST,TEN,DAL,8,18,13.2,1.9
14,Oakland (OAK)OAK DST,OAK,SF,5,19,13.7,3.0
15,Seattle (SEA)SEA DST,SEA,LAC,7,21,14.5,1.7
16,Pittsburgh (PIT)PIT DST,PIT,BAL,5,20,14.3,1.6
17,Washington (WAS)WAS DST,WAS,ATL,2,19,16.3,1.9
18,Los Angeles (LAC)LAC DST,LAC,SEA,11,21,16.9,1.4
19,New England (NE)NE DST,NE,GB,11,22,19.6,0.9
20,Detroit (DET)DET DST,DET,MIN,12,22,19.9,1.6
21,Los Angeles (LAR)LAR DST,LAR,NO,13,26,20.7,2.5
22,Atlanta (ATL)ATL DST,ATL,WAS,9,24,21.7,1.3
23,Cleveland (CLE)CLE DST,CLE,KC,19,26,22.5,1.4
24,Green Bay (GB)GB DST,GB,NE,19,26,23.7,1.7
25,New Orleans (NO)NO DST,NO,LAR,22,26,24.6,1.1
26,Tampa Bay (TB)TB DST,TB,CAR,24,27,25.3,0.8
