Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Chicago Bears,CHI,2.7,1.4,0.7,1.0,0.3,0.0,13.9,260.2,9.6
Carolina Panthers,CAR,2.5,1.3,0.8,1.2,0.3,0.0,24.5,431.1,8.2
Dallas Cowboys,DAL,2.7,0.8,0.7,0.9,0.2,0.0,18.3,292.0,8.0
Denver Broncos,DEN,3.1,1.1,0.7,0.9,0.2,0.0,23.0,365.8,7.9
Kansas City Chiefs,KC,2.8,1.0,0.7,1.1,0.3,0.0,20.6,340.2,7.9
Oakland Raiders,OAK,2.5,1.1,0.8,1.0,0.2,0.0,23.7,362.8,7.4
Miami Dolphins,MIA,2.0,1.3,0.7,1.0,0.2,0.0,20.7,332.1,7.4
Minnesota Vikings,MIN,2.5,1.0,0.7,0.9,0.2,0.0,22.8,365.4,7.1
Washington Redskins,WAS,2.5,0.8,0.7,1.0,0.2,0.0,23.4,379.9,7.0
Houston Texans,HOU,2.4,1.0,0.7,1.0,0.2,0.0,24.8,367.0,6.9
Baltimore Ravens,BAL,1.9,1.1,0.6,0.9,0.2,0.1,21.9,370.8,6.8
New England Patriots,NE,2.7,0.8,0.7,1.0,0.2,0.0,24.5,402.9,6.8
Detroit Lions,DET,2.6,0.8,0.8,1.2,0.2,0.0,26.0,391.4,6.7
Pittsburgh Steelers,PIT,2.3,0.9,0.6,0.9,0.2,0.0,23.1,342.5,6.6
Los Angeles Chargers,LAC,2.8,0.8,0.6,0.7,0.1,0.0,24.9,369.7,6.5
Los Angeles Rams,LAR,2.2,0.7,0.8,1.4,0.2,0.0,29.1,409.8,6.5
New Orleans Saints,NO,2.2,0.8,0.7,1.0,0.2,0.1,31.4,420.6,6.5
Seattle Seahawks,SEA,2.1,0.9,0.7,1.0,0.2,0.0,23.3,372.9,6.4
Tennessee Titans,TEN,2.6,0.7,0.6,0.9,0.2,0.0,23.3,330.2,6.3
New York Jets,NYJ,1.7,1.0,0.6,0.9,0.2,0.0,20.1,310.4,6.3
San Francisco 49ers,SF,1.8,1.0,0.7,1.0,0.2,0.0,23.9,363.8,6.2
Buffalo Bills,BUF,2.1,0.8,0.7,1.2,0.2,0.0,22.9,352.3,6.1
Green Bay Packers,GB,2.1,0.7,0.7,0.9,0.2,0.1,30.7,402.0,6.0
Tampa Bay Buccaneers,TB,1.9,0.7,0.7,1.0,0.2,0.0,32.0,411.0,5.9
Cleveland Browns,CLE,1.9,0.9,0.6,0.9,0.1,0.0,31.1,407.0,5.8
Atlanta Falcons,ATL,2.1,0.5,0.8,1.1,0.2,0.0,26.3,376.4,5.7
