"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","New Orleans Saints",NO,"1","5","1.8","1.3"
"2","Miami Dolphins",MIA,"1","6","2.3","1.2"
"3","New York Giants",NYG,"1","8","4.0","1.4"
"4","Los Angeles Rams",LAR,"1","6","4.0","1.4"
"5","Pittsburgh Steelers",PIT,"1","10","4.9","1.9"
"6","Cleveland Browns",CLE,"2","9","5.5","1.5"
"7","Green Bay Packers",GB,"3","9","6.3","1.2"
"8","Seattle Seahawks",SEA,"6","13","8.5","0.9"
"9","Washington Football Team",WAS,"4","17","8.8","2.3"
"10","Indianapolis Colts",IND,"10","20","12.9","2.1"
"11","Arizona Cardinals",ARI,"10","20","13.5","2.7"
"12","Baltimore Ravens",BAL,"7","23","13.8","4.2"
"13","Kansas City Chiefs",KC,"8","24","14.0","4.1"
"14","Dallas Cowboys",DAL,"9","30","14.1","5.1"
"15","Buffalo Bills",BUF,"11","23","17.0","3.8"
"16","San Francisco 49ers",SF,"11","25","17.0","4.0"
"17","Minnesota Vikings",MIN,"9","26","16.4","3.7"
"18","New England Patriots",NE,"12","24","17.5","2.9"
"19","Houston Texans",HOU,"8","27","18.2","3.8"
"20","Las Vegas Raiders",LV,"11","29","21.6","5.0"
"21","Los Angeles Chargers",LAC,"14","30","21.6","4.1"
"22","Philadelphia Eagles",PHI,"14","26","21.8","2.8"
"23","Cincinnati Bengals",CIN,"14","30","23.1","4.2"
"24","Denver Broncos",DEN,"16","31","23.7","4.3"
"25","Carolina Panthers",CAR,"15","29","23.8","3.3"
"26","Chicago Bears",CHI,"14","31","25.1","3.5"
"27","Tampa Bay Buccaneers",TB,"14","32","25.8","4.8"
"28","Tennessee Titans",TEN,"13","30","26.2","2.5"
"29","New York Jets",NYJ,"15","32","25.9","4.6"
"30","Detroit Lions",DET,"19","32","26.8","3.5"
"31","Jacksonville Jaguars",JAC,"16","32","30.1","2.1"
"32","Atlanta Falcons",ATL,"29","32","31.1","0.9"
