"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Davante Adams",GB,"1","12","1.2","0.6"
"2","Keenan Allen",LAC,"1","18","2.9","0.9"
"3","Tyreek Hill",KC,"1","6","3.1","1.5"
"4","Stefon Diggs",BUF,"1","9","4.8","1.4"
"5","D.K. Metcalf",SEA,"2","10","4.8","1.5"
"6","DeAndre Hopkins",ARI,"2","11","5.5","1.9"
"7","Terry McLaurin",WAS,"5","14","7.8","1.6"
"8","Calvin Ridley",ATL,"4","15","7.9","2.4"
"9","Tyler Lockett",SEA,"7","14","10.1","2.4"
"10","Justin Jefferson",MIN,"5","14","10.5","2.1"
"11","Michael Thomas",NO,"6","23","11.3","2.9"
"12","Will Fuller V",HOU,"6","17","12.1","2.0"
"13","Cooper Kupp",LAR,"10","20","12.9","2.1"
"14","Robert Woods",LAR,"10","67","14.3","2.7"
"15","Allen Robinson II",CHI,"8","34","15.2","2.6"
"16","Diontae Johnson",PIT,"11","32","16.2","3.0"
"17","A.J. Brown",TEN,"12","29","18.2","1.2"
"18","D.J. Moore",CAR,"12","37","18.9","2.7"
"19","Brandin Cooks",HOU,"14","28","19.9","2.4"
"20","Chase Claypool",PIT,"13","35","21.6","3.2"
"21","Robby Anderson",CAR,"13","27","22.0","3.3"
"22","Chris Godwin",TB,"17","27","22.2","2.0"
"23","Mike Evans",TB,"10","29","23.4","3.2"
"24","DeVante Parker",MIA,"3","29","23.7","3.2"
"25","Amari Cooper",DAL,"16","31","25.6","2.2"
"26","Marvin Jones Jr.",DET,"24","65","29.0","3.0"
"27","Antonio Brown",TB,"21","40","29.1","2.0"
"28","JuJu Smith-Schuster",PIT,"23","69","29.5","3.8"
"29","Christian Kirk",ARI,"22","40","30.1","4.3"
"30","Sterling Shepard",NYG,"24","49","32.5","4.8"
"31","Curtis Samuel",CAR,"23","43","32.5","3.6"
"32","CeeDee Lamb",DAL,"22","40","32.7","3.2"
"33","Cole Beasley",BUF,"16","48","34.5","6.8"
"34","Tyler Boyd",CIN,"25","48","35.0","3.5"
"35","Darius Slayton",NYG,"19","46","35.4","3.5"
"36","Michael Pittman Jr.",IND,"24","48","36.4","3.3"
"37","Jamison Crowder",NYJ,"25","46","37.9","5.3"
"38","Jakobi Meyers",NE,"32","42","38.0","1.7"
"39","Nelson Agholor",LV,"26","61","41.1","5.9"
"40","Mike Williams",LAC,"33","50","41.8","3.5"
"41","Tee Higgins",CIN,"33","50","43.0","3.7"
"42","Jalen Reagor",PHI,"33","51","43.2","3.4"
"43","Corey Davis",TEN,"18","56","43.5","3.9"
"44","Travis Fulgham",PHI,"36","56","43.5","3.1"
"45","Jarvis Landry",CLE,"28","52","44.0","4.1"
"46","Deebo Samuel",SF,"37","76","49.9","8.4"
"47","Keelan Cole Sr.",JAC,"38","60","50.1","5.5"
"48","Denzel Mims",NYJ,"40","64","51.3","4.7"
"49","Breshad Perriman",NYJ,"42","68","52.3","3.9"
"50","Kendall Hinton",DEN,"39","79","54.8","11.4"
"51","Michael Gallup",DAL,"50","70","56.9","4.3"
"52","Rashard Higgins",CLE,"48","77","57.2","7.1"
"53","T.Y. Hilton",IND,"50","80","58.5","6.3"
"54","Josh Reynolds",LAR,"51","76","58.9","5.8"
"55","Julio Jones",ATL,"5","59","21.2","11.4"
"56","Jerry Jeudy",DEN,"31","98","61.7","17.0"
"57","Marquise Brown",BAL,"42","83","58.3","8.2"
"58","Laviska Shenault Jr.",JAC,"32","109","59.0","18.7"
"59","Allen Lazard",GB,"30","75","61.8","6.8"
"60","Henry Ruggs III",LV,"49","78","62.2","6.1"
"61","Emmanuel Sanders",NO,"42","73","61.7","6.2"
"62","Mecole Hardman",KC,"53","80","68.8","6.2"
"63","Tim Patrick",DEN,"46","104","70.0","17.1"
"64","Russell Gage",ATL,"44","80","63.2","8.6"
"65","KJ Hamler",DEN,"49","102","73.1","14.3"
"66","Damiere Byrd",NE,"43","80","66.5","7.3"
"67","Hunter Renfrow",LV,"57","84","70.9","6.8"
"68","Anthony Miller",CHI,"53","82","68.7","5.7"
"69","Jakeem Grant",MIA,"40","82","62.2","7.5"
"70","A.J. Green",CIN,"57","82","70.3","5.8"
"71","Darnell Mooney",CHI,"53","80","66.7","7.7"
"72","Gabriel Davis",BUF,"30","98","68.2","15.3"
"73","Marquez Valdes-Scantling",GB,"51","87","69.4","6.7"
"74","Keke Coutee",HOU,"57","87","76.7","6.9"
"75","Marvin Hall",DET,"54","99","70.1","7.6"
"76","Andy Isabella",ARI,"52","112","74.8","11.6"
"77","Willie Snead IV",BAL,"63","95","75.6","6.6"
"78","Richie James Jr.",SF,"53","100","72.4","14.3"
"79","Sammy Watkins",KC,"48","103","64.6","16.0"
"80","Demarcus Robinson",KC,"57","87","74.8","6.0"
"81","Zach Pascal",IND,"63","87","77.2","4.9"
"82","David Moore",SEA,"67","88","78.3","4.9"
"83","Greg Ward",PHI,"59","93","82.5","4.0"
"84","Golden Tate",NYG,"63","96","82.5","6.0"
"85","N'Keal Harry",NE,"64","102","83.8","6.1"
"86","Steven Sims",WAS,"75","97","86.8","5.5"
"87","Cam Sims",WAS,"71","97","90.3","7.2"
"88","Jalen Guyton",LAC,"78","91","84.5","3.9"
"89","Kendrick Bourne",SF,"55","100","85.6","9.2"
"90","Olamide Zaccheaus",ATL,"63","115","89.5","9.7"
"91","James Washington",PIT,"83","111","91.3","6.4"
"92","KhaDarel Hodge",CLE,"59","110","85.0","8.8"
"93","Cordarrelle Patterson",CHI,"39","104","94.0","4.8"
"94","Alshon Jeffery",PHI,"79","112","93.5","7.2"
"95","Dez Bryant",BAL,"87","111","98.5","4.6"
"96","Tre'Quan Smith",NO,"81","111","97.2","6.2"
"97","Quintez Cephus",DET,"81","106","96.8","5.3"
"98","Scotty Miller",TB,"91","116","101.5","6.3"
"99","Bryan Edwards",LV,"86","118","98.7","9.3"
"100","Devin Duvernay",BAL,"86","109","100.7","4.9"
"101","Olabisi Johnson",MIN,"77","133","100.1","14.8"
"102","Isaiah Wright",WAS,"86","109","101.8","5.1"
"103","Deonte Harris",NO,"85","126","105.6","10.1"
"104","Marcus Johnson",IND,"101","121","105.6","4.5"
"105","Collin Johnson",JAC,"78","125","101.3","12.9"
"106","DaeSean Hamilton",DEN,"79","137","107.2","10.5"
"107","Chad Beebe",MIN,"78","121","100.4","11.1"
"108","Van Jefferson",LAR,"86","119","106.2","8.4"
"109","Isaiah McKenzie",BUF,"86","124","105.5","9.5"
"110","Adam Thielen",MIN,"13","97","34.6","31.6"
"111","Jamal Agnew",DET,"83","122","103.0","11.5"
"112","Malcolm Perry",MIA,"82","113","98.7","6.4"
"113","Freddie Swain",SEA,"101","118","111.2","4.2"
"114","Auden Tate",CIN,"87","117","106.9","6.1"
"115","Cedrick Wilson",DAL,"92","120","112.6","3.8"
"116","Ray-Ray McCloud",PIT,"101","121","113.2","5.0"
"117","Cam Batson",TEN,"100","149","113.9","12.0"
"118","Mack Hollins",MIA,"105","120","113.3","4.3"
"119","Christian Blake",ATL,"98","128","115.5","8.4"
"120","Mohamed Sanu",DET,"91","122","109.9","8.5"
"121","Miles Boykin",BAL,"113","128","120.0","5.0"
"122","Braxton Berrios",NYJ,"99","136","127.2","5.7"
"123","Tyron Johnson",LAC,"115","126","124.0","1.0"
"124","Kalif Raymond",TEN,"103","142","124.5","10.9"
"125","Donovan Peoples-Jones",CLE,"119","129","125.3","3.2"
"126","Antonio Callaway",MIA,"123","136","127.3","3.7"
"127","Austin Mack",NYG,"116","160","132.0","11.8"
"128","Zay Jones",LV,"116","135","128.0","5.0"
"129","Trent Taylor",SF,"110","144","128.1","9.3"
"130","KeeSean Johnson",ARI,"95","139","115.2","17.2"
"131","Dontrelle Inman",WAS,"94","119","106.8","9.5"
"132","Marquez Callaway",NO,"125","146","135.6","7.2"
"133","DeMichael Harris",IND,"117","147","131.7","9.2"
"134","Jeff Smith",NYJ,"122","137","131.7","3.3"
"135","Brandon Zylstra",CAR,"120","139","133.0","5.7"
"136","Equanimeous St. Brown",GB,"127","138","133.7","3.6"
"137","Isaiah Ford",NE,"119","136","129.2","6.2"
"138","Tyler Johnson",TB,"122","148","136.5","6.5"
"139","Mike Thomas",CIN,"109","138","126.3","10.6"
"140","Riley Ridley",CHI,"116","156","138.5","8.3"
"141","Alex Erickson",CIN,"109","150","134.6","14.4"
"142","John Hightower",PHI,"130","139","134.6","3.6"
"143","Noah Brown",DAL,"111","147","139.7","5.1"
"144","Brandon Powell",ATL,"134","141","137.6","2.9"
"145","Trent Sherfield",ARI,"125","149","137.3","10.4"
"146","C.J. Board",NYG,"138","154","145.7","4.3"
"147","Malik Taylor",GB,"123","149","142.6","6.5"
"148","Gunner Olszewski",NE,"140","146","142.6","2.3"
"149","James Proche",BAL,"135","155","143.8","5.8"
"150","Darrius Shepherd",GB,"134","156","144.8","9.3"
"151","Joe Reed",LAC,"139","152","147.7","2.2"
"152","Donte Moncrief",NE,"123","164","141.3","14.8"
"153","Pharoh Cooper",CAR,"141","151","146.8","2.7"
"154","K.J. Hill",LAC,"142","157","148.4","5.6"
"155","Terry Godwin",JAC,"115","148","131.5","16.5"
"156","Andre Roberts",BUF,"134","158","150.0","4.9"
"157","Tajae Sharpe",MIN,"140","150","144.0","4.3"
"158","Jake Kumerow",BUF,"112","165","145.3","23.7"
"159","Steven Mitchell Jr.",HOU,"135","140","137.5","2.5"
"160","Robert Foster",WAS,"136","161","150.5","9.1"
"161","K.J. Osborn",MIN,"132","151","141.5","9.5"
"162","Penny Hart",SEA,"147","157","152.0","4.1"
"163","Dan Chisena",MIN,"149","152","150.5","1.5"
"164","Nick Westbrook-Ikhine",TEN,"154","163","157.3","4.0"
"165","River Cracraft",SF,"154","160","157.0","3.0"
"166","Kirk Merritt",MIA,"161","162","161.5","0.5"
