"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Dalvin Cook",MIN,"1","1","1.0","0.0"
"2","Alvin Kamara",NO,"2","9","3.6","2.2"
"3","Nick Chubb",CLE,"2","11","3.7","1.9"
"4","Derrick Henry",TEN,"3","14","4.1","1.1"
"5","Aaron Jones",GB,"2","12","5.1","1.5"
"6","James Robinson",JAC,"2","13","6.5","3.2"
"7","Josh Jacobs",LV,"4","14","8.0","2.7"
"8","Antonio Gibson",WAS,"2","13","8.5","1.0"
"9","Kareem Hunt",CLE,"7","10","8.7","0.8"
"10","Mike Davis",CAR,"4","12","9.1","1.9"
"11","Ezekiel Elliott",DAL,"3","13","9.8","2.9"
"12","Miles Sanders",PHI,"3","14","11.1","1.2"
"13","Clyde Edwards-Helaire",KC,"12","31","15.3","1.9"
"14","Chris Carson",SEA,"11","37","15.4","2.5"
"15","Wayne Gallman",NYG,"13","25","16.0","2.0"
"16","Nyheim Hines",IND,"7","28","16.1","4.8"
"17","Kenyan Drake",ARI,"12","25","19.7","3.1"
"18","Duke Johnson Jr.",HOU,"15","29","19.8","3.1"
"19","David Montgomery",CHI,"15","33","20.7","3.9"
"20","Ronald Jones II",TB,"15","31","22.4","3.1"
"21","Giovani Bernard",CIN,"17","34","22.6","2.6"
"22","Damien Harris",NE,"19","36","22.9","4.2"
"23","J.D. McKissic",WAS,"14","30","24.2","3.2"
"24","Brian Hill",ATL,"15","50","24.8","10.9"
"25","Gus Edwards",BAL,"15","35","26.2","3.2"
"26","James White",NE,"21","37","29.7","2.3"
"27","Leonard Fournette",TB,"25","38","29.7","3.0"
"28","Raheem Mostert",SF,"18","62","29.7","6.2"
"29","Zack Moss",BUF,"24","41","30.4","3.0"
"30","Melvin Gordon III",DEN,"18","44","31.4","5.2"
"31","Chase Edmonds",ARI,"22","40","33.1","3.4"
"32","Frank Gore",NYJ,"23","41","33.9","3.5"
"33","Kerryon Johnson",DET,"20","47","36.1","5.3"
"34","Darrell Henderson",LAR,"31","46","38.3","3.0"
"35","Benny Snell Jr.",PIT,"19","64","35.9","13.5"
"36","Adrian Peterson",DET,"31","47","38.5","3.3"
"37","Latavius Murray",NO,"31","47","38.8","2.5"
"38","Jamaal Williams",GB,"32","45","38.9","2.8"
"39","Devin Singletary",BUF,"29","45","39.0","3.3"
"40","Jordan Wilkins",IND,"22","57","36.5","8.8"
"41","Matt Breida",MIA,"23","54","38.1","8.6"
"42","Austin Ekeler",LAC,"10","101","35.0","29.2"
"43","Jerick McKinnon",SF,"33","52","43.7","3.4"
"44","Le'Veon Bell",KC,"34","52","44.4","3.6"
"45","Phillip Lindsay",DEN,"36","61","44.5","5.2"
"46","Carlos Hyde",SEA,"39","57","46.1","3.8"
"47","Tony Pollard",DAL,"40","52","46.9","1.8"
"48","Malcolm Brown",LAR,"41","57","47.5","3.4"
"49","Cam Akers",LAR,"41","58","49.9","3.7"
"50","Devontae Booker",LV,"38","56","50.6","3.6"
"51","Justice Hill",BAL,"47","57","53.0","2.1"
"52","Boston Scott",PHI,"36","59","53.7","3.8"
"53","Samaje Perine",CIN,"43","60","56.0","4.1"
"54","Anthony McFarland Jr.",PIT,"39","69","54.3","7.2"
"55","Joshua Kelley",LAC,"43","64","56.9","5.3"
"56","Patrick Laird",MIA,"45","70","55.2","6.4"
"57","Alexander Mattison",MIN,"52","62","59.6","2.0"
"58","Troymaine Pope",LAC,"51","76","58.2","5.3"
"59","Ty Johnson",NYJ,"44","72","56.8","6.4"
"60","Kalen Ballage",LAC,"18","69","34.6","14.0"
"61","Ito Smith",ATL,"36","83","58.9","10.8"
"62","Sony Michel",NE,"57","72","63.5","2.4"
"63","Alfred Morris",NYG,"53","84","66.2","5.5"
"64","Royce Freeman",DEN,"36","78","66.4","8.6"
"65","Dion Lewis",NYG,"55","77","65.1","5.1"
"66","Darrel Williams",KC,"58","81","67.4","5.0"
"67","C.J. Prosise",HOU,"59","71","67.1","2.2"
"68","Jeremy McNichols",TEN,"62","87","71.0","6.8"
"69","Peyton Barber",WAS,"63","74","69.5","2.5"
"70","DeeJay Dallas",SEA,"51","89","69.9","9.1"
"71","Dare Ogunbowale",JAC,"60","94","72.0","6.8"
"72","DeAndre Washington",MIA,"57","90","72.1","11.3"
"73","Kyle Juszczyk",SF,"62","82","71.1","6.0"
"74","D'Onta Foreman",TEN,"61","88","71.4","6.2"
"75","Rodney Smith",CAR,"64","97","74.6","6.8"
"76","Trayveon Williams",CIN,"56","84","75.1","3.7"
"77","Jalen Richard",LV,"60","92","77.4","4.7"
"78","Jeff Wilson Jr.",SF,"48","96","69.1","9.7"
"79","James Conner",PIT,"13","61","21.1","16.6"
"80","Jakob Johnson",NE,"69","84","77.0","4.2"
"81","Devine Ozigbo",JAC,"69","87","81.1","4.2"
"82","Corey Clement",PHI,"73","89","82.4","2.9"
"83","C.J. Ham",MIN,"74","90","81.9","3.8"
"84","Lamar Miller",CHI,"45","96","84.1","7.7"
"85","Trenton Cannon",CAR,"73","98","79.9","6.2"
"86","Alec Ingold",LV,"65","91","82.4","6.7"
"87","Alex Armah",CAR,"79","94","85.9","3.9"
"88","Ameer Abdullah",MIN,"77","98","85.3","5.2"
"89","Qadree Ollison",ATL,"61","90","78.4","8.0"
"90","Ryan Nall",CHI,"83","98","89.9","4.2"
"91","AJ Dillon",GB,"81","96","86.6","4.2"
"92","Buddy Howell",HOU,"78","100","85.4","4.8"
"93","Tyler Ervin",GB,"65","89","78.0","5.5"
"94","Josh Adams",NYJ,"71","95","86.6","4.7"
"95","LeSean McCoy",TB,"87","104","92.6","4.0"
"96","D'Ernest Johnson",CLE,"88","100","93.6","2.3"
"97","Lynn Bowden Jr.",MIA,"60","103","86.9","12.2"
"98","Khari Blasingame",TEN,"90","100","93.0","3.0"
"99","Jonathan Williams",DET,"91","108","95.9","5.0"
"100","Keith Smith",ATL,"90","103","94.4","4.7"
"101","Ke'Shawn Vaughn",TB,"92","105","97.5","4.2"
"102","Elijhaa Penny",NYG,"82","100","93.8","3.7"
"103","Alex Collins",SEA,"90","109","99.0","5.6"
"104","Michael Burton",NO,"87","99","97.2","1.0"
"105","Artavis Pierce",CHI,"93","106","98.0","5.0"
"106","Anthony Sherman",KC,"91","103","98.8","4.2"
"107","J.J. Taylor",NE,"94","107","102.3","5.1"
"108","Austin Walter",SF,"85","113","104.8","8.2"
"109","Reggie Gilliam",BUF,"99","107","103.0","3.2"
"110","Travis Homer",SEA,"93","100","96.5","3.5"
"111","Jordan Howard",PHI,"95","99","97.0","2.0"
"112","Ty'Son Williams",BAL,"91","104","97.5","6.5"
"113","Derek Watt",PIT,"100","106","102.7","2.5"
"114","Johnny Stanton",CLE,"104","108","106.0","2.0"
"115","Jeremy Cox",DEN,"106","109","107.5","1.5"
"116","Mike Boone",MIN,"110","111","110.5","0.5"
