"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Travis Kelce",KC,"1","1","1.0","0.0"
"2","Darren Waller",LV,"2","2","2.0","0.0"
"3","T.J. Hockenson",DET,"3","16","3.4","0.6"
"4","Hunter Henry",LAC,"3","7","4.4","0.9"
"5","Dallas Goedert",PHI,"3","7","5.1","0.8"
"6","Evan Engram",NYG,"4","13","6.6","1.3"
"7","Rob Gronkowski",TB,"7","18","8.7","1.2"
"8","Hayden Hurst",ATL,"6","15","9.8","2.3"
"9","Eric Ebron",PIT,"6","15","10.0","1.6"
"10","Austin Hooper",CLE,"3","18","11.0","2.4"
"11","Jonnu Smith",TEN,"7","18","11.9","2.5"
"12","Mike Gesicki",MIA,"6","23","12.9","2.5"
"13","Robert Tonyan",GB,"9","18","14.2","1.9"
"14","Logan Thomas",WAS,"9","20","14.9","2.0"
"15","Dalton Schultz",DAL,"10","20","15.3","1.9"
"16","Jordan Reed",SF,"9","29","16.6","2.5"
"17","Noah Fant",DEN,"6","42","17.6","8.0"
"18","Jimmy Graham",CHI,"12","27","19.5","2.4"
"19","Kyle Rudolph",MIN,"10","35","20.4","5.8"
"20","Trey Burton",IND,"19","30","21.2","2.5"
"21","Jordan Akins",HOU,"13","22","19.6","2.2"
"22","Jared Cook",NO,"16","32","22.6","3.3"
"23","Gerald Everett",LAR,"16","33","22.9","3.8"
"24","Mo Alie-Cox",IND,"20","30","24.8","2.6"
"25","Tyler Higbee",LAR,"15","34","25.1","2.5"
"26","Will Dissly",SEA,"17","35","26.7","3.8"
"27","Jacob Hollister",SEA,"23","32","26.3","1.9"
"28","Tyler Eifert",JAC,"23","31","26.5","2.1"
"29","Anthony Firkser",TEN,"25","35","30.6","2.3"
"30","Richard Rodgers",PHI,"21","74","32.1","9.3"
"31","Jack Doyle",IND,"20","45","32.3","3.6"
"32","Drew Sample",CIN,"30","36","32.1","1.8"
"33","Darren Fells",HOU,"32","77","36.6","8.9"
"34","Dawson Knox",BUF,"28","41","34.3","3.7"
"35","Chris Herndon IV",NYJ,"25","39","35.2","2.4"
"36","Dan Arnold",ARI,"29","41","35.9","3.0"
"37","Cameron Brate",TB,"24","41","34.9","3.1"
"38","Ian Thomas",CAR,"32","42","38.6","1.7"
"39","Ross Dwelley",SF,"34","44","38.9","2.4"
"40","Harrison Bryant",CLE,"37","46","42.4","2.4"
"41","Jason Witten",LV,"34","51","43.0","3.5"
"42","Cole Kmet",CHI,"29","53","44.2","5.2"
"43","Ryan Izzo",NE,"38","57","44.8","5.9"
"44","Jace Sternberger",GB,"42","49","45.7","2.1"
"45","Jesse James",DET,"43","48","45.6","2.0"
"46","Durham Smythe",MIA,"41","50","46.3","2.4"
"47","Maxx Williams",ARI,"42","55","48.7","3.8"
"48","David Njoku",CLE,"46","55","50.3","1.8"
"49","Adam Trautman",NO,"42","57","49.9","4.4"
"50","Tyler Kroft",BUF,"39","62","52.9","5.7"
"51","Adam Shaheen",MIA,"47","61","51.9","3.9"
"52","Donald Parham Jr.",LAC,"52","63","55.1","3.4"
"53","Tyler Conklin",MIN,"36","79","59.2","14.3"
"54","Foster Moreau",LV,"49","68","55.6","5.4"
"55","Marcedes Lewis",GB,"53","64","56.3","3.5"
"56","Pharaoh Brown",HOU,"50","65","56.5","3.8"
"57","Ryan Griffin",NYJ,"55","61","58.3","1.9"
"58","Luke Willson",BAL,"35","75","54.4","13.7"
"59","Nick Keizer",KC,"50","69","61.8","4.3"
"60","Chris Manhertz",CAR,"59","67","63.4","2.9"
"61","James O'Shaughnessy",JAC,"41","71","55.7","10.0"
"62","Nick Vannett",DEN,"49","75","64.9","6.6"
"63","Colin Thompson",CAR,"59","72","65.4","4.0"
"64","Zach Ertz",PHI,"22","56","39.8","13.5"
"65","Vance McDonald",PIT,"57","66","62.3","3.3"
"66","Kaden Smith",NYG,"48","73","60.8","5.8"
"67","Levine Toilolo",NYG,"43","73","61.0","8.7"
"68","Blake Bell",DAL,"62","65","62.7","1.1"
"69","Luke Stocker",ATL,"63","73","68.9","2.6"
"70","Ben Ellefson",JAC,"57","79","70.9","6.4"
"71","Troy Fumagalli",DEN,"64","84","73.1","6.4"
"72","Demetrius Harris",CHI,"64","80","73.6","3.1"
"73","Cethan Carter",CIN,"66","74","71.5","1.7"
"74","Geoff Swaim",TEN,"58","86","72.7","10.1"
"75","Colby Parkinson",SEA,"48","68","55.0","9.2"
"76","Gabe Nabers",LAC,"65","83","73.5","5.1"
"77","Deon Yelder",KC,"62","77","70.4","5.6"
"78","Lee Smith",BUF,"64","78","72.0","3.7"
"79","Jordan Thomas",NE,"69","78","75.7","2.0"
"80","Josh Hill",NO,"60","76","65.7","7.3"
"81","Kahale Warring",HOU,"47","85","73.5","15.4"
"82","Jaeden Graham",ATL,"74","82","77.6","2.7"
"83","Eric Saubert",JAC,"71","95","79.8","8.6"
"84","Derek Carrier",LV,"66","88","76.3","8.7"
"85","Jeremy Sprinkle",WAS,"73","88","80.6","4.6"
"86","Charlie Woerner",SF,"79","86","82.6","2.7"
"87","Sean Culkin",BAL,"63","80","71.5","8.5"
"88","Johnny Mundt",LAR,"78","91","83.3","5.5"
"89","J.P. Holtz",CHI,"75","81","78.0","3.0"
"90","Eric Tomlinson",BAL,"76","84","80.0","4.0"
"91","Caleb Wilson",PHI,"78","83","80.5","2.5"
"92","Isaac Nauta",DET,"84","87","85.0","1.4"
"93","Temarrick Hemingway",WAS,"85","90","88.0","1.9"
"94","Mason Schreck",CIN,"80","99","88.8","6.8"
"95","Evan Baylis",ARI,"81","97","88.8","5.8"
"96","Sean McKeon",DAL,"83","93","87.3","4.2"
"97","Ross Travis",NYJ,"81","89","85.0","4.0"
"98","Antony Auclair",TB,"84","94","89.0","5.0"
"99","Stephen Anderson",LAC,"85","92","88.5","3.5"
"100","Ricky Seals-Jones",KC,"85","96","90.5","5.5"
"101","Xavier Grimble",BAL,"88","98","93.0","5.0"
"102","Cole Hikutini",DAL,"91","100","95.5","4.5"
