Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
George Kittle,SF,6.0,78.5,0.5,0.1,17.0
Mark Andrews,BAL,5.9,71.0,0.5,0.1,15.8
Rob Gronkowski,TB,4.6,55.4,0.6,0.0,13.5
Dallas Goedert,PHI,4.6,57.3,0.5,0.0,13.2
Kyle Pitts,ATL,4.7,64.0,0.2,0.0,12.5
Zach Ertz,ARI,4.5,47.5,0.5,0.0,12.0
Dawson Knox,BUF,4.0,46.4,0.3,0.0,10.3
Dalton Schultz,DAL,3.8,41.2,0.3,0.0,9.6
Cole Kmet,CHI,4.2,41.6,0.2,0.0,9.3
Jared Cook,LAC,3.3,40.2,0.3,0.0,9.3
Hunter Henry,NE,3.0,33.4,0.4,0.0,9.0
Mike Gesicki,MIA,3.8,41.4,0.2,0.0,9.0
Foster Moreau,LV,3.3,37.2,0.3,0.0,8.5
Noah Fant,DEN,3.6,37.9,0.2,0.0,8.5
Tyler Conklin,MIN,3.5,34.8,0.2,0.0,8.1
Tyler Higbee,LAR,3.2,34.4,0.2,0.0,7.8
Gerald Everett,SEA,3.2,31.8,0.2,0.0,7.5
Evan Engram,NYG,3.3,32.8,0.1,0.0,7.4
James O'Shaughnessy,JAC,3.2,33.1,0.1,0.0,7.1
Austin Hooper,CLE,3.0,30.1,0.2,0.0,7.1
C.J. Uzomah,CIN,2.7,29.2,0.2,0.0,7.0
Ricky Seals-Jones,WAS,2.8,29.5,0.2,0.0,6.7
David Njoku,CLE,2.3,29.0,0.1,0.0,6.0
Shane Zylstra,DET,2.5,25.8,0.1,0.0,5.8
Brevin Jordan,HOU,2.4,22.8,0.2,0.0,5.7
Albert Okwuegbunam,DEN,2.4,25.2,0.1,0.0,5.7
Jack Doyle,IND,2.3,24.3,0.1,0.0,5.6
Cameron Brate,TB,2.2,21.9,0.2,0.0,5.6
Ryan Griffin,NYJ,2.2,22.7,0.2,0.0,5.6
Nick Vannett,NO,2.3,25.5,0.1,0.0,5.6
Josiah Deguara,GB,2.2,22.7,0.2,0.0,5.5
Noah Gray,KC,2.1,23.0,0.1,0.0,5.3
Jonnu Smith,NE,2.1,22.2,0.1,0.0,5.1
Dan Arnold,JAC,2.0,24.9,0.1,0.1,4.9
Brock Wright,DET,1.9,20.5,0.1,0.0,4.7
Zach Gentry,PIT,2.1,20.8,0.1,0.0,4.7
Hayden Hurst,ATL,1.8,18.9,0.2,0.0,4.6
Tyler Kroft,NYJ,1.8,19.4,0.1,0.0,4.4
Pharaoh Brown,HOU,1.9,19.5,0.1,0.0,4.4
Jordan Akins,HOU,1.9,20.2,0.1,0.0,4.3
Marcedes Lewis,GB,1.7,18.9,0.1,0.0,4.2
Eric Ebron,PIT,1.8,17.3,0.1,0.0,4.2
Mo Alie-Cox,IND,1.6,18.0,0.1,0.0,4.1
Luke Farrell,JAC,1.8,16.6,0.1,0.0,4.1
Geoff Swaim,TEN,1.8,16.7,0.1,0.0,4.0
Kyle Rudolph,NYG,1.7,16.0,0.1,0.0,3.8
Tommy Tremble,CAR,1.6,16.7,0.1,0.0,3.7
John Bates,WAS,1.6,17.4,0.1,0.0,3.7
Anthony Firkser,TEN,1.6,15.8,0.1,0.0,3.6
Durham Smythe,MIA,1.6,14.7,0.1,0.0,3.4
Adam Trautman,NO,1.5,15.5,0.1,0.0,3.4
Will Dissly,SEA,1.3,14.6,0.1,0.0,3.3
Jesse James,CHI,1.4,12.4,0.1,0.0,3.2
Blake Bell,KC,1.3,12.8,0.1,0.0,3.2
Ian Thomas,CAR,1.4,13.2,0.1,0.0,3.1
Jimmy Graham,CHI,1.3,13.7,0.1,0.0,3.1
Stephen Anderson,LAC,1.2,12.9,0.1,0.0,3.1
O.J. Howard,TB,1.2,13.8,0.1,0.0,3.0
MyCole Pruitt,TEN,1.1,10.8,0.1,0.0,3.0
Harrison Bryant,CLE,1.2,12.8,0.1,0.0,2.8
Kevin Rader,PIT,1.2,12.4,0.1,0.0,2.8
Chris Manhertz,JAC,1.0,11.2,0.1,0.0,2.8
Tre' McKitty,LAC,0.9,9.8,0.1,0.0,2.4
Nakia Griffin-Stewart,KC,0.8,9.4,0.1,0.0,2.3
Jacob Hollister,JAC,1.0,8.5,0.1,0.0,2.3
Nick Bowers,LV,0.8,8.0,0.1,0.0,2.2
Tyree Jackson,PHI,0.7,9.0,0.1,0.0,2.2
Kendall Blanton,LAR,0.8,8.8,0.1,0.0,2.0
Travis Kelce,KC,1.0,10.0,0.0,0.0,2.0
Daniel Helm,LV,0.9,8.7,0.0,0.0,1.9
Adam Shaheen,MIA,0.9,8.5,0.0,0.0,1.9
Jesper Horsted,CHI,0.6,6.5,0.1,0.0,1.9
Chris Herndon IV,MIN,0.7,6.1,0.1,0.1,1.8
Kylen Granson,IND,0.7,7.3,0.0,0.0,1.7
Nick Boyle,BAL,0.6,6.0,0.1,0.0,1.5
Colby Parkinson,SEA,0.6,6.2,0.0,0.0,1.5
Brycen Hopkins,LAR,0.5,6.1,0.1,0.0,1.4
Dominique Dafney,GB,0.5,5.6,0.1,0.0,1.4
Drew Sample,CIN,0.6,5.9,0.0,0.0,1.4
Jeremy Sprinkle,DAL,0.5,5.1,0.1,0.0,1.3
Jack Stoll,PHI,0.5,7.0,0.0,0.0,1.2
Antony Auclair,HOU,0.5,4.5,0.1,0.0,1.2
Ethan Wolf,NO,0.5,6.0,0.0,0.0,1.1
Ross Dwelley,SF,0.4,4.2,0.1,0.0,1.1
Eric Saubert,DEN,0.4,3.0,0.1,0.0,1.0
Hunter Long,MIA,0.5,5.0,0.0,0.0,1.0
Demetrius Harris,ARI,0.4,4.4,0.0,0.0,1.0
Lee Smith,ATL,0.3,3.4,0.1,0.0,0.9
Charlie Woerner,SF,0.4,4.3,0.0,0.0,0.8
Josh Oliver,BAL,0.4,3.7,0.0,0.0,0.8
Trevon Wesco,NYJ,0.4,4.1,0.0,0.0,0.8
Eric Tomlinson,BAL,0.4,3.5,0.0,0.0,0.8
Sean McKeon,DAL,0.3,4.0,0.0,0.0,0.7
Reggie Gilliam,BUF,0.4,2.8,0.0,0.0,0.7
Chris Myarick,NYG,0.3,3.0,0.0,0.0,0.6
J.P. Holtz,CHI,0.2,2.0,0.0,0.0,0.4
Cethan Carter,MIA,0.2,2.0,0.0,0.0,0.4
Daniel Brown,NYJ,0.2,2.0,0.0,0.0,0.4
Darrell Daniels,ARI,0.2,2.0,0.0,0.0,0.4
Tyler Mabry,SEA,0.1,2.0,0.0,0.0,0.3
Luke Stocker,MIN,0.1,1.0,0.0,0.0,0.2
Mitchell Wilcox,CIN,0.1,1.0,0.0,0.0,0.2
Giovanni Ricci,CAR,0.1,0.3,0.0,0.0,0.1
