Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Dallas Cowboys,DAL,2.6,1.1,0.7,1.1,0.2,0.0,18.6,330.4,8.5
Tampa Bay Buccaneers,TB,2.7,1.1,0.6,0.9,0.2,0.0,18.1,302.7,8.4
Cincinnati Bengals,CIN,2.8,1.1,0.6,0.9,0.2,0.0,18.3,337.4,8.3
Los Angeles Chargers,LAC,2.6,1.0,0.5,0.9,0.2,0.0,17.4,305.3,7.8
Philadelphia Eagles,PHI,2.4,1.0,0.6,0.8,0.2,0.0,15.7,308.1,7.6
Seattle Seahawks,SEA,2.2,1.0,0.6,0.8,0.2,0.0,16.2,308.8,7.5
Green Bay Packers,GB,2.3,0.9,0.6,0.9,0.2,0.0,18.7,339.9,7.2
New Orleans Saints,NO,2.1,1.0,0.6,0.8,0.2,0.0,19.0,322.2,7.2
Miami Dolphins,MIA,2.3,0.9,0.5,1.0,0.2,0.0,19.0,303.0,7.2
New York Jets,NYJ,2.0,0.9,0.7,1.0,0.2,0.0,18.9,335.7,7.0
Atlanta Falcons,ATL,1.9,0.9,0.6,0.9,0.2,0.0,18.3,320.9,7.0
Jacksonville Jaguars,JAC,2.9,1.0,0.5,0.5,0.2,0.0,21.6,318.3,6.9
Kansas City Chiefs,KC,2.1,0.8,0.6,1.0,0.2,0.0,18.0,324.0,6.9
San Francisco 49ers,SF,2.7,0.8,0.8,1.3,0.2,0.0,21.4,329.3,6.9
Baltimore Ravens,BAL,2.7,0.8,0.6,0.9,0.1,0.0,24.4,346.8,6.4
Indianapolis Colts,IND,2.3,0.9,0.7,1.0,0.1,0.0,25.4,369.3,6.4
Tennessee Titans,TEN,2.2,0.9,0.7,1.0,0.2,0.0,22.9,361.2,6.3
New England Patriots,NE,2.0,1.0,0.6,0.9,0.1,0.0,20.7,355.9,6.2
Arizona Cardinals,ARI,2.2,0.7,0.7,1.2,0.2,0.1,22.5,343.3,6.1
Buffalo Bills,BUF,2.0,1.0,0.6,0.9,0.1,0.0,21.2,314.2,6.0
Chicago Bears,CHI,2.8,0.6,0.6,0.8,0.1,0.1,23.3,321.7,5.9
Las Vegas Raiders,LV,2.0,0.9,0.5,0.8,0.1,0.0,20.8,324.5,5.9
Los Angeles Rams,LAR,2.2,0.8,0.6,0.8,0.1,0.0,22.7,337.1,5.8
Denver Broncos,DEN,2.0,0.8,0.6,0.8,0.2,0.0,20.7,356.7,5.7
Pittsburgh Steelers,PIT,2.1,0.7,0.6,1.1,0.1,0.0,26.5,381.7,5.6
Detroit Lions,DET,2.0,0.7,0.5,0.7,0.1,0.0,23.7,350.6,5.5
New York Giants,NYG,1.9,0.7,0.6,0.9,0.1,0.0,24.8,350.2,5.5
Houston Texans,HOU,1.9,0.8,0.6,0.8,0.1,0.0,27.7,389.7,5.4
Minnesota Vikings,MIN,2.0,0.8,0.5,0.8,0.1,0.0,25.2,389.4,5.4
Washington Football Team,WF,1.9,0.7,0.6,0.9,0.1,0.0,27.2,387.2,5.4
Carolina Panthers,CAR,1.8,0.7,0.6,0.9,0.1,0.0,26.7,364.0,5.3
Cleveland Browns,CLE,2.2,0.5,0.5,0.8,0.1,0.0,26.0,359.2,5.0
