team,rank,day,mult
BUF,1,Sun,1
CAR,1,Sun,1
CHI,1,Sun,1
CLE,3,Sun,1
DEN,3,Sun,1
DET,2,Sun,1
GB,3,Sun,1
IND,1,Sun,1
KC,1,Sun,1
LAC,3,Sun,1
MIA,1,Sun,1
MIN,1,Sun,1
NYJ,1,Sun,1
OAK,2,Sun,1
PHI,1,Sun,1
PIT,1,Sun,1
SEA,2,Sun,1
TB,2,Sun,1
TEN,1,Sun,1
WAS,1,Sun,1
