Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Michael Thomas,NO,CAR,1,3,1.1,0.2,23.3,0.04
2,Julio Jones,ATL,TB,1,4,2.1,0.5,20.5,0.25
3,Davante Adams,GB,DET,2,5,3.1,0.6,18.3,0.18
4,Tyreek Hill,KC,LAC,2,7,5.6,0.9,17.7,0.405
5,Allen Robinson,CHI,MIN,4,16,6.4,1.8,17.5,0.81
6,Courtland Sutton,DEN,OAK,5,19,6.8,1.7,16.8,0.578
7,Julian Edelman,NE,MIA,3,15,7.2,2.8,15.3,2.613333333
8,A.J. Brown,TEN,HOU,3,13,7.6,2.3,15.2,1.763333333
9,Robert Woods,LAR,ARI,7,29,10.9,3.2,15,1.462857143
10,Keenan Allen,LAC,KC,3,18,11.5,1.9,15,1.203333333
11,Amari Cooper,DAL,WAS,8,19,11.7,2.5,15,0.78125
12,Kenny Golladay,DET,GB,6,26,12.6,3.5,14.9,2.041666667
13,Tyler Boyd,CIN,CLE,9,20,13.6,2.4,14.8,0.64
14,Breshad Perriman,TB,ATL,10,22,13.9,2.5,14.8,0.625
15,Devante Parker,MIA,NE,4,46,16.2,4.1,14.7,4.2025
16,Jarvis Landry,CLE,CIN,11,24,16.5,3.2,14.6,0.930909091
17,Tyler Lockett,SEA,SF,5,30,17.8,2.4,14.6,1.152
18,Michael Gallup,DAL,WAS,14,33,19.3,2.4,14.6,0.411428571
19,Cooper Kupp,LAR,ARI,15,35,20.3,4.2,14.5,1.176
20,Emmanuel Sanders,SF,SEA,15,30,20.9,3.1,14.4,0.640666667
21,D.J. Chark,JAC,IND,10,44,24.6,8.1,13.8,6.561
22,Deebo Samuel,SF,SEA,13,37,25.2,3.1,13.8,0.739230769
23,Sterling Shepard,NYG,PHI,17,39,25.2,6.3,13.6,2.334705882
24,Odell Beckham Jr.,CLE,CIN,21,31,25.4,3.2,13.5,0.487619048
25,Greg Ward,PHI,NYG,20,41,27.2,4.5,13.1,1.0125
26,Justin Watson,TB,ATL,22,34,27.6,2.8,13,0.356363636
27,D.K. Metcalf,SEA,SF,22,59,29.2,4.9,12.7,1.091363636
28,T.Y. Hilton,IND,JAC,13,82,29.4,4.2,12.7,1.356923077
29,Mike Williams,LAC,KC,19,42,30.8,4.2,12.4,0.928421053
30,Anthony Miller,CHI,MIN,21,37,31.1,3.8,12.1,0.687619048
31,Golden Tate,NYG,PHI,23,40,31.3,5,12,1.086956522
32,Christian Kirk,ARI,LAR,24,39,31.3,4.2,11.7,0.735
33,Jamison Crowder,NYJ,BUF,9,42,33,4.9,11.4,2.667777778
34,Steven Sims,WAS,DAL,13,54,33.5,10,11.1,7.692307692
35,Darius Slayton,NYG,PHI,19,43,34.5,3.5,11,0.644736842
36,Larry Fitzgerald,ARI,LAR,31,54,39.1,3.4,11,0.372903226
37,Chris Conley,JAC,IND,32,49,40.2,3.5,10.9,0.3828125
38,Robby Anderson,NYJ,BUF,28,64,40.5,3.3,10.9,0.388928571
39,John Ross,CIN,CLE,27,57,41.9,7,10.7,1.814814815
40,Danny Amendola,DET,GB,26,53,42,5.7,10.7,1.249615385
41,Curtis Samuel,CAR,NO,27,58,44.1,7.8,10.5,2.253333333
42,James Washington,PIT,BAL,38,57,45.2,3.8,10.4,0.38
43,Tyrell Williams,OAK,DEN,37,58,45.6,5.8,10.4,0.909189189
44,Diontae Johnson,PIT,BAL,40,59,46.9,2.6,10.4,0.169
45,Zach Pascal,IND,JAC,38,61,47,3.3,10.4,0.286578947
46,Russell Gage,ATL,TB,34,57,48.8,4.6,10.1,0.622352941
47,JuJu Smith-Schuster,PIT,BAL,41,59,48.9,4.2,10.1,0.430243902
48,Dede Westbrook,JAC,IND,29,83,49.5,8.8,10.3,2.670344828
49,Hunter Renfrow,OAK,DEN,26,62,50.4,7.3,9.9,2.049615385
50,Randall Cobb,DAL,WAS,37,56,51.6,3.7,9.8,0.37
51,Sammy Watkins,KC,LAC,44,60,52.4,3.3,9.6,0.2475
52,Kenny Stills,HOU,TEN,30,84,53.6,6.7,9.7,1.496333333
53,Kelvin Harmon,WAS,DAL,32,76,56.4,10,9.5,3.125
54,Allen Lazard,GB,DET,33,60,56.7,3.2,9.5,0.31030303
55,Brandin Cooks,LAR,ARI,33,69,52.8,10,9.3,3.03030303
56,Albert Wilson,MIA,NE,47,69,60.2,5,9.2,0.531914894
57,Corey Davis,TEN,HOU,42,73,60.2,5.9,9.2,0.828809524
58,DeAndre Hopkins,HOU,TEN,4,89,36.6,30.3,9.3,229.5225
59,Stefon Diggs,MIN,CHI,13,96,44.8,27.2,9.3,56.91076923
60,Alex Erickson,CIN,CLE,42,78,64,7.3,9,1.268809524
61,Mohamed Sanu,NE,MIA,27,66,60.2,2.4,9,0.213333333
62,N'Keal Harry,NE,MIA,57,70,63.6,4,9,0.280701754
63,Kendrick Bourne,SF,SEA,59,75,65.9,4,8.6,0.271186441
64,Tajae Sharpe,TEN,HOU,51,81,66.5,6.9,8.4,0.933529412
65,Marcus Johnson,IND,JAC,52,72,66.8,3.5,8.6,0.235576923
66,Adam Thielen,MIN,CHI,15,80,43.8,19.5,9,25.35
67,Tim Patrick,DEN,OAK,56,76,68.4,3.5,7.9,0.21875
68,Ted Ginn,NO,CAR,61,94,70.6,7,7.6,0.803278689
69,Tre'Quan Smith,NO,CAR,61,78,70.1,4.4,7.2,0.317377049
70,J.J. Arcega-Whiteside,PHI,NYG,63,99,75.6,7.2,7.2,0.822857143
71,DaeSean Hamilton,DEN,OAK,54,80,72.9,4,7,0.296296296
72,Jakobi Meyers,NE,MIA,66,118,77.9,11.8,6.9,2.10969697
73,Mecole Hardman,KC,LAC,70,103,78.8,8.6,6.7,1.056571429
74,Seth Roberts,BAL,PIT,55,92,75.5,8,6.7,1.163636364
75,Olabisi Johnson,MIN,CHI,55,90,70.1,12.3,6.6,2.750727273
76,Willie Snead,BAL,PIT,61,90,77.9,6.7,6.6,0.735901639
77,Demarcus Robinson,KC,LAC,72,101,82.8,6.3,6.4,0.55125
78,Keelan Cole,JAC,IND,51,91,79.9,4.6,6.2,0.414901961
79,Isaiah Ford,MIA,NE,71,90,81.3,3.9,6.1,0.214225352
80,Jarius Wright,CAR,NO,67,95,83.3,6.5,6.1,0.630597015
81,Josh Reynolds,LAR,ARI,72,95,84.2,6,5.7,0.5
82,Geronimo Allison,GB,DET,78,89,84.8,2.7,5.7,0.093461538
83,Vyncint Smith,NYJ,BUF,76,102,91.5,6.3,5.6,0.522236842
84,Miles Boykin,BAL,PIT,49,94,83.5,8.2,5.5,1.372244898
85,David Moore,SEA,SF,66,106,87.8,9.3,5.5,1.310454545
86,Zay Jones,OAK,DEN,77,98,90.4,4.6,5.5,0.274805195
87,Damiere Byrd,ARI,LAR,72,97,86.3,5.1,5.5,0.36125
88,Marquise Brown,BAL,PIT,43,86,76.1,7.6,5.2,1.343255814
89,Christian Blake,ATL,TB,75,103,97.1,5.7,5.2,0.4332
90,Isaiah McKenzie,BUF,NYJ,55,111,88.8,18.6,5.1,6.290181818
91,Cody Latimer,NYG,PHI,62,100,95.8,3.3,5.2,0.175645161
92,Chris Lacy,DET,GB,84,97,91.6,3.4,5.1,0.137619048
93,Robert Foster,BUF,NYJ,50,116,92.3,16.7,4.9,5.5778
94,Phillip Dorsett,NE,MIA,71,119,92.9,10.2,5.1,1.465352113
95,Cordarrelle Patterson,CHI,MIN,77,116,99.3,7.4,5,0.711168831
96,Laquon Treadwell,MIN,CHI,62,107,84.9,14.6,4.8,3.438064516
97,Jake Kumerow,GB,DET,81,110,101.5,4.6,4.4,0.261234568
98,Tavon Austin,DAL,WAS,86,112,98.6,5.8,4.3,0.391162791
99,Keke Coutee,HOU,TEN,52,131,95.8,22.5,4.1,9.735576923
100,Chris Hogan,CAR,NO,68,112,96,9.8,4.3,1.412352941
101,Pharoh Cooper,ARI,LAR,78,101,96.9,3.1,4.1,0.123205128
102,Jaron Brown,SEA,SF,84,113,102.1,5.5,4.1,0.360119048
103,DeAndre Carter,HOU,TEN,70,111,98.8,9.9,4,1.400142857
104,Andy Isabella,ARI,LAR,97,111,103.3,4.4,3.9,0.199587629
105,Malik Turner,SEA,SF,92,104,94.7,4.3,3.9,0.200978261
106,Marquez Valdes-Scantling,GB,DET,101,114,106.1,4,3.8,0.158415842
107,Javon Wims,CHI,MIN,70,109,98.5,10.3,3.8,1.515571429
108,Cam Sims,WAS,DAL,89,123,105.5,11.9,3.7,1.591123596
109,Dontrelle Inman,IND,JAC,74,115,101.2,14.3,3.5,2.763378378
110,Travis Fulgham,DET,GB,92,122,103.6,10.5,3.5,1.198369565
111,Ishmael Hyman,TB,ATL,104,109,105,2,3.4,0.038461538
112,Keelan Doss,OAK,DEN,106,124,113.8,6.4,3.3,0.386415094
113,Olamide Zaccheaus,ATL,TB,105,132,114.7,8.5,3.2,0.688095238
114,Brandon Zylstra,CAR,NO,86,120,106.5,12.5,3,1.816860465
115,Robert Davis,PHI,NYG,88,124,113,13,2.6,1.920454545
116,Damion Ratley,CLE,CIN,99,123,109.3,8.7,2.7,0.764545455
117,Andre Patton,LAC,KC,89,133,115.4,16.5,2.6,3.058988764
118,Mike Thomas,LAR,ARI,93,126,115.8,12,2.7,1.548387097
119,Justin Hardy,ATL,TB,107,121,112.3,5.5,2.5,0.28271028
120,Chris Moore,BAL,PIT,97,113,106,6.7,2.3,0.462783505
121,Braxton Berrios,NYJ,BUF,107,121,114.8,5.6,2.3,0.293084112
122,Duke Williams,BUF,NYJ,94,94,94,0,1.3,0
123,Deon Cain,PIT,BAL,111,124,118.3,4.7,2.2,0.199009009
124,Riley Ridley,CHI,MIN,120,125,122.5,2.5,2.1,0.052083333
125,Spencer Schnell,TB,ATL,87,134,110.5,23.5,1.8,6.347701149
126,Alexander Hollins,MIN,CHI,96,126,111,15,1.7,2.34375
127,Khadarel Hodge,CLE,CIN,117,131,121.7,6.6,1.6,0.372307692
128,Cody Hollister,TEN,HOU,110,138,124.7,11.5,1.2,1.202272727
129,Mack Hollins,MIA,NE,103,143,126.3,17,1.1,2.805825243
130,Jaleel Scott,BAL,PIT,110,155,130.7,18.6,1,3.145090909
131,DeAndrew White,CAR,NO,118,134,126.7,6.6,0.9,0.369152542
132,Josh Malone,NYJ,BUF,113,154,132,16.9,0.9,2.527522124
133,Diontae Spencer,DEN,OAK,121,147,133,9.5,0.8,0.745867769
134,Deonte Harris,NO,CAR,122,130,126,4,0.7,0.131147541
135,Richie James,SF,SEA,121,137,129,8,0.5,0.52892562
136,Cyril Grayson,TB,ATL,125,135,130,5,0.5,0.2
137,Byron Pringle,KC,LAC,122,148,135,13,0.5,1.385245902
138,Jordan Matthews,SF,SEA,127,158,140.3,13,0.4,1.330708661
139,Da'Mari Scott,NYG,PHI,126,140,133,7,0.3,0.388888889
140,Marcell Ateman,OAK,DEN,127,153,140,13,0.3,1.330708661
141,Ashton Dulin,IND,JAC,128,146,137,9,0.2,0.6328125
142,Steven Mitchell Jr.,HOU,TEN,130,145,137.5,7.5,0.2,0.432692308
143,Rashard Higgins,CLE,CIN,132,151,141.5,9.5,0.1,0.683712121
144,Fred Brown,DEN,OAK,137,157,147,10,0.1,0.729927007
