Date,Year,Week,Team,Opp,Total_Score,Win_Prob,Expected_Points,OwnPer_RB,Expected_Points_RB,OwnPer_QB,Expected_Points_QB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_DST,Expected_Points_DST
2019-12-29,2019,17,ARI,LAR,45.5,0.298507462686567,19.25,0.075566666,24.6,0.026299999999999997,20.475,0.12633333300000002,32.400000000000006,0.008,11.195,0.008,5.1
2019-12-29,2019,17,ATL,TB,48.5,0.512820512820513,23.75,0.05840000099999999,24.500000000000004,0.07253333299999999,18.8,0.192166667,40.45,0.06810000000000001,17.0,0.02915,8.0
2019-12-29,2019,17,BAL,PIT,35.0,0.48780487804878103,17.0,0.113133333,17.7,0.02,15.3,0.034400001,22.100000000000005,0.016933333000000002,16.500000000000004,0.0237,8.1
2019-12-29,2019,17,BUF,NYJ,37.0,0.512820512820513,18.0,0.012666667000000001,14.15045,0.008,14.001030000000002,0.013600000000000001,26.34999999999999,0.008666667,7.500000000000001,0.01955,7.2
2019-12-29,2019,17,CAR,NO,44.5,0.153846153846154,15.25,0.243033333,28.7,0.0044,11.6,0.053566667,25.011000000000006,0.0119,13.799999999999999,0.00615,4.8
2019-12-29,2019,17,CHI,MIN,36.0,0.6896551724137929,20.25,0.024533333999999997,22.4,0.013633333,14.9,0.097233334,40.05,0.004,6.6,0.1118,7.1
2019-12-29,2019,17,CIN,CLE,43.5,0.465116279069767,20.5,0.029233333000000004,23.500000000000007,0.024366667,15.500000000000002,0.105733333,35.25,0.009333333000000001,11.9,0.00705,6.3
2019-12-29,2019,17,CLE,CIN,43.5,0.574712643678161,23.0,0.085866666,30.29999999999999,0.0226,15.499999999999998,0.115433333,30.100009999999997,0.0073333339999999995,8.7,0.02505,6.5
2019-12-29,2019,17,DAL,WAS,47.5,0.8695652173913041,30.0,0.262966666,25.200000000000003,0.0922,18.600000000000005,0.24016666599999997,41.2,0.017333333,14.4,0.05985,7.3
2019-12-29,2019,17,DEN,OAK,41.0,0.6896551724137929,22.75,0.038599998999999996,26.3,0.019033333,15.000000000000002,0.10573333400000001,35.410000000000004,0.03599999999999999,14.899999999999997,0.03785,7.5
2019-12-29,2019,17,DET,GB,44.0,0.166666666666667,15.5,0.023899999999999998,23.540099999999995,0.002333333,11.6,0.10086666700000001,32.95,0.011666666999999999,13.320000000000002,0.00615,4.9
2019-12-29,2019,17,GB,DET,44.0,0.8771929824561401,28.5,0.181999999,25.699999999999996,0.096966667,18.8,0.268466668,37.8,0.013666667,9.019999999999998,0.1601,8.6
2019-12-29,2019,17,HOU,TEN,43.0,0.222222222222222,16.5,0.0246,0.0018199999999999998,0.043666667,3.80124,0.120466666,6.60167,0.0127,11.5,0.003,7.0
2019-12-29,2019,17,IND,JAX,41.5,0.7142857142857142,23.5,0.050399999,23.6,0.017,15.2,0.055133334,30.0,0.03496666700000001,12.5,0.0342,7.9
2019-12-29,2019,17,JAX,IND,41.5,0.32258064516129,18.0,0.066566666,16.36,0.0153,15.3,0.049866666,37.60000000000001,0.008666666,12.300000000000002,0.0089,5.4
2019-12-29,2019,17,KC,LAC,46.0,0.819672131147541,27.75,0.10890000000000001,21.9,0.092633333,21.3,0.11803333399999999,37.555,0.1154,17.999999999999993,0.05485,8.1
2019-12-29,2019,17,LAC,KC,46.0,0.222222222222222,18.25,0.066633333,35.800000000000004,0.007566666999999998,15.999999999999995,0.104133333,32.150000000000006,0.052933333,14.000000000000002,0.0075,5.4
2019-12-29,2019,17,LAR,ARI,45.5,0.746268656716418,26.25,0.0722,21.3,0.028733334000000003,17.099999999999994,0.1768,43.6,0.0837,20.3,0.0232,7.9
2019-12-29,2019,17,MIA,NE,45.5,0.11764705882352902,14.25,0.021699999999999997,10.700000000000001,0.0064,14.7,0.065699999,32.2,0.029433333,11.299999999999999,0.00615,4.6
2019-12-29,2019,17,MIN,CHI,36.0,0.3571428571428571,15.75,0.037433334,21.4,0.0064,6.600000000000001,0.0275,24.7,0.022766667,14.5,0.048,7.6
2019-12-29,2019,17,NE,MIA,45.5,0.9259259259259259,31.25,0.149266667,36.0,0.054966667,17.399999999999995,0.152999999,40.75,0.005333333,10.650000000000002,0.1054,9.7
2019-12-29,2019,17,NO,CAR,44.5,0.892857142857143,29.25,0.21919999999999998,32.89000000000001,0.06960000000000001,23.400000000000002,0.200366666,36.14,0.0606,15.8,0.0439,8.6
2019-12-29,2019,17,NYG,PHI,44.5,0.37037037037037,20.5,0.09226666600000001,20.599999999999994,0.018666667,18.59,0.0971,39.78,0.020166667,8.6,0.01865,6.0
2019-12-29,2019,17,NYJ,BUF,37.0,0.537634408602151,19.0,0.049066667,21.50007,0.003333333,14.3,0.034166666000000005,32.291,0.006,6.380000000000002,0.02915,7.6
2019-12-29,2019,17,OAK,DEN,41.0,0.3571428571428571,18.25,0.18403333400000002,23.799999999999997,0.006733333,14.5,0.041066666999999994,27.45,0.062633333,16.599999999999998,0.02505,5.9
2019-12-29,2019,17,PHI,NYG,44.5,0.666666666666667,24.0,0.09586666700000002,31.35,0.0934,17.499999999999996,0.16506666600000003,28.3,0.184266667,17.5,0.02685,7.4
2019-12-29,2019,17,PIT,BAL,35.0,0.555555555555556,18.0,0.019166667000000002,18.700000000000003,0.002666667,12.000000000000002,0.025799999000000004,32.260000000000005,0.012533333,9.82,0.0611,8.2
2019-12-29,2019,17,SEA,SF,47.0,0.3921568627450979,21.75,,,,,,,,,,
2019-12-29,2019,17,SF,SEA,47.0,0.636942675159236,25.25,,,,,,,,,,
2019-12-29,2019,17,TB,ATL,48.5,0.537634408602151,24.75,0.0451,23.799999999999997,0.097066667,19.4,0.18573333400000003,29.700139999999998,0.14203333399999998,19.700000000000003,0.01865,6.2
2019-12-29,2019,17,TEN,HOU,43.0,0.819672131147541,26.5,0.09066666600000002,30.8,0.071466667,18.600000000000005,0.10176666599999999,31.5,0.036833334,14.9,0.0319,7.1
