team,rank,day,mult
ARI,3,Sun,1
CAR,1,Sun,1
CHI,2,Sun,1
CIN,1,Sun,1
CLE,2,Sun,1
DAL,3,Sun,1
DEN,1,Sun,1
DET,1,Sun,1
GB,1,Sun,1
HOU,1,Sun,1
JAC,1,Sun,1
LAC,2,Sun,1
LV,2,Sun,1
MIA,1,Sun,1
MIN,1,Sun,1
NE,1,Sun,1
NO,1,Sun,1
NYG,3,Sun,1
PHI,1,Sun,1
PIT,1,Sun,1
SF,3,Sun,1
TB,1,Sun,1
TEN,1,Sun,1
WAS,1,Sun,1
