Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Minnesota Vikings,MIN,2.9,1.2,0.6,0.7,0.3,0.0,13.1,250.0,9.0
Cleveland Browns,CLE,2.9,1.1,0.7,1.2,0.2,0.0,18.5,295.2,8.9
Jacksonville Jaguars,JAC,2.6,1.2,0.6,0.9,0.3,0.0,15.8,270.5,8.7
Philadelphia Eagles,PHI,2.5,1.1,0.7,1.0,0.2,0.1,18.6,312.1,8.6
Chicago Bears,CHI,3.0,0.8,0.7,1.2,0.2,0.0,16.0,271.6,8.2
Baltimore Ravens,BAL,2.3,1.1,0.6,1.1,0.2,0.0,17.1,309.5,8.0
Carolina Panthers,CAR,2.6,0.8,0.7,1.1,0.2,0.0,19.9,315.2,7.9
Houston Texans,HOU,2.3,0.9,0.6,1.0,0.2,0.0,19.5,325.7,7.7
New York Jets,NYJ,2.6,0.7,0.7,1.1,0.2,0.0,18.6,301.5,7.4
Arizona Cardinals,ARI,2.4,0.8,0.7,1.0,0.1,0.1,19.3,304.8,7.4
Pittsburgh Steelers,PIT,2.6,1.0,0.7,1.1,0.2,0.0,23.9,376.3,7.4
Kansas City Chiefs,KC,2.3,1.1,0.7,1.1,0.3,0.0,23.7,398.3,7.3
Dallas Cowboys,DAL,2.9,0.8,0.7,1.3,0.2,0.1,20.8,339.9,7.3
Miami Dolphins,MIA,1.6,1.0,0.6,1.0,0.2,0.0,19.1,330.0,7.0
New York Giants,NYG,2.2,1.0,0.6,1.0,0.2,0.0,22.6,340.6,6.9
New England Patriots,NE,2.4,1.0,0.6,0.9,0.2,0.0,21.0,360.8,6.9
Los Angeles Rams,LAR,2.0,1.1,0.6,0.8,0.2,0.0,21.2,373.3,6.8
Los Angeles Chargers,LAC,2.2,0.8,0.6,1.0,0.2,0.1,28.1,385.6,6.4
Cincinnati Bengals,CIN,2.4,0.9,0.5,0.7,0.2,0.0,23.0,328.9,6.3
Green Bay Packers,GB,2.6,0.6,0.7,1.2,0.2,0.0,22.7,356.3,6.3
Washington Redskins,WAS,2.7,0.7,0.6,0.8,0.2,0.0,22.8,337.2,6.3
Oakland Raiders,OAK,2.0,0.8,0.7,1.0,0.2,0.0,22.7,340.9,6.2
Tampa Bay Buccaneers,TB,1.6,0.9,0.8,1.4,0.2,0.0,27.0,435.9,6.2
Seattle Seahawks,SEA,2.2,0.8,0.6,0.8,0.2,0.0,20.8,327.7,6.1
Tennessee Titans,TEN,2.0,0.8,0.6,0.9,0.2,0.0,25.3,367.7,6.1
Indianapolis Colts,IND,2.0,0.7,0.8,1.2,0.2,0.0,27.4,383.9,6.1
Denver Broncos,DEN,1.9,0.8,0.6,0.9,0.2,0.0,22.9,284.3,5.7
San Francisco 49ers,SF,2.0,0.7,0.6,0.7,0.2,0.0,31.1,382.6,5.7
New Orleans Saints,NO,1.8,0.8,0.5,0.6,0.2,0.0,26.8,395.5,5.6
Atlanta Falcons,ATL,1.8,0.7,0.7,1.1,0.2,0.0,26.2,393.3,5.6
Detroit Lions,DET,1.9,0.6,0.6,0.9,0.2,0.1,29.4,399.7,5.4
Buffalo Bills,BUF,1.8,0.7,0.6,0.8,0.1,0.0,27.9,374.8,5.4
