Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Minnesota (MIN)MIN DST,MIN,BUF,1,9,1.3,1.0
2,Chicago (CHI)CHI DST,CHI,ARI,1,27,2.5,2.4
3,Jacksonville (JAC)JAC DST,JAC,TEN,1,7,2.8,0.9
4,Baltimore (BAL)BAL DST,BAL,DEN,2,21,5.6,2.4
5,Houston (HOU)HOU DST,HOU,NYG,2,24,5.8,2.8
6,Cleveland (CLE)CLE DST,CLE,NYJ,3,12,6.2,2.0
7,Philadelphia (PHI)PHI DST,PHI,IND,4,16,7.3,2.2
8,Los Angeles (LAR)LAR DST,LAR,LAC,1,20,8.2,3.0
9,Denver (DEN)DEN DST,DEN,BAL,3,24,10.3,3.9
10,Carolina (CAR)CAR DST,CAR,CIN,6,19,10.9,2.6
11,Dallas (DAL)DAL DST,DAL,SEA,3,25,11.0,3.4
12,Miami (MIA)MIA DST,MIA,OAK,6,26,12.3,2.9
13,New York (NYJ)NYJ DST,NYJ,CLE,5,19,13.0,2.7
14,New England (NE)NE DST,NE,DET,7,24,14.4,2.9
15,Cincinnati (CIN)CIN DST,CIN,CAR,7,22,14.9,2.6
16,Seattle (SEA)SEA DST,SEA,DAL,7,28,15.8,3.3
17,Green Bay (GB)GB DST,GB,WAS,8,23,16.6,2.4
18,Arizona (ARI)ARI DST,ARI,CHI,7,32,18.1,3.9
19,New York (NYG)NYG DST,NYG,HOU,12,29,18.6,2.7
20,Tennessee (TEN)TEN DST,TEN,JAC,11,31,20.2,2.9
21,Los Angeles (LAC)LAC DST,LAC,LAR,7,29,20.8,3.4
22,Pittsburgh (PIT)PIT DST,PIT,TB,8,30,22.0,3.1
23,New Orleans (NO)NO DST,NO,ATL,3,31,22.9,4.2
24,Atlanta (ATL)ATL DST,ATL,NO,15,31,23.6,2.6
25,Kansas City (KC)KC DST,KC,SF,9,30,24.1,3.9
26,Oakland (OAK)OAK DST,OAK,MIA,15,30,24.9,2.8
27,Washington (WAS)WAS DST,WAS,GB,10,32,25.3,3.8
28,Indianapolis (IND)IND DST,IND,PHI,17,31,27.1,2.5
29,Tampa Bay (TB)TB DST,TB,PIT,13,32,27.7,3.5
30,Detroit (DET)DET DST,DET,NE,5,32,28.8,4.5
31,Buffalo (BUF)BUF DST,BUF,MIN,19,32,29.8,3.0
32,San Francisco (SF)SF DST,SF,KC,23,32,30.6,1.9
