"Pos","Player","Tm","Opp","DK Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","DK LEV"
"RB","Christian McCaffrey","CAR","WAS","10500","37.5%","74%","46%","49%","1.31"
"WR","Tyreek Hill","KC","OAK","8900","22.5%","51%","19%","25%","1.10"
"RB","Nick Chubb","CLE","@PIT","7800","12.5%","37%","9%","9%","0.74"
"WR","Chris Godwin","TB","@JAX","7700","17.5%","50%","16%","21%","1.18"
"RB","Derrick Henry","TEN","@IND","7600","12.5%","49%","15%","16%","1.31"
"RB","Leonard Fournette","JAX","TB","7500","17.5%","53%","18%","19%","1.08"
"RB","Saquon Barkley","NYG","GB","7400","17.5%","54%","17%","18%","1.03"
"QB","Patrick Mahomes","KC","OAK","7400","17.5%","54%","23%","11%","0.65"
"RB","LeVeon Bell","NYJ","@CIN","7200","17.5%","55%","17%","19%","1.06"
"TE","Travis Kelce","KC","OAK","7200","17.5%","49%","9%","15%","0.87"
"WR","Cooper Kupp","LAR","@ARI","7100","17.5%","42%","11%","13%","0.77"
"WR","Davante Adams","GB","@NYG","7000","22.5%","49%","14%","17%","0.77"
"QB","Lamar Jackson","BAL","SF","7000","17.5%","54%","24%","12%","0.68"
"RB","Josh Jacobs","OAK","@KC","6900","7.5%","45%","11%","12%","1.64"
"WR","Mike Evans","TB","@JAX","6900","22.5%","47%","13%","17%","0.74"
"RB","Aaron Jones","GB","@NYG","6800","12.5%","53%","16%","18%","1.41"
"WR","D.J. Moore","CAR","WAS","6800","17.5%","46%","12%","15%","0.87"
"WR","Odell Beckham","CLE","@PIT","6700","7.5%","39%","9%","11%","1.47"
"TE","Zach Ertz","PHI","@MIA","6700","12.5%","44%","6%","11%","0.90"
"WR","D.J. Chark","JAX","TB","6600","12.5%","45%","12%","16%","1.26"
"RB","Todd Gurley","LAR","@ARI","6500","7.5%","43%","10%","11%","1.47"
"WR","Keenan Allen","LAC","@DEN","6500","7.5%","39%","8%","11%","1.41"
"QB","Aaron Rodgers","GB","@NYG","6500","12.5%","41%","13%","7%","0.53"
"WR","Jarvis Landry","CLE","@PIT","6400","7.5%","40%","9%","11%","1.48"
"RB","Melvin Gordon","LAC","@DEN","6400","7.5%","38%","8%","8%","1.12"
"QB","Kyler Murray","ARI","LAR","6400","7.5%","45%","17%","8%","1.11"
"WR","Emmanuel Sanders","SF","@BAL","6300","3.0%","25%","3%","4%","1.48"
"QB","Jameis Winston","TB","@JAX","6300","7.5%","45%","16%","8%","1.05"
"QB","Baker Mayfield","CLE","@PIT","6200","3.0%","31%","8%","4%","1.41"
"TE","George Kittle","SF","@BAL","6100","7.5%","49%","7%","12%","1.65"
"QB","Sam Darnold","NYJ","@CIN","6100","7.5%","41%","14%","7%","0.92"
"RB","Mark Ingram","BAL","SF","6000","7.5%","36%","7%","7%","0.94"
"QB","Jared Goff","LAR","@ARI","6000","7.5%","36%","10%","5%","0.63"
"QB","Jacoby Brissett","IND","TEN","5900","3.0%","33%","9%","4%","1.48"
"RB","Tevin Coleman","SF","@BAL","5900","3.0%","30%","4%","4%","1.42"
"RB","Joe Mixon","CIN","NYJ","5800","3.0%","31%","4%","5%","1.59"
"TE","Hunter Henry","LAC","@DEN","5800","7.5%","44%","6%","10%","1.32"
"WR","Courtland Sutton","DEN","LAC","5800","7.5%","37%","7%","9%","1.18"
"QB","Carson Wentz","PHI","@MIA","5800","7.5%","39%","12%","6%","0.77"
"RB","Jaylen Samuels","PIT","CLE","5700","0.5%","18%","1%","1%","2.79"
"QB","Ryan Tannehill","TEN","@IND","5700","3.0%","38%","12%","6%","1.93"
"WR","DeVante Parker","MIA","PHI","5700","12.5%","40%","8%","10%","0.84"
"WR","Christian Kirk","ARI","LAR","5700","12.5%","39%","8%","10%","0.80"
"TE","Mark Andrews","BAL","SF","5700","7.5%","32%","3%","5%","0.69"
"RB","Austin Ekeler","LAC","@DEN","5700","7.5%","36%","5%","5%","0.68"
"QB","Nick Foles","JAX","TB","5700","7.5%","37%","10%","5%","0.66"
"QB","Daniel Jones","NYG","GB","5600","3.0%","37%","12%","6%","1.91"
"QB","Jimmy Garoppolo","SF","@BAL","5600","3.0%","31%","8%","4%","1.26"
"WR","Jamison Crowder","NYJ","@CIN","5600","7.5%","39%","7%","9%","1.21"
"WR","Terry McLaurin","WAS","@CAR","5600","7.5%","32%","5%","6%","0.85"
"RB","Kenyan Drake","ARI","LAR","5600","7.5%","30%","4%","4%","0.51"
"RB","Kareem Hunt","CLE","@PIT","5500","0.5%","28%","3%","3%","6.36"
"QB","Philip Rivers","LAC","@DEN","5500","0.5%","29%","6%","3%","6.02"
"TE","Darren Waller","OAK","@KC","5500","7.5%","47%","6%","11%","1.43"
"QB","Kyle Allen","CAR","WAS","5500","3.0%","31%","8%","4%","1.26"
"WR","Robert Woods","LAR","@ARI","5500","7.5%","39%","7%","9%","1.22"
"QB","Derek Carr","OAK","@KC","5500","3.0%","30%","7%","4%","1.20"
"WR","Tyler Boyd","CIN","NYJ","5500","17.5%","43%","9%","11%","0.63"
"QB","Ryan Fitzpatrick","MIA","PHI","5400","0.5%","34%","10%","5%","9.57"
"WR","Tyrell Williams","OAK","@KC","5400","3.0%","32%","5%","7%","2.23"
"WR","Sammy Watkins","KC","OAK","5400","12.5%","34%","6%","7%","0.57"
"RB","Miles Sanders","PHI","@MIA","5400","17.5%","40%","7%","7%","0.41"
"WR","Marquise Brown","BAL","SF","5300","7.5%","33%","5%","7%","0.91"
"WR","A.J. Brown","TEN","@IND","5300","7.5%","31%","4%","6%","0.74"
"RB","Jonathan Williams","IND","TEN","5300","12.5%","38%","6%","6%","0.48"
"WR","Darius Slayton","NYG","GB","5300","12.5%","32%","5%","6%","0.48"
"WR","Brandin Cooks","LAR","@ARI","5200","3.0%","32%","5%","6%","2.05"
"WR","Deebo Samuel","SF","@BAL","5200","7.5%","32%","5%","6%","0.82"
"RB","Malcolm Brown","LAR","@ARI","5200","0.5%","2%","0%","0%","0.01"
"QB","Devlin Hodges","PIT","CLE","5100","0.5%","26%","6%","3%","5.60"
"WR","Alshon Jeffery","PHI","@MIA","5100","3.0%","33%","5%","7%","2.27"
"WR","Larry Fitzgerald","ARI","LAR","5100","3.0%","30%","4%","5%","1.69"
"RB","Ronald Jones","TB","@JAX","5100","7.5%","38%","6%","6%","0.80"
"RB","Phillip Lindsay","DEN","LAC","5000","7.5%","41%","6%","7%","0.88"
"WR","Dede Westbrook","JAX","TB","5000","7.5%","33%","5%","6%","0.85"
"WR","James Washington","PIT","CLE","5000","7.5%","31%","4%","6%","0.74"
"WR","Sterling Shepard","NYG","GB","4900","22.5%","36%","5%","7%","0.31"
"QB","Drew Lock","DEN","LAC","4800","0.5%","23%","5%","2%","4.67"
"WR","Curtis Samuel","CAR","WAS","4800","3.0%","32%","5%","6%","2.09"
"WR","Robby Anderson","NYJ","@CIN","4800","3.0%","31%","4%","5%","1.83"
"RB","LeSean McCoy","KC","OAK","4800","7.5%","31%","3%","4%","0.47"
"WR","Zach Pascal","IND","TEN","4700","0.5%","28%","4%","5%","9.15"
"QB","Andy Dalton","CIN","NYJ","4700","3.0%","34%","9%","4%","1.47"
"RB","Benny Snell Jr.","PIT","CLE","4700","3.0%","29%","3%","3%","0.91"
"RB","Wayne Gallman","NYG","GB","4700","0.5%","2%","0%","0%","0.01"
"QB","Dwayne Haskins","WAS","@CAR","4600","0.5%","22%","4%","2%","4.05"
"RB","David Johnson","ARI","LAR","4600","0.5%","18%","1%","1%","2.13"
"WR","Mike Williams","LAC","@DEN","4600","3.0%","30%","4%","5%","1.63"
"RB","Gus Edwards","BAL","SF","4600","0.5%","7%","0%","0%","0.21"
"WR","Diontae Johnson","PIT","CLE","4500","0.5%","27%","3%","4%","7.52"
"RB","Derrius Guice","WAS","@CAR","4500","0.5%","24%","2%","2%","3.65"
"WR","Chris Conley","JAX","TB","4500","3.0%","31%","4%","5%","1.69"
"RB","Jamaal Williams","GB","@NYG","4500","3.0%","33%","4%","4%","1.28"
"RB","Chase Edmonds","ARI","LAR","4500","0.5%","6%","0%","0%","0.14"
"RB","Darrel Williams","KC","OAK","4400","0.5%","29%","3%","3%","6.65"
"WR","Nelson Agholor","PHI","@MIA","4400","0.5%","19%","1%","2%","3.44"
"TE","Greg Olsen","CAR","WAS","4400","7.5%","33%","3%","5%","0.60"
"RB","Ryquell Armstead","JAX","TB","4400","0.5%","3%","0%","0%","0.03"
"RB","Ty Montgomery","NYJ","@CIN","4400","0.5%","1%","0%","0%","0.00"
"TE","Ryan Griffin","NYJ","@CIN","4300","3.0%","32%","3%","5%","1.55"
"RB","Darrell Henderson","LAR","@ARI","4300","0.5%","1%","0%","0%","0.00"
"RB","Royce Freeman","DEN","LAC","4200","0.5%","24%","2%","2%","3.32"
"RB","Nyheim Hines","IND","TEN","4200","0.5%","19%","1%","1%","2.03"
"WR","Mecole Hardman","KC","OAK","4200","3.0%","20%","1%","2%","0.62"
"RB","Jalen Richard","OAK","@KC","4200","0.5%","10%","0%","0%","0.36"
"RB","Giovani Bernard","CIN","NYJ","4100","0.5%","13%","0%","0%","0.77"
"TE","Dallas Goedert","PHI","@MIA","4100","7.5%","33%","3%","5%","0.71"
"WR","Marquez Valdes-Scantling","GB","@NYG","4100","0.5%","10%","0%","0%","0.60"
"WR","Greg Ward","PHI","@MIA","4100","0.5%","3%","0%","0%","0.05"
"RB","Reggie Bonnafon","CAR","WAS","4100","0.5%","1%","0%","0%","0.00"
"WR","Corey Davis","TEN","@IND","4000","0.5%","25%","2%","3%","6.23"
"WR","Allen Hurns","MIA","PHI","4000","0.5%","24%","2%","3%","5.34"
"WR","Alex Erickson","CIN","NYJ","4000","0.5%","19%","1%","2%","3.11"
"RB","Kalen Ballage","MIA","PHI","4000","0.5%","18%","1%","1%","1.81"
"RB","Bilal Powell","NYJ","@CIN","4000","0.5%","8%","0%","0%","0.23"
"WR","Albert Wilson","MIA","PHI","3900","0.5%","19%","1%","1%","2.87"
"RB","Adrian Peterson","WAS","@CAR","3900","0.5%","22%","1%","1%","2.66"
"WR","Adam Humphries","TEN","@IND","3800","0.5%","21%","1%","2%","3.50"
"RB","Raheem Mostert","SF","@BAL","3800","0.5%","26%","1%","2%","3.09"
"DEF","Carolina Panthers","CAR","WAS","3800","12.5%","50%","28%","26%","2.09"
"WR","Auden Tate","CIN","NYJ","3800","3.0%","35%","5%","6%","1.94"
"TE","Jimmy Graham","GB","@NYG","3800","3.0%","24%","1%","2%","0.78"
"WR","Josh Reynolds","LAR","@ARI","3800","0.5%","9%","0%","0%","0.44"
"WR","Geronimo Allison","GB","@NYG","3800","0.5%","6%","0%","0%","0.13"
"TE","Noah Fant","DEN","LAC","3700","0.5%","35%","3%","5%","10.19"
"WR","Allen Lazard","GB","@NYG","3700","0.5%","21%","1%","2%","3.82"
"WR","Demarcus Robinson","KC","OAK","3700","0.5%","20%","1%","2%","3.09"
"DEF","New York Jets","NYJ","@CIN","3700","7.5%","28%","8%","7%","0.97"
"RB","Chris Thompson","WAS","@CAR","3700","3.0%","7%","0%","0%","0.02"
"TE","Mike Gesicki","MIA","PHI","3600","0.5%","32%","2%","4%","8.32"
"WR","Demaryius Thomas","NYJ","@CIN","3600","0.5%","25%","2%","3%","5.28"
"WR","Kelvin Harmon","WAS","@CAR","3600","0.5%","24%","2%","2%","4.47"
"WR","Zay Jones","OAK","@KC","3600","0.5%","20%","1%","2%","3.13"
"DEF","Philadelphia Eagles","PHI","@MIA","3600","12.5%","44%","20%","19%","1.49"
"WR","Kendrick Bourne","SF","@BAL","3600","0.5%","14%","1%","1%","1.33"
"WR","Willie Snead","BAL","SF","3600","0.5%","14%","0%","1%","1.23"
"WR","Keelan Cole","JAX","TB","3600","0.5%","6%","0%","0%","0.16"
"RB","Jeff Wilson","SF","@BAL","3600","0.5%","5%","0%","0%","0.05"
"RB","Peyton Barber","TB","@JAX","3500","0.5%","15%","0%","0%","0.92"
"WR","Trey Quinn","WAS","@CAR","3500","0.5%","10%","0%","0%","0.52"
"DEF","Pittsburgh Steelers","PIT","CLE","3500","7.5%","18%","2%","2%","0.30"
"TE","Ross Dwelley","SF","@BAL","3500","0.5%","2%","0%","0%","0.01"
"TE","Vance McDonald","PIT","CLE","3400","0.5%","31%","2%","4%","8.39"
"DEF","Green Bay Packers","GB","@NYG","3400","7.5%","31%","8%","8%","1.06"
"WR","Chester Rogers","IND","TEN","3400","0.5%","10%","0%","0%","0.48"
"RB","Dion Lewis","TEN","@IND","3400","0.5%","10%","0%","0%","0.28"
"WR","Pharoh Cooper","ARI","LAR","3400","0.5%","5%","0%","0%","0.08"
"TE","Jonnu Smith","TEN","@IND","3300","0.5%","24%","1%","2%","4.30"
"DEF","Jacksonville Jaguars","JAX","TB","3300","3.0%","23%","4%","4%","1.17"
"WR","Breshad Perriman","TB","@JAX","3300","0.5%","13%","0%","0%","0.99"
"TE","Jack Doyle","IND","TEN","3300","12.5%","39%","4%","7%","0.53"
"RB","Jordan Wilkins","IND","TEN","3300","0.5%","9%","0%","0%","0.16"
"WR","KeeSean Johnson","ARI","LAR","3300","0.5%","4%","0%","0%","0.05"
"WR","Jake Kumerow","GB","@NYG","3300","0.5%","2%","0%","0%","0.01"
"TE","Nick O'Leary","JAX","TB","3200","0.5%","23%","1%","2%","3.46"
"WR","Parris Campbell","IND","TEN","3200","0.5%","19%","1%","1%","2.57"
"DEF","Los Angeles Rams","LAR","@ARI","3200","3.0%","22%","3%","3%","0.98"
"RB","Patrick Laird","MIA","PHI","3200","0.5%","16%","0%","0%","0.79"
"WR","Andy Isabella","ARI","LAR","3200","0.5%","12%","0%","0%","0.75"
"WR","J.J. Arcega-Whiteside","PHI","@MIA","3200","0.5%","10%","0%","0%","0.42"
"WR","Braxton Berrios","NYJ","@CIN","3200","0.5%","1%","0%","0%","0.00"
"WR","Marcus Johnson","IND","TEN","3100","0.5%","16%","1%","1%","1.49"
"DEF","Los Angeles Chargers","LAC","@DEN","3100","7.5%","38%","12%","11%","1.47"
"DEF","Indianapolis Colts","IND","TEN","3100","3.0%","24%","4%","3%","1.11"
"TE","Cameron Brate","TB","@JAX","3100","0.5%","11%","0%","0%","0.63"
"RB","Dare Ogunbowale","TB","@JAX","3100","0.5%","9%","0%","0%","0.15"
"WR","Miles Boykin","BAL","SF","3100","0.5%","5%","0%","0%","0.08"
"WR","Seth Roberts","BAL","SF","3100","0.5%","5%","0%","0%","0.06"
"WR","DaeSean Hamilton","DEN","LAC","3100","0.5%","4%","0%","0%","0.04"
"WR","Fred Brown","DEN","LAC","3100","0.5%","2%","0%","0%","0.00"
"WR","Tim Patrick","DEN","LAC","3000","0.5%","23%","2%","2%","3.98"
"WR","Cody Latimer","NYG","GB","3000","0.5%","22%","1%","2%","3.44"
"TE","O.J. Howard","TB","@JAX","3000","0.5%","21%","1%","1%","2.95"
"RB","Jay Ajayi","PHI","@MIA","3000","0.5%","18%","0%","1%","1.05"
"DEF","Denver Broncos","DEN","LAC","3000","3.0%","19%","2%","2%","0.61"
"WR","Tajae Sharpe","TEN","@IND","3000","0.5%","10%","0%","0%","0.44"
"WR","Kalif Raymond","TEN","@IND","3000","0.5%","9%","0%","0%","0.34"
"WR","Tevin Jones","PIT","CLE","3000","0.5%","9%","0%","0%","0.31"
"RB","DeAndre Washington","OAK","@KC","3000","0.5%","11%","0%","0%","0.30"
"WR","Jarius Wright","CAR","WAS","3000","0.5%","9%","0%","0%","0.27"
"WR","Keelan Doss","OAK","@KC","3000","0.5%","8%","0%","0%","0.21"
"WR","Rashard Higgins","CLE","@PIT","3000","0.5%","7%","0%","0%","0.18"
