team,rank,day,mult
ARI,2,Sun,1
ATL,2,Sun,1
BUF,1,Sun,1
CAR,1,Sun,1
CHI,1,Sun,1
CIN,1,Sun,1
CLE,1,Sun,1
DAL,3,Sun,1
DEN,1,Sun,1
HOU,1,Sun,1
IND,1,Sun,1
JAC,1,Sun,1
LAC,3,Sun,1
LAR,1,Sun,1
LV,1,Sun,1
MIA,1,Sun,1
MIN,2,Sun,1
NE,1,Sun,1
NO,1,Sun,1
NYJ,1,Sun,1
PHI,1,Sun,1
PIT,1,Sun,1
SEA,3,Sun,1
SF,1,Sun,1
TB,2,Sun,1
TEN,3,Sun,1
