Bennie Fowler,0.0001
Trent Sherfield,1.3
Hayden Hurst,0.5
Miles Boykin,1
Seth Roberts,1.4
Nick Boyle,1.3
Zay Jones,1.4
Isaiah McKenzie,0.8
Jarius Wright,1.3
Javon Wims,1.6
Cordarrelle Patterson,0.5
Alex Erickson,1.5
Damion Willis,1.25
Michael Gallup,1.5
DaeSean Hamilton,1.2
Jake Kumerow,1.5
James O'Shaughnessy,1.25
Mike Williams,1.3
Lance Kendricks,1.4
Travis Benjamin,2
Kyle Rudolph,1.2
Irv Smith Jr.,0.8
Olabisi Johnson,1.5
Chris Hogan,0.0001
Christian Kirk,0.0001
Breshad Perriman,0.0001
Taylor Gabriel,0.0001
Tyreek Hill,0.0001
Benjamin Watson,0.0001
Tre'Quan Smith,1.75
Darius Slayton,0.5
Cody Latimer,1.5
Braxton Berrios,1.9
Demaryius Thomas,3
Ryan Griffin,1.25
Tyrell Williams,0.0001
Darren Waller,1.2
J.J. Nelson,0.0001
Dwayne Harris,0.0001
Trevor Davis,2
Keelan Doss,2.25
Mack Hollins,1.2
James Washington,1.33
Jaylen Samuels,1.1
Bobo Wilson,2.33
Tajae Sharpe,1.4
A.J. Brown,0.8
Adam Humphries,1.1
Paul Richardson,1.2
Trey Quinn,1.2
Vernon Davis,0.0001
Devonta Freeman,1.15
Carlos Hyde,1.1
Atlanta Falcons,1.35
Houston Texans,1.4
Sony Michel,1.3
Keke Coutee,1.2
Hunter Renfrow,1.4
Jeremy Sprinkle,1.5
Kenny Stills,0.0001
Leonard Fournette,0.9
Frank Gore,1.25
Devin Singletary,0.0001
Noah Fant,1.2
