team,rank,day,mult
ARI,2,Sun,1
ATL,1,Sun,1
BAL,1,Sun,1
CAR,1,Sun,1
CIN,1,Sun,1
DAL,3,Sun,1
DEN,1,Sun,1
HOU,1,Sun,1
IND,1,Sun,1
JAC,1,Sun,1
KC,3,Sun,1
LAR,1,Sun,1
NO,1,Sun,1
NYG,1,Sun,1
PHI,1,Sun,1
SEA,2,Sun,1
SF,2,Sun,1
TB,1,Sun,1
TEN,1,Sun,1
WAS,2,Sun,1
