Maxx Williams,1.25,ARI,
Olamide Zaccheaus,1.35,ATL,
Emmanuel Sanders,1.1,BUF,
Marquise Goodwin,1.9,CHI,
Tee Higgins,0.0001,CIN,Expected to be out
Auden Tate,0.5,CIN,
Mike Thomas,3,CIN,
C.J. Uzomah,1.25,CIN,
Odell Beckham Jr.,1.15,CLE,
Anthony Schwartz,1.05,CLE,
Donovan Peoples-Jones,1.05,CLE,
Rashard Higgins,1.5,CLE,
Quintez Cephus,1.1,DET,
Parris Campbell,1.75,IND,Might not suit up
Luke Farrell,2,JAC,Looks like the pass catching TE in Trey Burton isn't signed
Byron Pringle,0.5,KC,
Demarcus Robinson,1.1,KC,
Jalen Guyton,1.25,LAC,
Joshua Palmer,0.5,LAC,
Darrell Henderson Jr.,0.0001,LAR,Henderson likely to be out
Sony Michel,1.15,LAR,Henderson likely to be out
Jaylen Waddle,1,MIA,
DeVante Parker,1,MIA,
Will Fuller V,1.1,MIA,
Mike Gesicki,1.15,MIA,
Dalvin Cook,1,MIN,Dalvin likely out
Alexander Mattison,1,MIN,Dalvin likely out
Chris Hogan,2.5,NO,
Lil'Jordan Humphrey,0.0001,NO,
Deonte Harris,0.9,NO,
Braxton Berrios,1.1,NYJ,
James Washington,1.3,PIT,
Pat Freiermuth,1.2,PIT,
Freddie Swain,1.1,SEA,
Scotty Miller,1.75,TB,
Tyler Johnson,1.5,TB,
Geoff Swaim,1.75,TEN,
Chester Rogers,1.25,TEN,
Adam Humphries,1.1,WAS,
Dyami Brown,1.05,WAS,
Eno Benjamin,0.0001,ARI,
Andy Isabella,0.0001,ARI,
Frank Darby,0.0001,ATL,
Russell Gage,0.0001,ATL,
Wayne Gallman Jr.,0.0001,ATL,
Matt Breida,0.0001,BUF,
Breshad Perriman,0.0001,CHI,
Tom Kennedy,0.0001,DET,
Marlon Mack,0.0001,IND,
Mike Strachan,0.0001,IND,
Daurice Fountain,0.0001,KC,
Joshua Kelley,0.0001,LAC,
Devin Asiasi,0.0001,NE,
Devontae Booker,0.0001,NYG,
Josh Reynolds,0.0001,TEN,
Jonathan Taylor,1.075,IND,ceiling bet
Tyreek Hill,1.075,KC,ceiling bet
D'Andre Swift,1.075,DET,ceiling bet
Kyler Murray,1.075,ARI,ceiling bet
DeAndre Hopkins,1.075,ARI,ceiling bet
Teddy Bridgewater,1.05,DEN,ceiling bet
