Ravens  (10982481),0.05
Ben Roethlisberger (10981168),0.025
Tyrod Taylor (10981181),0.02
DeSean Jackson (10981665),0.05
Jeremy Hill (10981403),0.03
Antonio Gates (10982249),0.049
Bruce Ellington (10981763),0.093333333
Sammie Coates Jr. (10981911),0.05
