"Pos","Player","Tm","Opp","DK Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","DK LEV"
"RB","Christian McCaffrey","CAR","SEA","10000","22.5%","72%","42%","38%","1.67"
"RB","Dalvin Cook","MIN","@LAC","8900","12.5%","48%","17%","16%","1.24"
"RB","Derrick Henry","TEN","HOU","8500","12.5%","45%","15%","13%","1.05"
"WR","DeAndre Hopkins","HOU","@TEN","8000","27.5%","50%","16%","15%","0.56"
"RB","Nick Chubb","CLE","@ARI","7900","12.5%","42%","12%","11%","0.85"
"RB","Ezekiel Elliott","DAL","LAR","7800","7.5%","45%","13%","12%","1.58"
"RB","Saquon Barkley","NYG","MIA","7700","22.5%","52%","18%","16%","0.71"
"WR","Chris Godwin","TB","@DET","7700","22.5%","49%","16%","16%","0.69"
"RB","Leonard Fournette","JAX","@OAK","7600","17.5%","54%","18%","16%","0.93"
"WR","Davante Adams","GB","CHI","7600","12.5%","44%","12%","11%","0.91"
"WR","Tyreek Hill","KC","DEN","7500","12.5%","47%","14%","13%","1.06"
"RB","Chris Carson","SEA","@CAR","7500","22.5%","53%","18%","16%","0.72"
"RB","Aaron Jones","GB","CHI","7300","7.5%","46%","13%","12%","1.60"
"WR","Stefon Diggs","MIN","@LAC","7300","7.5%","36%","8%","8%","1.01"
"WR","Kenny Golladay","DET","TB","7200","17.5%","43%","12%","11%","0.65"
"WR","Julian Edelman","NE","@CIN","7100","17.5%","45%","12%","12%","0.66"
"QB","Patrick Mahomes","KC","DEN","7100","12.5%","45%","16%","7%","0.55"
"WR","Julio Jones","ATL","@SF","7000","7.5%","42%","10%","10%","1.30"
"QB","Russell Wilson","SEA","@CAR","7000","12.5%","45%","17%","7%","0.57"
"RB","Josh Jacobs","OAK","JAX","7000","7.5%","28%","5%","4%","0.56"
"WR","Tyler Lockett","SEA","@CAR","6900","3.0%","34%","7%","7%","2.26"
"QB","Jameis Winston","TB","@DET","6900","12.5%","46%","17%","7%","0.59"
"WR","Allen Robinson","CHI","@GB","6800","7.5%","45%","11%","11%","1.44"
"QB","Deshaun Watson","HOU","@TEN","6800","7.5%","48%","20%","8%","1.11"
"RB","Austin Ekeler","LAC","MIN","6700","3.0%","40%","7%","7%","2.22"
"WR","Jarvis Landry","CLE","@ARI","6700","7.5%","43%","10%","10%","1.30"
"WR","D.J. Moore","CAR","SEA","6600","7.5%","47%","12%","11%","1.52"
"WR","Emmanuel Sanders","SF","ATL","6600","7.5%","37%","8%","8%","1.02"
"WR","Amari Cooper","DAL","LAR","6500","7.5%","44%","11%","11%","1.41"
"WR","Cooper Kupp","LAR","@DAL","6500","7.5%","42%","10%","10%","1.33"
"TE","Travis Kelce","KC","DEN","6500","7.5%","45%","6%","9%","1.18"
"RB","Melvin Gordon","LAC","MIN","6500","7.5%","40%","8%","8%","1.01"
"QB","Ryan Tannehill","TEN","HOU","6500","7.5%","45%","17%","7%","0.94"
"WR","DeVante Parker","MIA","@NYG","6400","7.5%","41%","10%","9%","1.27"
"WR","Odell Beckham","CLE","@ARI","6400","7.5%","38%","8%","8%","1.05"
"QB","Baker Mayfield","CLE","@ARI","6400","7.5%","37%","11%","5%","0.62"
"WR","Adam Thielen","MIN","@LAC","6300","3.0%","33%","6%","6%","2.02"
"RB","Kareem Hunt","CLE","@ARI","6300","3.0%","34%","5%","5%","1.61"
"WR","Keenan Allen","LAC","MIN","6300","7.5%","46%","11%","11%","1.46"
"QB","Aaron Rodgers","GB","CHI","6300","3.0%","36%","10%","4%","1.44"
"QB","Dak Prescott","DAL","LAR","6300","7.5%","45%","16%","7%","0.91"
"QB","Ryan Fitzpatrick","MIA","@NYG","6200","3.0%","38%","13%","5%","1.78"
"QB","Carson Wentz","PHI","@WAS","6200","3.0%","35%","10%","4%","1.44"
"TE","George Kittle","SF","ATL","6200","12.5%","50%","8%","12%","0.92"
"WR","Robert Woods","LAR","@DAL","6200","12.5%","44%","11%","10%","0.82"
"RB","Joe Mixon","CIN","NE","6100","3.0%","33%","5%","5%","1.51"
"QB","Jimmy Garoppolo","SF","ATL","6100","7.5%","43%","13%","6%","0.76"
"WR","DK Metcalf","SEA","@CAR","6100","7.5%","33%","6%","6%","0.74"
"QB","Jared Goff","LAR","@DAL","6100","7.5%","37%","10%","4%","0.57"
"QB","Mitch Trubisky","CHI","@GB","6000","3.0%","38%","12%","5%","1.64"
"QB","Kirk Cousins","MIN","@LAC","6000","3.0%","35%","10%","4%","1.35"
"QB","Tom Brady","NE","@CIN","6000","3.0%","35%","9%","4%","1.32"
"TE","Zach Ertz","PHI","@WAS","6000","17.5%","52%","9%","13%","0.75"
"RB","Todd Gurley","LAR","@DAL","6000","12.5%","43%","9%","8%","0.66"
"WR","A.J. Brown","TEN","HOU","6000","17.5%","41%","9%","9%","0.50"
"WR","Golden Tate","NYG","MIA","5900","3.0%","32%","5%","5%","1.76"
"QB","Matt Ryan","ATL","@SF","5900","3.0%","35%","10%","4%","1.38"
"WR","Courtland Sutton","DEN","@KC","5900","7.5%","38%","8%","7%","0.99"
"RB","Miles Sanders","PHI","@WAS","5900","7.5%","35%","5%","5%","0.63"
"RB","Devonta Freeman","ATL","@SF","5800","3.0%","33%","4%","4%","1.32"
"WR","Deebo Samuel","SF","ATL","5800","7.5%","39%","8%","8%","1.07"
"QB","Drew Lock","DEN","@KC","5700","0.5%","26%","6%","3%","5.22"
"WR","Michael Gallup","DAL","LAR","5700","7.5%","42%","8%","8%","1.09"
"RB","Phillip Lindsay","DEN","@KC","5600","3.0%","39%","6%","6%","1.86"
"QB","Derek Carr","OAK","JAX","5600","3.0%","34%","9%","4%","1.28"
"QB","Philip Rivers","LAC","MIN","5600","3.0%","35%","9%","4%","1.22"
"QB","Kyler Murray","ARI","CLE","5600","7.5%","46%","17%","7%","0.97"
"WR","Will Fuller","HOU","@TEN","5600","7.5%","31%","5%","4%","0.59"
"WR","Tyler Boyd","CIN","NE","5500","3.0%","36%","6%","6%","2.00"
"RB","David Montgomery","CHI","@GB","5500","3.0%","35%","5%","4%","1.48"
"QB","Gardner Minshew","JAX","@OAK","5500","3.0%","36%","10%","4%","1.44"
"WR","Christian Kirk","ARI","CLE","5500","7.5%","46%","11%","10%","1.39"
"TE","Darren Waller","OAK","JAX","5500","7.5%","49%","7%","10%","1.28"
"QB","Kyle Allen","CAR","SEA","5400","0.5%","37%","11%","5%","9.12"
"WR","Sterling Shepard","NYG","MIA","5400","7.5%","37%","7%","7%","0.89"
"RB","James White","NE","@CIN","5400","7.5%","37%","5%","5%","0.61"
"QB","David Blough","DET","TB","5300","0.5%","29%","6%","3%","5.28"
"WR","Terry McLaurin","WAS","PHI","5300","3.0%","39%","7%","7%","2.33"
"QB","Eli Manning","NYG","MIA","5200","3.0%","36%","9%","4%","1.24"
"TE","Hunter Henry","LAC","MIN","5200","7.5%","44%","6%","8%","1.10"
"RB","Raheem Mostert","SF","ATL","5200","7.5%","41%","7%","7%","0.89"
"WR","Anthony Miller","CHI","@GB","5100","3.0%","38%","6%","6%","1.98"
"RB","Sony Michel","NE","@CIN","5100","3.0%","25%","2%","2%","0.65"
"WR","Russell Gage","ATL","@SF","5000","0.5%","21%","2%","2%","3.41"
"TE","Austin Hooper","ATL","@SF","5000","3.0%","42%","5%","7%","2.29"
"RB","Kenyan Drake","ARI","CLE","5000","3.0%","39%","6%","5%","1.71"
"WR","Sammy Watkins","KC","DEN","4900","0.5%","26%","3%","3%","5.92"
"QB","Andy Dalton","CIN","NE","4900","0.5%","23%","4%","2%","3.76"
"RB","Tarik Cohen","CHI","@GB","4800","0.5%","27%","2%","2%","3.87"
"WR","Tyrell Williams","OAK","JAX","4800","3.0%","30%","4%","4%","1.43"
"RB","DeAndre Washington","OAK","JAX","4700","3.0%","31%","3%","3%","1.04"
"WR","Allen Hurns","MIA","@NYG","4700","3.0%","26%","3%","3%","0.93"
"WR","Darius Slayton","NYG","MIA","4700","12.5%","42%","8%","8%","0.64"
"RB","Wayne Gallman","NYG","MIA","4700","0.5%","0%","0%","0%","0.00"
"QB","Dwayne Haskins","WAS","PHI","4600","0.5%","22%","4%","2%","3.44"
