"Pos","Player","Tm","Opp","DK Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","DK LEV"
"QB","Sam Darnold","NYJ","OAK","5800","3.0%","36%","11%","5%","1.63"
"QB","Daniel Jones","NYG","@CHI","5700","0.5%","31%","8%","4%","7.77"
"TE","Darren Waller","OAK","@NYJ","5700","12.5%","45%","6%","15%","1.18"
"WR","Golden Tate","NYG","@CHI","5700","7.5%","38%","7%","8%","1.07"
"RB","Kareem Hunt","CLE","MIA","5600","7.5%","31%","4%","5%","0.71"
"QB","Carson Wentz","PHI","SEA","5600","7.5%","35%","10%","5%","0.62"
"QB","Mason Rudolph","PIT","@CIN","5500","3.0%","28%","7%","3%","1.02"
"QB","Jeff Driskel","DET","@WAS","5500","7.5%","40%","13%","6%","0.82"
"RB","David Montgomery","CHI","NYG","5500","12.5%","35%","6%","8%","0.64"
"QB","Nick Foles","JAX","@TEN","5400","0.5%","32%","7%","3%","6.59"
"WR","Curtis Samuel","CAR","@NO","5400","3.0%","33%","6%","6%","2.06"
"RB","Devin Singletary","BUF","DEN","5400","7.5%","36%","5%","6%","0.86"
"QB","Ryan Tannehill","TEN","JAX","5300","3.0%","34%","10%","4%","1.50"
"WR","Darius Slayton","NYG","@CHI","5300","3.0%","23%","3%","3%","0.96"
"RB","James White","NE","DAL","5300","7.5%","33%","3%","5%","0.63"
"QB","Kyle Allen","CAR","@NO","5200","0.5%","26%","6%","3%","5.18"
"RB","Phillip Lindsay","DEN","@BUF","5200","3.0%","39%","6%","8%","2.60"
"WR","DeVante Parker","MIA","@CLE","5200","7.5%","42%","8%","9%","1.24"
"WR","Diontae Johnson","PIT","@CIN","5100","0.5%","25%","3%","3%","6.51"
"QB","Mitch Trubisky","CHI","NYG","5100","0.5%","28%","6%","3%","5.90"
"QB","Ryan Fitzpatrick","MIA","@CLE","5000","0.5%","33%","9%","4%","8.12"
"WR","Tyler Boyd","CIN","PIT","5000","3.0%","37%","6%","7%","2.25"
"WR","James Washington","PIT","@CIN","5000","7.5%","33%","5%","5%","0.72"
"RB","Miles Sanders","PHI","SEA","5000","12.5%","38%","5%","7%","0.57"
"WR","Sterling Shepard","NYG","@CHI","4900","0.5%","27%","3%","3%","6.32"
"WR","Alshon Jeffery","PHI","SEA","4900","3.0%","26%","3%","3%","1.05"
"QB","Dwayne Haskins","WAS","DET","4900","0.5%","28%","6%","3%","5.91"
"RB","Brian Hill","ATL","TB","4900","7.5%","29%","3%","4%","0.53"
"RB","Tarik Cohen","CHI","NYG","4800","0.5%","30%","3%","4%","7.88"
"RB","Ronald Jones","TB","@ATL","4800","3.0%","30%","3%","4%","1.41"
"WR","Robby Anderson","NYJ","OAK","4800","3.0%","28%","3%","4%","1.25"
"WR","Randall Cobb","DAL","@NE","4800","3.0%","25%","3%","3%","1.01"
"WR","A.J. Brown","TEN","JAX","4700","3.0%","25%","3%","3%","1.02"
"QB","Ryan Finley","CIN","PIT","4700","0.5%","24%","5%","2%","4.45"
"RB","Derrius Guice","WAS","DET","4700","3.0%","26%","2%","3%","0.95"
"RB","Tony Pollard","DAL","@NE","4700","0.5%","3%","0%","0%","0.04"
"QB","Brandon Allen","DEN","@BUF","4600","0.5%","23%","4%","2%","3.92"
"WR","Dede Westbrook","JAX","@TEN","4600","3.0%","26%","3%","3%","1.09"
"RB","Sony Michel","NE","DAL","4600","7.5%","24%","2%","2%","0.32"
"RB","Benny Snell Jr.","PIT","@CIN","4500","0.5%","24%","1%","2%","3.93"
"RB","Royce Freeman","DEN","@BUF","4500","0.5%","19%","1%","1%","2.80"
"TE","Jared Cook","NO","CAR","4500","7.5%","31%","3%","7%","0.90"
"WR","Hunter Renfrow","OAK","@NYJ","4500","3.0%","24%","2%","3%","0.89"
"WR","Danny Amendola","DET","@WAS","4400","0.5%","26%","3%","3%","5.61"
"WR","Cole Beasley","BUF","DEN","4400","0.5%","23%","2%","2%","4.55"
"RB","Kalen Ballage","MIA","@CLE","4400","0.5%","23%","2%","2%","4.15"
"RB","J.D. McKissic","DET","@WAS","4400","0.5%","15%","0%","1%","1.26"
"WR","Corey Davis","TEN","JAX","4300","0.5%","24%","2%","3%","5.14"
"RB","Adrian Peterson","WAS","DET","4300","0.5%","24%","2%","2%","4.35"
"TE","Jacob Hollister","SEA","@PHI","4300","7.5%","31%","2%","6%","0.79"
"RB","Ryquell Armstead","JAX","@TEN","4300","0.5%","6%","0%","0%","0.18"
"RB","Rashaad Penny","SEA","@PHI","4300","0.5%","6%","0%","0%","0.15"
"WR","Taylor Gabriel","CHI","NYG","4200","3.0%","28%","3%","4%","1.24"
"WR","Josh Gordon","SEA","@PHI","4200","3.0%","26%","3%","3%","1.06"
"TE","Ryan Griffin","NYJ","OAK","4200","7.5%","29%","2%","5%","0.71"
"RB","Bo Scarbrough","DET","@WAS","4200","7.5%","28%","2%","3%","0.34"
"RB","Wayne Gallman","NYG","@CHI","4200","0.5%","2%","0%","0%","0.01"
"WR","Phillip Dorsett","NE","DAL","4100","3.0%","26%","3%","3%","1.07"
"WR","Chris Conley","JAX","@TEN","4100","3.0%","26%","3%","3%","0.98"
"TE","Greg Olsen","CAR","@NO","4100","7.5%","34%","3%","7%","0.90"
"RB","Frank Gore","BUF","DEN","4100","0.5%","9%","0%","0%","0.45"
"RB","Giovani Bernard","CIN","PIT","4100","0.5%","8%","0%","0%","0.25"
"WR","Ted Ginn","NO","CAR","4000","0.5%","28%","3%","4%","7.15"
"WR","Paul Richardson","WAS","DET","4000","0.5%","19%","1%","1%","2.70"
"WR","Alex Erickson","CIN","PIT","4000","0.5%","19%","1%","1%","2.44"
"DEF","Pittsburgh Steelers","PIT","@CIN","4000","12.5%","42%","19%","15%","1.20"
"RB","Jalen Richard","OAK","@NYJ","4000","0.5%","9%","0%","0%","0.31"
"RB","Ty Montgomery","NYJ","OAK","4000","0.5%","1%","0%","0%","0.00"
"WR","Adam Humphries","TEN","JAX","3900","0.5%","19%","1%","1%","2.48"
"WR","Russell Gage","ATL","TB","3900","3.0%","30%","3%","3%","1.15"
"TE","Noah Fant","DEN","@BUF","3900","7.5%","30%","2%","5%","0.63"
"RB","Trey Edmunds","PIT","@CIN","3900","0.5%","7%","0%","0%","0.21"
"RB","Reggie Bonnafon","CAR","@NO","3900","0.5%","1%","0%","0%","0.00"
"DEF","Cleveland Browns","CLE","MIA","3800","12.5%","37%","15%","11%","0.90"
"RB","Peyton Barber","TB","@ATL","3800","0.5%","13%","0%","0%","0.89"
"WR","Demaryius Thomas","NYJ","OAK","3800","7.5%","29%","3%","3%","0.43"
"RB","Rex Burkhead","NE","DAL","3700","0.5%","15%","0%","1%","1.25"
"DEF","Chicago Bears","CHI","NYG","3700","12.5%","42%","18%","14%","1.13"
"TE","Dallas Goedert","PHI","SEA","3700","7.5%","35%","3%","8%","1.08"
"WR","Jakeem Grant","MIA","@CLE","3700","0.5%","11%","0%","0%","0.65"
"RB","Ty Johnson","DET","@WAS","3700","0.5%","7%","0%","0%","0.17"
"DEF","Oakland Raiders","OAK","@NYJ","3600","3.0%","20%","3%","3%","0.86"
"WR","Trey Quinn","WAS","DET","3600","0.5%","13%","0%","0%","0.83"
"TE","Jonnu Smith","TEN","JAX","3600","3.0%","20%","1%","2%","0.72"
"TE","Cameron Brate","TB","@ATL","3600","7.5%","28%","2%","4%","0.57"
"RB","Dion Lewis","TEN","JAX","3600","0.5%","9%","0%","0%","0.26"
"TE","Jason Witten","DAL","@NE","3500","0.5%","25%","1%","3%","6.33"
"WR","Anthony Miller","CHI","NYG","3500","0.5%","23%","2%","2%","3.85"
"DEF","Atlanta Falcons","ATL","TB","3500","3.0%","32%","10%","7%","2.45"
"TE","Vance McDonald","PIT","@CIN","3500","12.5%","32%","3%","7%","0.55"
"WR","Keelan Cole","JAX","@TEN","3500","0.5%","7%","0%","0%","0.16"
"RB","Bilal Powell","NYJ","OAK","3500","0.5%","7%","0%","0%","0.15"
"WR","Jordan Matthews","PHI","SEA","3500","0.5%","6%","0%","0%","0.13"
"RB","Kenjon Barner","ATL","TB","3500","0.5%","5%","0%","0%","0.06"
"TE","Mike Gesicki","MIA","@CLE","3400","0.5%","25%","1%","3%","6.61"
"TE","T.J. Hockenson","DET","@WAS","3400","0.5%","25%","1%","3%","6.61"
"DEF","Buffalo Bills","BUF","DEN","3400","12.5%","40%","15%","11%","0.91"
"WR","Zay Jones","OAK","@NYJ","3400","0.5%","12%","0%","0%","0.68"
"WR","TreQuan Smith","NO","CAR","3400","0.5%","11%","0%","0%","0.48"
"RB","Patrick Laird","MIA","@CLE","3400","3.0%","18%","1%","1%","0.24"
"WR","DaeSean Hamilton","DEN","@BUF","3400","0.5%","3%","0%","0%","0.01"
"WR","Allen Hurns","MIA","@CLE","3300","0.5%","26%","2%","2%","4.94"
"TE","Jaeden Graham","ATL","TB","3300","0.5%","19%","1%","2%","3.50"
"WR","Rashard Higgins","CLE","MIA","3300","0.5%","17%","1%","1%","1.79"
"DEF","New Orleans Saints","NO","CAR","3300","7.5%","40%","15%","12%","1.54"
"TE","O.J. Howard","TB","@ATL","3300","0.5%","13%","0%","1%","1.20"
"WR","N'Keal Harry","NE","DAL","3300","0.5%","14%","0%","1%","1.01"
"DEF","New England Patriots","NE","DAL","3300","7.5%","27%","6%","4%","0.60"
"WR","Kelvin Harmon","WAS","DET","3300","0.5%","8%","0%","0%","0.24"
"RB","Qadree Ollison","ATL","TB","3300","0.5%","8%","0%","0%","0.17"
"WR","Justin Hardy","ATL","TB","3300","0.5%","5%","0%","0%","0.07"
"WR","Johnny Holton","PIT","@CIN","3300","0.5%","2%","0%","0%","0.00"
"TE","Demetrius Harris","CLE","MIA","3200","0.5%","17%","1%","1%","2.54"
"WR","Albert Wilson","MIA","@CLE","3200","0.5%","19%","1%","1%","2.31"
"DEF","Tennessee Titans","TEN","JAX","3200","3.0%","23%","4%","3%","0.91"
"WR","Isaiah McKenzie","BUF","DEN","3200","0.5%","8%","0%","0%","0.25"
"WR","Mack Hollins","PHI","SEA","3200","0.5%","8%","0%","0%","0.22"
"RB","Dare Ogunbowale","TB","@ATL","3200","0.5%","9%","0%","0%","0.21"
"WR","Breshad Perriman","TB","@ATL","3200","0.5%","4%","0%","0%","0.04"
"WR","David Moore","SEA","@PHI","3200","0.5%","2%","0%","0%","0.01"
"TE","Tyler Eifert","CIN","PIT","3100","0.5%","26%","1%","3%","6.95"
"TE","Ben Watson","NE","DAL","3100","0.5%","24%","1%","3%","5.68"
"DEF","Detroit Lions","DET","@WAS","3100","7.5%","40%","14%","11%","1.41"
"TE","Luke Stocker","ATL","TB","3100","0.5%","11%","0%","0%","0.75"
"WR","Damion Willis","CIN","PIT","3100","0.5%","5%","0%","0%","0.05"
"WR","Tim Patrick","DEN","@BUF","3000","7.5%","30%","3%","3%","0.42"
"TE","Dawson Knox","BUF","DEN","3000","0.5%","23%","1%","3%","5.34"
"DEF","Washington Redskins","WAS","DET","3000","3.0%","28%","5%","4%","1.34"
"WR","Tajae Sharpe","TEN","JAX","3000","0.5%","11%","0%","0%","0.42"
"RB","DeAndre Washington","OAK","@NYJ","3000","0.5%","11%","0%","0%","0.37"
"RB","Boston Scott","PHI","SEA","3000","0.5%","11%","0%","0%","0.34"
"WR","Kalif Raymond","TEN","JAX","3000","0.5%","9%","0%","0%","0.30"
"WR","J.J. Arcega-Whiteside","PHI","SEA","3000","0.5%","9%","0%","0%","0.30"
"WR","Tevin Jones","PIT","@CIN","3000","0.5%","9%","0%","0%","0.28"
"WR","Stanley Morgan","CIN","PIT","3000","0.5%","8%","0%","0%","0.17"
"RB","Jay Ajayi","PHI","SEA","3000","0.5%","8%","0%","0%","0.15"
"WR","Marvin Hall","DET","@WAS","3000","0.5%","5%","0%","0%","0.06"
"WR","Jarius Wright","CAR","@NO","3000","0.5%","5%","0%","0%","0.06"
"WR","Christian Blake","ATL","TB","3000","0.5%","5%","0%","0%","0.05"
"WR","Jakobi Meyers","NE","DAL","3000","0.5%","4%","0%","0%","0.04"
"RB","Wendell Smallwood","WAS","DET","3000","0.5%","5%","0%","0%","0.03"
"WR","Cordarrelle Patterson","CHI","NYG","3000","0.5%","3%","0%","0%","0.01"
"WR","Vyncint Smith","NYJ","OAK","3000","0.5%","2%","0%","0%","0.01"
"WR","Javon Wims","CHI","NYG","3000","0.5%","2%","0%","0%","0.01"
"WR","Jaron Brown","SEA","@PHI","3000","0.5%","2%","0%","0%","0.00"
"RB","Myles Gaskin","MIA","@CLE","3000","0.5%","2%","0%","0%","0.00"
"WR","Robert Foster","BUF","DEN","3000","0.5%","2%","0%","0%","0.00"
"RB","Brandon Bolden","NE","DAL","3000","0.5%","2%","0%","0%","0.00"
"RB","Nick Bellore","SEA","@PHI","3000","0.5%","1%","0%","0%","0.00"
"RB","Devontae Booker","DEN","@BUF","3000","0.5%","1%","0%","0%","0.00"
"RB","Alec Ingold","OAK","@NYJ","3000","0.5%","1%","0%","0%","0.00"
"TE","Jeremy Sprinkle","WAS","DET","2900","0.5%","21%","1%","2%","3.92"
"TE","Blake Jarwin","DAL","@NE","2900","0.5%","17%","1%","1%","2.56"
"DEF","New York Giants","NYG","@CHI","2900","3.0%","19%","2%","1%","0.46"
"TE","Foster Moreau","OAK","@NYJ","2800","0.5%","18%","1%","1%","2.68"
"TE","Anthony Firkser","TEN","JAX","2800","0.5%","18%","1%","1%","2.68"
"DEF","Jacksonville Jaguars","JAX","@TEN","2800","3.0%","25%","3%","2%","0.82"
"TE","Ben Braunecker","CHI","NYG","2700","0.5%","21%","1%","2%","3.96"
"DEF","New York Jets","NYJ","OAK","2700","0.5%","14%","1%","0%","0.89"
"TE","Josh Hill","NO","CAR","2700","0.5%","12%","0%","0%","0.83"
"DEF","Seattle Seahawks","SEA","@PHI","2600","3.0%","22%","2%","1%","0.50"
"TE","Matt LaCosse","NE","DAL","2600","0.5%","8%","0%","0%","0.31"
"TE","Ben Koyack","JAX","@TEN","2500","0.5%","16%","0%","1%","1.86"
"TE","Kaden Smith","NYG","@CHI","2500","0.5%","12%","0%","0%","0.92"
"TE","C.J. Uzomah","CIN","PIT","2500","0.5%","10%","0%","0%","0.52"
"DEF","Philadelphia Eagles","PHI","SEA","2500","3.0%","22%","2%","1%","0.49"
"TE","Luke Willson","SEA","@PHI","2500","0.5%","9%","0%","0%","0.33"
"TE","Ryan Izzo","NE","DAL","2500","0.5%","7%","0%","0%","0.20"
"TE","Nick Vannett","PIT","@CIN","2500","0.5%","7%","0%","0%","0.17"
"TE","Tyler Kroft","BUF","DEN","2500","0.5%","6%","0%","0%","0.12"
"TE","Durham Smythe","MIA","@CLE","2500","0.5%","6%","0%","0%","0.11"
"TE","Hale Hentges","WAS","DET","2500","0.5%","5%","0%","0%","0.10"
"TE","Trevon Wesco","NYJ","OAK","2500","0.5%","5%","0%","0%","0.06"
"TE","Troy Fumagalli","DEN","@BUF","2500","0.5%","5%","0%","0%","0.06"
"TE","Logan Thomas","DET","@WAS","2500","0.5%","4%","0%","0%","0.06"
"TE","Tommy Sweeney","BUF","DEN","2500","0.5%","4%","0%","0%","0.05"
"TE","Lee Smith","BUF","DEN","2500","0.5%","4%","0%","0%","0.03"
"TE","Stephen Carlson","CLE","MIA","2500","0.5%","4%","0%","0%","0.03"
"TE","Ian Thomas","CAR","@NO","2500","0.5%","3%","0%","0%","0.03"
"TE","Derek Carrier","OAK","@NYJ","2500","0.5%","3%","0%","0%","0.02"
"DEF","Denver Broncos","DEN","@BUF","2400","3.0%","28%","3%","2%","0.83"
"DEF","Dallas Cowboys","DAL","@NE","2300","0.5%","16%","1%","0%","0.83"
"DEF","Tampa Bay Buccaneers","TB","@ATL","2200","0.5%","25%","2%","1%","2.97"
"DEF","Carolina Panthers","CAR","@NO","2200","0.5%","10%","0%","0%","0.17"
"DEF","Cincinnati Bengals","CIN","PIT","2100","7.5%","25%","2%","1%","0.19"
"DEF","Miami Dolphins","MIA","@CLE","2000","0.5%","26%","2%","1%","2.69"
