"Player","Team","Opp","Time","FD Pos","FD Own","FD Sal","DK Pos","DK Own","DK Sal"
"Mike Gesicki","MIA","CLE","Sun 01:00 EST","TE","3.4%","5000","TE","5.3%","3400"
"Jeff Driskel","DET","WAS","Sun 01:00 EST","QB","3.3%","7300","QB","4.0%","5500"
"Joe Mixon","CIN","PIT","Sun 01:00 EST","RB","3.1%","6700","RB","3.2%","5900"
"Bo Scarbrough","DET","WAS","Sun 01:00 EST","RB","3.1%","6400","RB","4.1%","4200"
"Taylor Gabriel","CHI","NYG","Sun 01:00 EST","WR","3.1%","5600","WR","4.1%","4200"
"Tim Patrick","DEN","BUF","Sun 01:00 EST","WR","3.1%","5400","WR","5.3%","3000"
"Marvin Jones","DET","WAS","Sun 01:00 EST","WR","3.0%","7200","WR","3.4%","6100"
"Demaryius Thomas","NYJ","OAK","Sun 01:00 EST","WR","3.0%","5200","WR","3.9%","3800"
"Devin Singletary","BUF","DEN","Sun 01:00 EST","RB","2.8%","6300","RB","3.2%","5400"
"Jacob Hollister","SEA","PHI","Sun 01:00 EST","TE","2.8%","5800","TE","4.1%","4300"
"Ted Ginn","NO","CAR","Sun 01:00 EST","WR","2.8%","5200","WR","3.4%","4000"
"Randall Cobb","DAL","NE","Sun 04:25 EST","WR","2.8%","6000","WR","3.4%","4800"
"Diontae Johnson","PIT","CIN","Sun 01:00 EST","WR","2.7%","5600","WR","2.9%","5100"
"Anthony Miller","CHI","NYG","Sun 01:00 EST","WR","2.7%","4600","WR","3.4%","3500"
"N'Keal Harry","NE","DAL","Sun 04:25 EST","WR","2.5%","5000","WR","3.4%","3300"
"Derrius Guice","WAS","DET","Sun 01:00 EST","RB","2.5%","5400","RB","2.7%","4700"
"Dede Westbrook","JAC","TEN","Sun 04:05 EST","WR","2.5%","5300","WR","2.8%","4600"
"Adam Humphries","TEN","JAC","Sun 04:05 EST","WR","2.4%","5300","WR","3.2%","3900"
"Jay Ajayi","PHI","SEA","Sun 01:00 EST","RB","2.1%","5100","RB","3.0%","3000"
"Allen Hurns","MIA","CLE","Sun 01:00 EST","WR","2.0%","5100","WR","3.0%","3300"
"Cameron Brate","TB","ATL","Sun 01:00 EST","TE","1.9%","5400","TE","3.0%","3600"
"Josh Allen","BUF","DEN","Sun 01:00 EST","QB","1.9%","7800","QB","2.1%","6400"
"Adrian Peterson","WAS","DET","Sun 01:00 EST","RB","1.8%","5800","RB","2.1%","4300"
"Corey Davis","TEN","JAC","Sun 04:05 EST","WR","1.8%","5200","WR","2.0%","4300"
"A.J. Brown","TEN","JAC","Sun 04:05 EST","WR","1.7%","5300","WR","1.8%","4700"
"Sam Darnold","NYJ","OAK","Sun 01:00 EST","QB","1.7%","7400","QB","2.0%","5800"
"Tarik Cohen","CHI","NYG","Sun 01:00 EST","RB","1.7%","5700","RB","2.0%","4800"
"Sterling Shepard","NYG","CHI","Sun 01:00 EST","WR","1.6%","6500","WR","2.1%","4900"
"T.J. Hockenson","DET","WAS","Sun 01:00 EST","TE","1.6%","4900","TE","2.5%","3400"
"Jason Witten","DAL","NE","Sun 04:25 EST","TE","1.5%","5300","TE","2.5%","3500"
"Chris Conley","JAC","TEN","Sun 04:05 EST","WR","1.5%","5700","WR","2.1%","4100"
"Dare Ogunbowale","TB","ATL","Sun 01:00 EST","RB","1.5%","4900","RB","2.4%","3200"
"Qadree Ollison","ATL","TB","Sun 01:00 EST","RB","1.5%","5200","RB","2.2%","3300"
"Danny Amendola","DET","WAS","Sun 01:00 EST","WR","1.5%","5700","WR","1.9%","4400"
"Tyler Eifert","CIN","PIT","Sun 01:00 EST","TE","1.4%","5000","TE","2.5%","3100"
"Darius Slayton","NYG","CHI","Sun 01:00 EST","WR","1.4%","6300","WR","1.6%","5300"
"Dawson Knox","BUF","DEN","Sun 01:00 EST","TE","1.3%","4800","TE","2.2%","3000"
"Jonnu Smith","TEN","JAC","Sun 04:05 EST","TE","1.3%","5300","TE","2.0%","3600"
"Auden Tate","CIN","PIT","Sun 01:00 EST","WR","1.1%","5300","WR","1.4%","4100"
"Kelvin Harmon","WAS","DET","Sun 01:00 EST","WR","1.1%","4500","WR","1.6%","3300"
"Albert Wilson","MIA","CLE","Sun 01:00 EST","WR","1.1%","4700","WR","1.6%","3200"
"DeAndre Washington","OAK","NYJ","Sun 01:00 EST","RB","1.1%","5000","RB","1.7%","3000"
"Boston Scott","PHI","SEA","Sun 01:00 EST","RB","1.1%","5200","RB","1.7%","3000"
"Jeremy Sprinkle","WAS","DET","Sun 01:00 EST","TE","1.0%","4700","TE","1.8%","2900"
"Patrick Laird","MIA","CLE","Sun 01:00 EST","RB","1.0%","4900","RB","1.4%","3400"
"Ben Braunecker","CHI","NYG","Sun 01:00 EST","TE","1.0%","4500","TE","1.8%","2700"
"Jaeden Graham","ATL","TB","Sun 01:00 EST","TE","1.0%","4500","TE","1.4%","3300"
"Tre'Quan Smith","NO","CAR","Sun 01:00 EST","WR","1.0%","4500","WR","1.2%","3400"
"Dion Lewis","TEN","JAC","Sun 04:05 EST","RB","0.9%","4700","RB","1.2%","3600"
"Rex Burkhead","NE","DAL","Sun 04:25 EST","RB","0.9%","5400","RB","1.2%","3700"
"Nick O'Leary","JAC","TEN","Sun 04:05 EST","TE","0.9%","4000","TE","0.0%","2700"
"Peyton Barber","TB","ATL","Sun 01:00 EST","RB","0.9%","5500","RB","1.1%","3800"
"Cole Beasley","BUF","DEN","Sun 01:00 EST","WR","0.8%","5300","WR","1.0%","4400"
"Jalen Richard","OAK","NYJ","Sun 01:00 EST","RB","0.8%","5000","RB","1.1%","4000"
"Royce Freeman","DEN","BUF","Sun 01:00 EST","RB","0.8%","5300","RB","0.9%","4500"
"Alex Erickson","CIN","PIT","Sun 01:00 EST","WR","0.8%","4700","WR","1.0%","4000"
"Jakeem Grant","MIA","CLE","Sun 01:00 EST","WR","0.8%","5000","WR","1.0%","3700"
"Tyler Kroft","BUF","DEN","Sun 01:00 EST","TE","0.7%","4500","TE","1.5%","2500"
"J.D. McKissic","DET","WAS","Sun 01:00 EST","RB","0.7%","5500","RB","0.9%","4400"
"Frank Gore","BUF","DEN","Sun 01:00 EST","RB","0.7%","5400","RB","0.8%","4100"
"Demetrius Harris","CLE","MIA","Sun 01:00 EST","TE","0.7%","4500","TE","1.0%","3200"
"Rashard Higgins","CLE","MIA","Sun 01:00 EST","WR","0.7%","4500","WR","0.9%","3300"
"Matt LaCosse","NE","DAL","Sun 04:25 EST","TE","0.6%","4000","TE","0.9%","2600"
"Zay Jones","OAK","NYJ","Sun 01:00 EST","WR","0.5%","4800","WR","0.7%","3400"
"Paul Richardson","WAS","DET","Sun 01:00 EST","WR","0.5%","5000","WR","0.6%","4000"
"Tajae Sharpe","TEN","JAC","Sun 04:05 EST","WR","0.4%","4700","WR","0.7%","3000"
"Giovani Bernard","CIN","PIT","Sun 01:00 EST","RB","0.4%","4700","RB","0.5%","4100"
"Breshad Perriman","TB","ATL","Sun 01:00 EST","WR","0.4%","4900","WR","0.6%","3200"
"Keelan Cole","JAC","TEN","Sun 04:05 EST","WR","0.4%","5300","WR","0.6%","3500"
"Trey Quinn","WAS","DET","Sun 01:00 EST","WR","0.4%","4700","WR","0.5%","3600"
"Justin Hardy","ATL","TB","Sun 01:00 EST","WR","0.4%","4600","WR","0.5%","3300"
"David Moore","SEA","PHI","Sun 01:00 EST","WR","0.4%","4600","WR","0.5%","3200"
"Trey Edmunds","PIT","CIN","Sun 01:00 EST","RB","0.4%","5400","RB","0.5%","3900"
"Ty Johnson","DET","WAS","Sun 01:00 EST","RB","0.4%","4800","RB","0.5%","3700"
"Jordan Matthews","PHI","SEA","Sun 01:00 EST","WR","0.3%","4500","WR","0.4%","3500"
"Rashaad Penny","SEA","PHI","Sun 01:00 EST","RB","0.3%","4900","RB","0.4%","4300"
"Mitchell Trubisky","CHI","NYG","Sun 01:00 EST","QB","0.3%","7000","QB","0.4%","5100"
"Jarius Wright","CAR","NO","Sun 01:00 EST","WR","0.3%","4600","WR","0.5%","3000"
"Ryquell Armstead","JAC","TEN","Sun 04:05 EST","RB","0.2%","4500","RB","0.2%","4300"
"Isaiah McKenzie","BUF","DEN","Sun 01:00 EST","WR","0.2%","4700","WR","0.3%","3200"
"Tony Pollard","DAL","NE","Sun 04:25 EST","RB","0.2%","5000","RB","0.2%","4700"
"Ryan Fitzpatrick","MIA","CLE","Sun 01:00 EST","QB","0.2%","7100","QB","0.3%","5000"
"Johnny Holton","PIT","CIN","Sun 01:00 EST","WR","0.2%","4900","WR","0.3%","3300"
"Kyle Allen","CAR","NO","Sun 01:00 EST","QB","0.2%","6600","QB","0.2%","5200"
"O.J. Howard","TB","ATL","Sun 01:00 EST","TE","0.2%","5000","TE","0.3%","3300"
"Nick Foles","JAC","TEN","Sun 04:05 EST","QB","0.2%","7200","QB","0.2%","5400"
"Kaden Smith","NYG","CHI","Sun 01:00 EST","TE","0.2%","4000","TE","0.3%","2500"
"Ryan Tannehill","TEN","JAC","Sun 04:05 EST","QB","0.2%","7100","QB","0.2%","5300"
"Brandon Allen","DEN","BUF","Sun 01:00 EST","QB","0.2%","6600","QB","0.2%","4600"
"Daniel Jones","NYG","CHI","Sun 01:00 EST","QB","0.2%","7500","QB","0.2%","5700"
"Mason Rudolph","PIT","CIN","Sun 01:00 EST","QB","0.1%","6900","QB","0.2%","5500"
"Cody Latimer","NYG","CHI","Sun 01:00 EST","WR","0.1%","4600","WR","0.2%","3000"
"DaeSean Hamilton","DEN","BUF","Sun 01:00 EST","WR","0.1%","4900","WR","0.2%","3400"
"Ryan Finley","CIN","PIT","Sun 01:00 EST","QB","0.1%","6300","QB","0.1%","4700"
"Malik Turner","SEA","PHI","Sun 01:00 EST","WR","0.1%","4700","WR","0.1%","3000"
"Stanley Morgan","CIN","PIT","Sun 01:00 EST","WR","0.1%","4500","WR","0.2%","3000"
"Foster Moreau","OAK","NYJ","Sun 01:00 EST","TE","0.1%","4700","TE","0.1%","2800"
"Chris Thompson","WAS","DET","Sun 01:00 EST","RB","0.0%","5200","RB","0.0%","3800"
"Bilal Powell","NYJ","OAK","Sun 01:00 EST","RB","0.0%","4900","RB","0.0%","3500"
"Jamize Olawale","DAL","NE","Sun 04:25 EST","RB","0.0%","4500","RB","0.0%","3000"
"Kenjon Barner","ATL","TB","Sun 01:00 EST","RB","0.0%","5100","RB","0.0%","3500"
"Tavon Austin","DAL","NE","Sun 04:25 EST","WR","0.0%","4500","WR","0.0%","3000"
"Andre Roberts","BUF","DEN","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Matthew Slater","NE","DAL","Sun 04:25 EST","WR","0.0%","4500","WR","0.0%","3000"
"Cordarrelle Patterson","CHI","NYG","Sun 01:00 EST","WR","0.0%","4600","WR","0.0%","3000"
"Donte Moncrief","CAR","NO","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Luke Stocker","ATL","TB","Sun 01:00 EST","TE","0.0%","4000","TE","0.0%","3100"
"Josh Hill","NO","CAR","Sun 01:00 EST","TE","0.0%","4500","TE","0.0%","2700"
"Scott Simonson","NYG","CHI","Sun 01:00 EST","TE","0.0%","-","TE","0.0%","2600"
"Logan Thomas","DET","WAS","Sun 01:00 EST","TE","0.0%","4000","TE","0.0%","2500"
"Patrick DiMarco","BUF","DEN","Sun 01:00 EST","RB","0.0%","-","RB","0.0%","3000"
"Zach Line","NO","CAR","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3000"
"Chris Manhertz","CAR","NO","Sun 01:00 EST","TE","0.0%","4000","TE","0.0%","2500"
"C.J. Uzomah","CIN","PIT","Sun 01:00 EST","TE","0.0%","4300","TE","0.0%","2500"
"Ben Koyack","JAC","TEN","Sun 04:05 EST","TE","0.0%","4000","TE","0.0%","2500"
"Jeff Heuerman","DEN","BUF","Sun 01:00 EST","TE","0.0%","4200","TE","0.0%","2500"
"Ty Montgomery","NYJ","OAK","Sun 01:00 EST","RB","0.0%","4600","RB","0.0%","4000"
"Mike Davis","CAR","NO","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3000"
"DeAndrew White","CAR","NO","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Daniel Brown","NYJ","OAK","Sun 01:00 EST","TE","0.0%","4300","TE","0.0%","2500"
"Nick Vannett","PIT","CIN","Sun 01:00 EST","TE","0.0%","4000","TE","0.0%","2500"
"Devontae Booker","DEN","BUF","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3000"
"Trevor Davis","OAK","NYJ","Sun 01:00 EST","WR","0.0%","4600","WR","0.0%","3000"
"Kalif Raymond","TEN","JAC","Sun 04:05 EST","WR","0.0%","4700","WR","0.0%","3000"
"Elijhaa Penny","NYG","CHI","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3000"
"Marvin Hall","DET","WAS","Sun 01:00 EST","WR","0.0%","4700","WR","0.0%","3000"
"Tevin Jones","PIT","CIN","Sun 01:00 EST","WR","0.0%","5100","WR","0.0%","3000"
"J.P. Holtz","CHI","NYG","Sun 01:00 EST","TE","0.0%","4000","TE","0.0%","2500"
"Krishawn Hogan","NO","CAR","Sun 01:00 EST","WR","0.0%","-","WR","0.0%","3000"
"Blake Jarwin","DAL","NE","Sun 04:25 EST","TE","0.0%","4500","TE","0.0%","2900"
"Wayne Gallman","NYG","CHI","Sun 01:00 EST","RB","0.0%","4700","RB","0.0%","4200"
"Anthony Firkser","TEN","JAC","Sun 04:05 EST","TE","0.0%","5000","TE","0.0%","2800"
"Pharaoh Brown","CLE","MIA","Sun 01:00 EST","TE","0.0%","4000","TE","0.0%","2500"
"Mack Hollins","PHI","SEA","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3200"
"Fred Brown","DEN","BUF","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3100"
"Durham Smythe","MIA","CLE","Sun 01:00 EST","TE","0.0%","4000","TE","0.0%","2500"
"Damion Ratley","CLE","MIA","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Justin Watson","TB","ATL","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Javon Wims","CHI","NYG","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Braxton Berrios","NYJ","OAK","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Marcell Ateman","OAK","NYJ","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Robert Foster","BUF","DEN","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Christian Blake","ATL","TB","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Reggie Bonnafon","CAR","NO","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3900"
"Ryan Nall","CHI","NYG","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3000"
"Vyncint Smith","NYJ","OAK","Sun 01:00 EST","WR","0.0%","4600","WR","0.0%","3000"
"Dontrell Hilliard","CLE","MIA","Sun 01:00 EST","RB","0.0%","4600","RB","0.0%","3300"
"KhaDarel Hodge","CLE","MIA","Sun 01:00 EST","WR","0.0%","4800","WR","0.0%","3100"
"Diontae Spencer","DEN","BUF","Sun 01:00 EST","WR","0.0%","4600","WR","0.0%","3000"
"JJ Arcega-Whiteside","PHI","SEA","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Trayveon Williams","CIN","PIT","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3400"
"Travis Homer","SEA","PHI","Sun 01:00 EST","RB","0.0%","4500","RB","0.0%","3000"
"Scotty Miller","TB","ATL","Sun 01:00 EST","WR","0.0%","4900","WR","0.0%","3100"
"Myles Gaskin","MIA","CLE","Sun 01:00 EST","RB","0.0%","4600","RB","0.0%","3000"
"Jakobi Meyers","NE","DAL","Sun 04:25 EST","WR","0.0%","4700","WR","0.0%","3000"
"Michael Walker","JAC","TEN","Sun 04:05 EST","WR","0.0%","4500","WR","0.0%","3000"
"Khari Blasingame","TEN","JAC","Sun 04:05 EST","RB","0.0%","4500","RB","0.0%","3000"
"Devine Ozigbo","JAC","TEN","Sun 04:05 EST","RB","0.0%","4500","RB","0.0%","3000"
"Deonte Harris","NO","CAR","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3000"
"Ventell Bryant","DAL","NE","Sun 04:25 EST","WR","0.0%","4500","WR","0.0%","3000"
"Damion Willis","CIN","PIT","Sun 01:00 EST","WR","0.0%","4500","WR","0.0%","3100"
