Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Michael Thomas,NO,TB,1,1,1.0,0.0,20.6,0.0
2,Tyreek Hill,KC,LAC,2,4,2.2,0.6,16.9,0.18
3,Julio Jones,ATL,CAR,2,7,4.1,0.9,16.4,0.405
4,Mike Evans,TB,NO,3,9,4.4,1.3,15.0,0.563333333333
5,DeAndre Hopkins,HOU,BAL,2,7,4.4,1.3,15.2,0.845
6,Chris Godwin,TB,NO,2,11,6.0,1.2,14.7,0.72
7,Amari Cooper,DAL,DET,2,11,6.0,1.2,14.8,0.72
8,Cooper Kupp,LAR,CHI,7,11,8.4,0.6,13.7,0.0514285714286
9,Julian Edelman,NE,PHI,8,10,8.8,0.5,13.5,0.03125
10,Keenan Allen,LAC,KC,5,14,10.5,0.9,13.2,0.162
11,D.J. Moore,CAR,ATL,7,14,10.6,1.2,12.9,0.205714285714
12,John Brown,BUF,MIA,11,18,12.8,1.4,12.7,0.178181818182
13,D.J. Chark,JAC,IND,10,25,14.0,2.4,12.5,0.576
14,Odell Beckham Jr.,CLE,PIT,12,26,15.0,1.8,12.4,0.27
15,Stefon Diggs,MIN,DEN,6,26,15.2,2.7,11.7,1.215
16,Michael Gallup,DAL,DET,13,25,17.4,2.2,11.6,0.372307692308
17,Courtland Sutton,DEN,MIN,12,31,18.8,3.3,11.6,0.9075
18,Kenny Golladay,DET,DAL,12,52,18.8,3.2,11.5,0.853333333333
19,Allen Robinson,CHI,LAR,14,31,19.6,3.1,11.4,0.686428571429
20,Curtis Samuel,CAR,ATL,13,28,19.8,1.7,11.4,0.222307692308
21,Terry McLaurin,WAS,NYJ,14,31,21.8,3.2,11.3,0.731428571429
22,Marquise Brown,BAL,HOU,12,34,23.1,3.0,11.3,0.75
23,Emmanuel Sanders,SF,ARI,11,43,25.1,7.0,10.9,4.45454545455
24,JuJu Smith-Schuster,PIT,CLE,12,44,25.1,4.0,11.1,1.33333333333
25,Tyrell Williams,OAK,CIN,10,37,25.4,3.3,11.2,1.089
26,Mohamed Sanu,NE,PHI,20,37,26.6,2.6,10.7,0.338
27,Calvin Ridley,ATL,CAR,15,35,26.6,4.3,10.9,1.23266666667
28,Jarvis Landry,CLE,PIT,21,35,27.3,3.8,10.6,0.687619047619
29,Robert Woods,LAR,CHI,16,33,28.4,3.5,10.5,0.765625
30,Jamison Crowder,NYJ,WAS,20,42,28.7,3.2,10.5,0.512
31,Christian Kirk,ARI,SF,22,49,29.3,3.4,10.3,0.525454545455
32,Tyler Boyd,CIN,OAK,16,37,30.1,3.7,10.3,0.855625
33,Sammy Watkins,KC,LAC,19,42,31.4,4.2,10.1,0.928421052632
34,Mike Williams,LAC,KC,19,38,32.3,3.7,10.0,0.720526315789
35,Deebo Samuel,SF,ARI,23,45,35.5,2.6,10.0,0.293913043478
36,Marvin Jones,DET,DAL,31,55,35.6,2.1,9.8,0.142258064516
37,Dede Westbrook,JAC,IND,29,46,36.3,3.0,9.8,0.310344827586
38,Devante Parker,MIA,BUF,29,43,37.5,1.9,9.7,0.124482758621
39,Zach Pascal,IND,JAC,31,42,38.2,1.8,9.7,0.104516129032
40,Auden Tate,CIN,OAK,36,51,41.0,1.4,9.6,0.0544444444444
41,Kenny Stills,HOU,BAL,29,49,41.8,2.3,9.4,0.182413793103
42,Robby Anderson,NYJ,WAS,39,55,42.9,2.7,9.2,0.186923076923
43,Larry Fitzgerald,ARI,SF,39,54,43.7,2.3,9.0,0.135641025641
44,Hunter Renfrow,OAK,CIN,37,56,46.4,3.0,8.9,0.243243243243
45,Phillip Dorsett,NE,PHI,38,59,46.4,4.7,8.7,0.581315789474
46,Cole Beasley,BUF,MIA,33,53,46.6,3.3,8.9,0.33
47,Josh Reynolds,LAR,CHI,38,68,46.6,3.3,8.7,0.286578947368
48,Randall Cobb,DAL,DET,32,54,48.6,3.6,8.7,0.405
49,Diontae Johnson,PIT,CLE,33,59,48.7,2.6,8.4,0.204848484848
50,Demaryius Thomas,NYJ,WAS,42,63,48.7,3.0,8.5,0.214285714286
51,Ted Ginn,NO,TB,47,58,52.0,3.0,8.3,0.191489361702
52,Chris Conley,JAC,IND,42,58,52.3,2.9,8.1,0.200238095238
53,Russell Gage,ATL,CAR,42,61,53.0,2.7,8.1,0.173571428571
54,James Washington,PIT,CLE,47,62,53.9,3.6,8.1,0.275744680851
55,Nelson Agholor,PHI,NE,38,69,54.5,6.0,8.1,0.947368421053
56,Taylor Gabriel,CHI,LAR,38,63,56.1,2.5,8.0,0.164473684211
57,Chester Rogers,IND,JAC,53,76,57.9,2.9,7.8,0.158679245283
58,Danny Amendola,DET,DAL,40,74,58.4,4.5,7.6,0.50625
59,Olabisi Johnson,MIN,DEN,54,73,60.0,2.3,7.4,0.097962962963
60,Alex Erickson,CIN,OAK,47,75,61.0,4.8,7.3,0.490212765957
61,Mecole Hardman,KC,LAC,50,85,61.2,5.3,7.1,0.5618
62,Demarcus Robinson,KC,LAC,53,85,65.5,5.2,6.9,0.510188679245
63,Allen Hurns,MIA,BUF,52,87,65.9,6.6,6.8,0.837692307692
64,Willie Snead,BAL,HOU,62,73,67.1,2.6,6.8,0.109032258065
65,Kendrick Bourne,SF,ARI,46,75,65.0,7.0,6.6,1.0652173913
66,Anthony Miller,CHI,LAR,61,72,66.1,2.7,6.5,0.119508196721
67,Albert Wilson,MIA,BUF,57,79,68.0,3.7,6.3,0.240175438596
68,Tre'Quan Smith,NO,TB,52,78,64.2,5.0,6.3,0.480769230769
69,Trey Quinn,WAS,NYJ,48,77,69.4,3.4,6.3,0.240833333333
70,Zay Jones,OAK,CIN,60,79,67.9,3.9,5.9,0.2535
71,Andy Isabella,ARI,SF,54,84,68.7,5.1,5.8,0.481666666667
72,Rashard Higgins,CLE,PIT,60,79,73.4,4.2,5.6,0.294
73,Jakeem Grant,MIA,BUF,67,84,75.0,3.9,5.6,0.227014925373
74,Isaiah McKenzie,BUF,MIA,65,86,75.8,4.5,5.6,0.311538461538
75,Miles Boykin,BAL,HOU,69,87,79.5,3.5,5.5,0.177536231884
76,DaeSean Hamilton,DEN,MIN,71,87,77.7,4.4,5.3,0.272676056338
77,Mack Hollins,PHI,NE,57,125,81.7,11.5,5.5,2.3201754386
78,Marquise Goodwin,SF,ARI,66,89,78.0,4.2,5.1,0.267272727273
79,KeeSean Johnson,ARI,SF,76,90,81.8,3.2,4.8,0.134736842105
80,Marcus Johnson,IND,JAC,63,85,77.1,5.0,5.3,0.396825396825
81,Jarius Wright,CAR,ATL,66,88,81.0,3.3,5.2,0.165
82,Breshad Perriman,TB,NO,72,94,81.6,6.1,4.7,0.516805555556
83,Tavon Austin,DAL,DET,76,102,87.8,6.8,4.6,0.608421052632
84,Cordarrelle Patterson,CHI,LAR,81,93,85.9,3.3,4.6,0.134444444444
85,Keelan Cole,JAC,IND,74,110,85.8,6.9,4.5,0.643378378378
86,Laquon Treadwell,MIN,DEN,76,97,85.9,3.6,4.4,0.170526315789
87,Keke Coutee,HOU,BAL,70,95,87.5,5.6,4.4,0.448
88,Dante Pettis,SF,ARI,53,100,83.8,8.8,4.4,1.46113207547
89,Kelvin Harmon,WAS,NYJ,67,125,93.8,12.7,4.4,2.40731343284
90,N'Keal Harry,NE,PHI,70,120,97.2,10.9,4.4,1.69728571429
91,Pharoh Cooper,ARI,SF,74,106,93.1,6.8,4.3,0.624864864865
92,Justin Hardy,ATL,CAR,77,110,95.7,6.4,4.3,0.531948051948
93,Jakobi Meyers,NE,PHI,81,115,90.5,6.7,4.3,0.554197530864
94,DeAndre Carter,HOU,BAL,72,106,94.2,5.8,4.3,0.467222222222
95,Andre Patton,LAC,KC,75,121,98.7,7.3,4.3,0.710533333333
96,Diontae Spencer,DEN,MIN,84,106,95.4,5.5,4.1,0.360119047619
97,Vyncint Smith,NYJ,WAS,89,133,98.6,9.0,4.0,0.910112359551
98,Robert Foster,BUF,MIA,65,107,97.4,5.3,4.0,0.432153846154
99,Seth Roberts,BAL,HOU,90,108,97.8,3.6,4.0,0.144
100,Fred Brown,DEN,MIN,66,123,100.6,8.4,3.8,1.06909090909
101,Marvin Hall,DET,DAL,91,123,100.6,7.2,3.4,0.56967032967
102,Scott Miller,TB,NO,83,108,98.4,5.8,3.6,0.405301204819
103,Jordan Matthews,PHI,NE,69,104,93.1,7.5,3.1,0.815217391304
104,J.J. Arcega-Whiteside,PHI,NE,79,119,95.2,11.7,3.0,1.73278481013
105,Richie James,SF,ARI,84,121,100.4,7.2,3.0,0.617142857143
106,Tim Patrick,DEN,MIN,62,126,97.6,20.0,3.2,6.45161290323
107,Steven Sims,WAS,NYJ,67,143,101.3,18.3,3.0,4.99835820896
108,Trent Sherfield,ARI,SF,84,129,105.5,8.2,3.0,0.800476190476
109,Marcell Ateman,OAK,CIN,101,118,106.2,4.2,3.0,0.174653465347
110,Johnny Holton,PIT,CLE,93,118,107.0,6.8,2.8,0.497204301075
111,Andre Roberts,BUF,MIA,107,128,111.5,6.8,2.7,0.43214953271
112,Stanley Morgan Jr.,CIN,OAK,90,130,112.5,7.1,2.8,0.560111111111
113,Trevor Davis,OAK,CIN,109,125,115.1,5.8,2.6,0.308623853211
114,Javon Wims,CHI,LAR,104,122,116.1,3.6,2.6,0.124615384615
115,Byron Pringle,KC,LAC,105,122,116.9,2.8,2.3,0.0746666666667
116,Ashton Dulin,IND,JAC,95,141,121.0,12.1,2.3,1.54115789474
117,Christian Blake,ATL,CAR,97,145,121.5,14.1,2.3,2.04958762887
118,Jason Moore,LAC,KC,95,125,114.5,6.4,2.6,0.431157894737
119,Justin Watson,TB,NO,103,127,118.7,6.0,2.7,0.349514563107
120,Steven Mitchell Jr.,HOU,BAL,97,129,111.6,10.8,2.6,1.2024742268
121,Josh Doctson,MIN,DEN,98,127,112.8,9.6,2.5,0.940408163265
122,Krishawn Hogan,NO,TB,108,133,120.8,7.4,2.3,0.507037037037
123,Braxton Berrios,NYJ,WAS,112,129,124.0,3.0,2.0,0.0803571428571
124,C.J. Board,JAC,IND,112,119,117.0,2.6,1.6,0.0603571428571
125,Khadarel Hodge,CLE,PIT,107,139,125.9,9.5,2.3,0.843457943925
126,Donte Moncrief,CAR,ATL,105,127,119.2,7.2,2.2,0.493714285714
127,Duke Williams,BUF,MIA,90,133,121.0,16.0,1.4,2.84444444444
128,Geremy Davis,LAC,KC,101,137,121.6,14.2,1.8,1.99643564356
129,Chris Moore,BAL,HOU,118,123,121.6,1.7,1.8,0.0244915254237
130,Austin Carr,NO,TB,105,132,126.5,3.9,2.1,0.144857142857
131,Devin Funchess,IND,JAC,100,134,118.8,13.6,0.7,1.8496
132,Damiere Byrd,ARI,SF,100,135,126.8,5.0,2.0,0.25
133,Olamide Zaccheaus,ATL,CAR,124,132,128.4,3.2,0.6,0.0825806451613
134,Devin Smith,DAL,DET,119,134,129.2,5.2,0.6,0.227226890756
135,Cedrick Wilson,DAL,DET,111,132,129.4,1.7,1.1,0.026036036036
136,Damion Ratley,CLE,PIT,124,137,127.8,5.4,1.1,0.235161290323
137,Damion Willis,CIN,OAK,113,141,131.0,11.4,0.8,1.15008849558
138,Cam Sims,WAS,NYJ,114,114,114.0,0.0,0.9,0.0
139,Mike Thomas,LAR,CHI,126,133,129.8,2.5,0.3,0.0496031746032
140,DeAndrew White,CAR,ATL,122,139,132.6,6.6,0.5,0.357049180328
141,Dwayne Harris,OAK,CIN,113,134,127.0,9.9,0.7,0.867345132743
142,Keelan Doss,OAK,CIN,121,139,134.6,6.8,0.4,0.382148760331
143,Juwann Winfree,DEN,MIN,120,142,134.8,4.7,0.6,0.184083333333
144,Gary Jennings,MIA,BUF,118,141,135.4,8.8,0.3,0.656271186441
145,Isaiah Ford,MIA,BUF,129,144,134.8,6.3,0.2,0.307674418605
146,Gunner Olszewski,NE,PHI,123,147,137.6,5.9,0.6,0.283008130081
