Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Christian McCaffrey,CAR,20.2,97.4,0.9,5.8,49.3,0.3,0.2,24.4
Dalvin Cook,MIN,20.3,95.2,0.8,4.8,43.1,0.1,0.2,21.1
Ezekiel Elliott,DAL,22.4,101.8,0.7,3.2,27.8,0.1,0.2,18.9
Josh Jacobs,OAK,20.6,96.2,0.9,2.1,17.5,0.1,0.2,18.1
Leonard Fournette,JAC,20.8,88.5,0.6,4.4,31.5,0.1,0.1,17.9
Alvin Kamara,NO,12.3,56.5,0.6,5.8,47.6,0.2,0.1,17.7
Melvin Gordon,LAC,17.6,78.6,0.7,2.7,23.1,0.1,0.1,16.2
Le'Veon Bell,NYJ,16.9,68.5,0.5,4.8,34.4,0.1,0.2,15.7
James Conner,PIT,16.2,68.3,0.6,3.7,29.4,0.1,0.1,15.7
Nick Chubb,CLE,16.8,86.0,0.7,2.0,13.7,0.1,0.1,14.9
Tevin Coleman,SF,14.4,65.8,0.6,2.7,20.6,0.1,0.1,14.4
Damien Williams,KC,12.6,54.6,0.6,2.9,24.8,0.2,0.1,13.9
Devin Singletary,BUF,11.9,56.0,0.5,3.2,28.6,0.1,0.1,13.7
Todd Gurley,LAR,15.3,60.7,0.6,2.5,19.5,0.1,0.1,13.0
Brian Hill,ATL,13.6,63.9,0.3,2.8,21.6,0.2,0.1,12.9
Joe Mixon,CIN,16.1,64.8,0.4,2.6,20.4,0.1,0.1,12.8
Mark Ingram,BAL,13.3,62.8,0.7,2.1,17.0,0.0,0.1,12.8
Marlon Mack,IND,17.1,75.5,0.4,1.7,12.3,0.0,0.1,12.1
Miles Sanders,PHI,11.4,51.6,0.4,3.1,28.1,0.1,0.1,11.9
Phillip Lindsay,DEN,11.3,55.6,0.5,2.8,19.4,0.0,0.1,11.6
Austin Ekeler,LAC,5.9,28.3,0.1,4.5,42.1,0.3,0.1,11.4
Kenyan Drake,ARI,10.4,45.0,0.4,3.2,25.4,0.1,0.1,11.3
David Montgomery,CHI,15.2,61.2,0.3,2.4,17.2,0.0,0.1,10.8
Sony Michel,NE,16.0,63.6,0.5,0.7,5.4,0.0,0.1,10.2
