Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Christian McCaffrey,CAR,ATL,1,1,1.0,0.0,23.4,0.0
2,Dalvin Cook,MIN,DEN,2,5,2.2,0.4,20.1,0.08
3,Ezekiel Elliott,DAL,DET,2,5,3.0,0.7,19.6,0.245
4,Josh Jacobs,OAK,CIN,3,6,3.9,0.5,18.8,0.0833333333333
5,Leonard Fournette,JAC,IND,3,9,5.1,0.6,17.5,0.12
6,Melvin Gordon,LAC,KC,4,14,6.2,1.0,16.8,0.25
7,Alvin Kamara,NO,TB,4,11,7.1,1.0,16.8,0.25
8,Nick Chubb,CLE,PIT,7,12,8.6,1.1,15.7,0.172857142857
9,James Conner,PIT,CLE,6,21,9.4,2.5,15.4,1.04166666667
10,Le'Veon Bell,NYJ,WAS,7,15,10.2,1.3,15.2,0.241428571429
11,Tevin Coleman,SF,ARI,6,15,10.9,1.5,14.6,0.375
12,Marlon Mack,IND,JAC,9,14,11.6,1.2,14.6,0.16
13,Damien Williams,KC,LAC,10,16,12.6,1.0,14.0,0.1
14,Brian Hill,ATL,CAR,9,18,14.2,1.6,13.8,0.284444444444
15,Devin Singletary,BUF,MIA,13,19,15.5,1.2,13.4,0.110769230769
16,Mark Ingram,BAL,HOU,13,22,15.8,1.9,13.0,0.277692307692
17,Joe Mixon,CIN,OAK,14,21,17.3,1.3,12.2,0.120714285714
18,Todd Gurley,LAR,CHI,15,22,18.0,1.5,12.2,0.15
19,Austin Ekeler,LAC,KC,15,22,18.3,1.5,12.1,0.15
20,Ronald Jones II,TB,NO,19,29,21.9,1.7,11.9,0.152105263158
21,Phillip Lindsay,DEN,MIN,18,25,22.2,1.6,11.6,0.142222222222
22,Miles Sanders,PHI,NE,7,42,22.4,4.4,12.1,2.76571428571
23,James White,NE,PHI,16,32,23.2,2.0,11.6,0.25
24,David Montgomery,CHI,LAR,18,35,23.4,3.0,11.6,0.5
25,Sony Michel,NE,PHI,21,38,25.6,2.5,11.5,0.297619047619
26,Carlos Hyde,HOU,BAL,21,36,25.8,2.2,10.7,0.230476190476
27,Kenyan Drake,ARI,SF,21,34,26.3,2.2,10.5,0.230476190476
28,Kalen Ballage,MIA,BUF,18,33,27.3,2.6,10.1,0.375555555556
29,Adrian Peterson,WAS,NYJ,28,41,31.1,2.3,10.0,0.188928571429
30,Kareem Hunt,CLE,PIT,24,38,31.3,1.8,9.5,0.135
31,Royce Freeman,DEN,MIN,27,36,31.6,1.6,9.5,0.0948148148148
32,J.D. McKissic,DET,DAL,28,42,31.6,3.2,9.0,0.365714285714
33,Tarik Cohen,CHI,LAR,26,38,33.3,2.9,8.9,0.323461538462
34,Raheem Mostert,SF,ARI,24,59,34.0,4.5,8.9,0.84375
35,David Johnson,ARI,SF,30,45,34.6,2.7,8.8,0.243
36,Latavius Murray,NO,TB,26,48,36.7,2.1,8.5,0.169615384615
37,Jaylen Samuels,PIT,CLE,26,43,36.9,2.2,8.1,0.186153846154
38,Duke Johnson,HOU,BAL,27,45,37.7,3.1,7.6,0.355925925926
39,Derrius Guice,WAS,NYJ,31,47,38.3,2.8,7.6,0.252903225806
40,Frank Gore,BUF,MIA,20,43,38.9,2.0,7.3,0.2
41,Ty Johnson,DET,DAL,26,57,42.4,6.2,7.1,1.47846153846
42,Alexander Mattison,MIN,DEN,36,51,42.8,1.9,7.1,0.100277777778
