Chris Thompson,1.05
Pierre Garcon,0.01
Delanie Walker,0.9
Jonnu Smith,0.01
Jordan Reed,0.01
Vernon Davis,1.1
Jared Goff,1.05
Sammy Watkins,1.05
New York Giants,0.95
Jamison Crowder,0.01
Ryan Grant,1.1
Will Fuller,0.85
Deandre Hopkins,0.85
Ezekiel Elliott,1.05
Orleans Darkwa,1.1
Nelson Agholor,1.1
Alshon Jeffery,1
Cooper Kupp,1.05
T.Y. Hilton,1.05
Zach Ertz,0.01
Leonard Fournette,0.01
Eddie Lacy,1.1
T.J. Yeldon,3.25
Chris Ivory,1.9
Trey Burton,2
Zach Ertz,0.01
Carson Wentz,0.95
Corey Davis,1.1
Trevor Siemian,0.01
Jameis Winston,0.95
