Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Alvin Kamara,NO,CLE,1,4,1.3,0.7
2,Todd Gurley,LAR,ARI,1,4,2.0,0.6
3,Melvin Gordon,LAC,BUF,1,11,3.6,1.4
4,David Johnson,ARI,LAR,1,19,5.2,2.2
5,Ezekiel Elliott,DAL,NYG,3,13,5.8,1.9
6,Saquon Barkley,NYG,DAL,2,10,6.0,1.6
7,James Conner,PIT,KC,1,18,6.7,3.0
8,Christian McCaffrey,CAR,ATL,2,16,7.5,1.8
9,Kareem Hunt,KC,PIT,4,14,9.1,1.8
10,Dalvin Cook,MIN,GB,4,17,10.7,2.0
11,Joe Mixon,CIN,BAL,5,19,10.7,2.0
12,Jordan Howard,CHI,SEA,6,17,12.4,1.9
13,Lamar Miller,HOU,TEN,10,43,14.1,4.0
14,Kenyan Drake,MIA,NYJ,10,27,16.3,3.4
15,Jay Ajayi,PHI,TB,9,33,17.1,3.2
16,Alex Collins,BAL,CIN,10,27,17.2,3.4
17,Dion Lewis,TEN,HOU,9,27,19.1,3.3
18,LeSean McCoy,BUF,LAC,11,41,19.2,5.0
19,Chris Thompson,WAS,IND,9,46,19.4,5.0
20,Adrian Peterson,WAS,IND,8,42,19.8,5.7
21,Devonta Freeman,ATL,CAR,11,44,21.3,5.5
22,Leonard Fournette,JAC,NE,5,96,21.8,11.5
23,Carlos Hyde,CLE,NO,15,41,23.6,3.5
24,James White,NE,JAC,10,41,25.2,5.4
25,Royce Freeman,DEN,OAK,12,48,25.2,4.7
26,Rex Burkhead,NE,JAC,14,53,26.1,5.8
27,Jamaal Williams,GB,MIN,15,45,26.9,4.4
28,Tevin Coleman,ATL,CAR,8,45,29.1,5.0
29,Marshawn Lynch,OAK,DEN,19,49,31.7,4.9
30,Isaiah Crowell,NYJ,MIA,21,43,32.3,4.8
31,Duke Johnson,CLE,NO,19,51,32.1,4.6
32,Peyton Barber,TB,PHI,16,46,32.5,4.3
33,Tarik Cohen,CHI,SEA,21,55,32.7,4.7
34,T.J. Yeldon,JAC,NE,8,65,34.0,11.2
35,Bilal Powell,NYJ,MIA,16,58,34.8,5.1
36,Derrick Henry,TEN,HOU,19,50,35.3,6.1
37,Chris Carson,SEA,CHI,15,59,35.5,5.2
38,Phillip Lindsay,DEN,OAK,7,65,36.7,7.4
39,Matt Breida,SF,DET,18,45,36.5,4.7
40,Alfred Morris,SF,DET,21,51,40.0,5.5
41,Theo Riddick,DET,SF,24,54,40.1,5.4
42,Austin Ekeler,LAC,BUF,19,56,40.4,5.4
43,Javorius Allen,BAL,CIN,21,61,41.9,5.7
44,Kerryon Johnson,DET,SF,19,53,42.0,5.5
45,Ty Montgomery,GB,MIN,33,54,42.9,3.8
46,Jordan Wilkins,IND,WAS,28,60,45.5,5.3
47,Marlon Mack,IND,WAS,28,71,47.7,5.3
48,Darren Sproles,PHI,TB,20,57,49.4,5.5
49,Latavius Murray,MIN,GB,36,62,49.0,3.1
50,Jalen Richard,OAK,DEN,19,71,51.7,7.5
51,Giovani Bernard,CIN,BAL,31,61,51.5,5.5
52,Rashaad Penny,SEA,CHI,30,62,50.0,3.8
53,Frank Gore,MIA,NYJ,42,61,50.9,3.6
54,Nyheim Hines,IND,WAS,37,66,53.4,5.1
55,Sony Michel,NE,JAC,30,78,55.5,6.4
56,Kyle Juszczyk,SF,DET,46,74,55.2,4.7
57,Corey Clement,PHI,TB,40,67,56.5,4.7
58,Devontae Booker,DEN,OAK,42,74,59.1,5.8
59,Chase Edmonds,ARI,LAR,31,80,63.0,6.5
60,LeGarrette Blount,DET,SF,46,76,58.5,6.3
61,James Develin,NE,JAC,32,86,74.0,9.3
62,C.J. Anderson,CAR,ATL,46,66,57.1,4.0
63,Benny Cunningham,CHI,SEA,33,112,86.3,11.2
64,Malcolm Brown,LAR,ARI,42,101,85.6,10.2
65,Le'Veon Bell,PIT,KC,47,95,61.6,10.1
66,Jacquizz Rodgers,TB,PHI,47,83,61.0,4.6
67,Corey Grant,JAC,NE,49,85,65.9,5.8
68,Marcus Murphy,BUF,LAC,47,89,71.9,7.7
69,Ronald Jones II,TB,PHI,47,104,74.8,11.1
70,Mike Gillislee,NO,CLE,50,80,63.6,5.1
71,Nick Chubb,CLE,NO,50,80,69.0,5.9
72,Doug Martin,OAK,DEN,52,73,64.1,4.4
73,Spencer Ware,KC,PIT,51,77,65.0,4.5
74,Alfred Blue,HOU,TEN,54,85,67.7,4.7
75,C.J. Prosise,SEA,CHI,58,93,69.3,4.7
76,Christine Michael,IND,WAS,55,80,69.5,5.0
77,Wayne Gallman,NYG,DAL,61,82,69.9,3.8
78,Rod Smith,DAL,NYG,52,87,71.4,5.4
79,Chris Ivory,BUF,LAC,57,78,72.9,3.7
80,Robert Kelley,WAS,IND,61,93,75.6,5.6
81,Ameer Abdullah,DET,SF,54,107,78.8,5.8
82,Boston Scott,FA,,73,93,79.1,4.3
83,John Kelly,LAR,ARI,70,91,79.1,4.7
84,Jonathan Stewart,NYG,DAL,56,87,79.7,4.7
85,Tyler Ervin,HOU,TEN,66,110,81.1,6.7
86,Charles Sims,FA,,80,83,82.3,1.3
87,Jonathan Williams,NO,CLE,68,104,82.6,6.0
88,Stevan Ridley,PIT,KC,62,92,82.6,5.3
89,Keith Smith,OAK,DEN,70,90,82.7,9.0
90,Kenjon Barner,NE,JAC,57,100,83.0,14.4
91,Kalen Ballage,MIA,NYJ,53,120,83.1,8.8
92,Samaje Perine,WAS,IND,59,109,84.1,7.5
93,Charcandrick West,FA,,67,97,85.0,8.0
94,DeAndre Washington,OAK,DEN,73,101,85.7,5.9
95,Cameron Artis-Payne,CAR,ATL,55,108,86.3,7.1
96,Trenton Cannon,NYJ,MIA,65,96,87.6,6.3
97,Anthony Sherman,KC,PIT,72,97,88.3,6.4
98,Michael Burton,CHI,SEA,86,94,89.0,3.6
99,Tommy Bohanon,JAC,NE,75,99,89.1,5.6
100,Patrick DiMarco,BUF,LAC,78,99,89.6,6.5
101,Tre Madden,SEA,CHI,79,100,89.7,5.9
102,Damien Williams,KC,PIT,66,99,90.2,7.2
