Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Los Angeles (LAR)LAR DST,LAR,ARI,1,4,1.5,0.8
2,Los Angeles (LAC)LAC DST,LAC,BUF,1,17,2.5,2.3
3,Denver (DEN)DEN DST,DEN,OAK,1,21,5.1,3.1
4,Baltimore (BAL)BAL DST,BAL,CIN,1,18,5.2,3.0
5,Philadelphia (PHI)PHI DST,PHI,TB,2,20,6.4,3.3
6,Chicago (CHI)CHI DST,CHI,SEA,1,30,6.4,4.8
7,New Orleans (NO)NO DST,NO,CLE,2,18,7.9,3.0
8,Houston (HOU)HOU DST,HOU,TEN,1,26,8.1,4.8
9,Jacksonville (JAC)JAC DST,JAC,NE,1,24,9.6,4.1
10,New England (NE)NE DST,NE,JAC,6,28,11.8,3.7
11,Minnesota (MIN)MIN DST,MIN,GB,2,22,12.1,4.2
12,Cincinnati (CIN)CIN DST,CIN,BAL,5,27,12.6,3.4
13,Washington (WAS)WAS DST,WAS,IND,3,24,14.2,4.8
14,Tennessee (TEN)TEN DST,TEN,HOU,6,30,13.8,3.9
15,New York (NYJ)NYJ DST,NYJ,MIA,4,29,14.5,4.3
16,Atlanta (ATL)ATL DST,ATL,CAR,6,24,15.7,3.3
17,Carolina (CAR)CAR DST,CAR,ATL,6,28,15.7,4.4
18,Seattle (SEA)SEA DST,SEA,CHI,5,28,17.7,3.4
19,Pittsburgh (PIT)PIT DST,PIT,KC,6,26,17.9,3.4
20,New York (NYG)NYG DST,NYG,DAL,8,29,19.2,4.3
21,Miami (MIA)MIA DST,MIA,NYJ,11,28,20.5,2.9
22,San Francisco (SF)SF DST,SF,DET,10,29,21.3,4.4
23,Green Bay (GB)GB DST,GB,MIN,13,29,21.5,3.2
24,Dallas (DAL)DAL DST,DAL,NYG,8,28,21.9,4.4
25,Detroit (DET)DET DST,DET,SF,5,28,22.6,4.9
26,Tampa Bay (TB)TB DST,TB,PHI,8,32,25.0,3.4
27,Arizona (ARI)ARI DST,ARI,LAR,17,32,26.6,3.3
28,Buffalo (BUF)BUF DST,BUF,LAC,17,32,27.4,3.3
29,Kansas City (KC)KC DST,KC,PIT,16,32,28.5,2.8
30,Oakland (OAK)OAK DST,OAK,DEN,16,32,28.2,2.9
31,Cleveland (CLE)CLE DST,CLE,NO,17,32,29.2,3.4
32,Indianapolis (IND)IND DST,IND,WAS,26,32,30.4,1.7
