Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Todd Gurley,LAR,19.7,90.8,0.8,4.0,39.6,0.2,0.2,22.9
David Johnson,ARI,19.6,81.8,0.7,5.0,47.1,0.2,0.2,22.8
Alvin Kamara,NO,15.1,74.3,0.5,5.0,45.6,0.4,0.1,22.4
Melvin Gordon,LAC,18.2,75.2,0.7,3.5,29.7,0.1,0.1,18.5
Ezekiel Elliott,DAL,19.7,84.9,0.7,2.8,25.1,0.1,0.1,18.0
Christian McCaffrey,CAR,12.8,52.6,0.4,4.7,39.7,0.2,0.1,17.5
Leonard Fournette,JAC,20.1,80.8,0.7,2.5,20.7,0.1,0.1,16.7
Kareem Hunt,KC,15.0,71.2,0.6,3.2,25.7,0.1,0.1,16.7
Saquon Barkley,NYG,17.5,73.1,0.4,3.7,27.9,0.1,0.1,16.5
Dalvin Cook,MIN,17.4,69.1,0.6,3.0,23.3,0.1,0.1,15.9
LeSean McCoy,BUF,15.3,62.8,0.4,3.7,26.9,0.1,0.1,15.5
Joe Mixon,CIN,15.2,61.2,0.6,2.6,23.3,0.1,0.1,14.7
Devonta Freeman,ATL,13.7,56.4,0.5,3.0,24.7,0.1,0.1,14.4
James Conner,PIT,17.0,65.7,0.6,2.3,16.3,0.1,0.1,14.3
Alex Collins,BAL,16.6,71.2,0.5,1.9,14.8,0.1,0.1,13.8
Kenyan Drake,MIA,13.7,54.3,0.5,2.9,21.3,0.1,0.1,13.7
Jordan Howard,CHI,16.2,65.8,0.5,1.9,15.3,0.0,0.1,13.2
Rex Burkhead,NE,10.2,43.4,0.6,2.4,21.2,0.1,0.1,13.0
Lamar Miller,HOU,15.1,61.5,0.2,2.7,23.6,0.1,0.1,12.6
Royce Freeman,DEN,14.5,59.0,0.5,2.1,17.2,0.1,0.1,12.6
Derrick Henry,TEN,15.1,60.8,0.5,1.2,11.5,0.0,0.2,11.6
Marshawn Lynch,OAK,12.8,55.7,0.5,1.7,12.3,0.0,0.1,11.5
Jamaal Williams,GB,14.1,58.6,0.3,1.6,15.2,0.1,0.1,11.2
Carlos Hyde,CLE,13.1,54.4,0.5,1.7,12.5,0.0,0.2,11.0
Bilal Powell,NYJ,9.3,38.7,0.4,2.8,20.1,0.0,0.1,10.9
James White,NE,5.5,21.8,0.1,4.0,30.6,0.2,0.1,10.8
Kerryon Johnson,DET,10.5,40.1,0.4,2.0,16.3,0.1,0.1,10.2
Jay Ajayi,PHI,14.5,63.1,0.2,1.6,10.6,0.0,0.1,10.2
Dion Lewis,TEN,8.5,36.8,0.2,2.8,21.6,0.1,0.1,10.0
Peyton Barber,TB,13.5,53.9,0.3,1.7,13.4,0.0,0.1,9.9
Chris Thompson,WAS,4.7,18.6,0.1,3.4,32.0,0.2,0.1,9.7
