Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Drew Brees,NO,CLE,1,11,1.3,1.2
2,Ben Roethlisberger,PIT,KC,1,16,3.0,2.3
3,Cam Newton,CAR,ATL,1,19,5.5,3.7
4,Deshaun Watson,HOU,TEN,1,21,5.8,3.3
5,Aaron Rodgers,GB,MIN,1,32,7.2,4.1
6,Patrick Mahomes,KC,PIT,2,20,7.3,3.4
7,Philip Rivers,LAC,BUF,2,19,7.3,3.7
8,Alex Smith,WAS,IND,2,22,7.8,3.5
9,Kirk Cousins,MIN,GB,2,18,8.6,2.9
10,Jimmy Garoppolo,SF,DET,4,26,9.9,4.0
11,Russell Wilson,SEA,CHI,1,22,10.4,3.4
12,Tom Brady,NE,JAC,2,19,11.1,3.5
13,Matthew Stafford,DET,SF,4,21,13.3,3.4
14,Andrew Luck,IND,WAS,4,29,13.8,4.0
15,Jared Goff,LAR,ARI,2,23,14.0,2.8
16,Tyrod Taylor,CLE,NO,2,24,14.6,3.7
17,Case Keenum,DEN,OAK,4,31,16.7,3.0
18,Matt Ryan,ATL,CAR,5,23,17.0,3.0
19,Mitch Trubisky,CHI,SEA,13,28,20.5,2.7
20,Dak Prescott,DAL,NYG,4,30,21.0,3.7
21,Blake Bortles,JAC,NE,13,30,21.0,2.6
22,Nick Foles,PHI,TB,12,29,23.2,3.2
23,Ryan Fitzpatrick,TB,PHI,9,32,23.3,3.4
24,Marcus Mariota,TEN,HOU,7,30,24.1,3.8
25,Andy Dalton,CIN,BAL,12,32,23.6,3.4
26,Joe Flacco,BAL,CIN,13,32,26.2,3.4
27,Sam Darnold,NYJ,MIA,16,31,26.0,2.9
28,Eli Manning,NYG,DAL,18,31,25.6,3.1
29,Ryan Tannehill,MIA,NYJ,15,31,27.5,2.9
30,Derek Carr,OAK,DEN,17,32,28.4,2.7
31,Sam Bradford,ARI,LAR,25,32,30.8,1.3
32,Josh Allen,BUF,LAC,22,35,31.6,1.4
33,Joshua Dobbs,PIT,KC,33,34,33.1,0.3
34,Lamar Jackson,BAL,CIN,31,35,33.4,0.6
35,Nathan Peterman,BUF,LAC,32,54,34.0,3.0
36,DeShone Kizer,GB,MIN,33,36,34.3,0.8
37,Baker Mayfield,CLE,NO,34,38,35.7,1.7
38,Josh Rosen,ARI,LAR,35,37,35.8,0.8
39,Josh McCown,NYJ,MIA,34,39,35.8,2.0
40,Trevor Siemian,MIN,GB,34,39,36.5,2.5
41,Blaine Gabbert,TEN,HOU,34,53,37.5,5.9
42,Brian Hoyer,NE,JAC,33,49,41.0,8.0
43,AJ McCarron,OAK,DEN,40,51,45.5,5.5
