Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Rob Gronkowski,NE,JAC,1,5,1.2,0.9
2,Travis Kelce,KC,PIT,1,6,2.4,0.8
3,Zach Ertz,PHI,TB,1,8,3.4,1.0
4,Jordan Reed,WAS,IND,2,8,3.7,1.5
5,George Kittle,SF,DET,3,13,5.5,1.8
6,Trey Burton,CHI,SEA,3,13,6.9,1.7
7,Jimmy Graham,GB,MIN,3,17,7.7,2.4
8,Jack Doyle,IND,WAS,2,16,8.7,1.8
9,Evan Engram,NYG,DAL,4,15,8.7,2.0
10,Kyle Rudolph,MIN,GB,4,16,9.2,2.2
11,Jared Cook,OAK,DEN,4,18,10.3,2.4
12,David Njoku,CLE,NO,7,22,12.5,2.2
13,Benjamin Watson,NO,CLE,8,27,14.3,2.8
14,Tyler Eifert,CIN,BAL,9,26,14.6,2.7
15,Eric Ebron,IND,WAS,8,30,15.8,2.8
16,Austin Seferian-Jenkins,JAC,NE,10,25,15.9,2.6
17,Jonnu Smith,TEN,HOU,10,29,17.8,2.7
18,Ricky Seals-Jones,ARI,LAR,8,23,18.1,3.2
19,O.J. Howard,TB,PHI,11,36,18.4,2.5
20,Jesse James,PIT,KC,12,40,20.3,4.9
21,Charles Clay,BUF,LAC,10,28,21.6,2.6
22,Will Dissly,SEA,CHI,12,38,24.5,4.6
23,Austin Hooper,ATL,CAR,11,32,24.1,3.3
24,Nick Boyle,BAL,CIN,12,44,25.7,4.8
25,Ian Thomas,CAR,ATL,16,44,24.3,4.1
26,Antonio Gates,LAC,BUF,12,37,24.6,3.6
27,Vance McDonald,PIT,KC,16,51,27.9,6.2
28,Ryan Griffin,HOU,TEN,12,51,29.3,4.8
29,Mike Gesicki,MIA,NYJ,15,44,25.7,4.1
30,Cameron Brate,TB,PHI,18,36,28.3,4.2
31,Jake Butt,DEN,OAK,14,49,30.4,4.1
32,Nick Vannett,SEA,CHI,14,47,30.9,4.3
33,Maxx Williams,BAL,CIN,15,54,37.5,7.6
34,Mark Andrews,BAL,CIN,18,56,34.8,7.1
35,Neal Sterling,NYJ,MIA,17,58,32.7,5.7
36,Geoff Swaim,DAL,NYG,19,45,32.4,4.3
37,Dallas Goedert,PHI,TB,22,39,31.2,3.7
38,C.J. Fiedorowicz,FA,,32,34,32.7,0.9
39,Luke Willson,DET,SF,24,48,33.2,4.5
40,Hayden Hurst,BAL,CIN,32,35,33.3,1.3
41,Vernon Davis,WAS,IND,21,41,33.6,4.3
42,Tyler Higbee,LAR,ARI,29,50,37.0,4.5
43,Jordan Akins,HOU,TEN,27,50,37.9,5.5
44,Gerald Everett,LAR,ARI,23,58,41.5,7.7
45,Luke Stocker,TEN,HOU,28,55,42.1,5.9
46,Jeff Heuerman,DEN,OAK,31,65,43.4,7.2
47,Blake Jarwin,DAL,NYG,34,58,43.9,5.6
48,Garrett Celek,SF,DET,33,53,44.1,4.5
49,Virgil Green,LAC,BUF,36,52,45.3,4.2
50,Josh Hill,NO,CLE,25,57,45.8,6.8
51,Jaylen Samuels,PIT,KC,23,93,45.8,15.6
52,Tyler Kroft,CIN,BAL,30,60,46.4,7.6
53,Eric Tomlinson,NYJ,MIA,31,77,47.0,10.5
54,A.J. Derby,MIA,NYJ,38,60,52.1,6.7
55,Demetrius Harris,KC,PIT,47,63,52.4,6.0
56,Dion Sims,CHI,SEA,43,62,53.6,6.7
57,Rhett Ellison,NYG,DAL,47,64,54.3,4.7
58,Derek Carrier,OAK,DEN,26,66,54.9,10.4
59,Jermaine Gresham,ARI,LAR,31,65,55.1,10.6
60,Lance Kendricks,GB,MIN,43,99,55.8,12.6
61,Erik Swoope,IND,WAS,38,88,56.8,12.0
62,Darren Fells,CLE,NO,40,72,58.5,7.4
63,David Morgan,MIN,GB,50,66,58.5,5.0
64,Chris Herndon IV,NYJ,MIA,37,76,58.8,11.7
65,Chris Manhertz,CAR,ATL,54,64,60.5,3.8
66,Logan Thomas,BUF,LAC,51,78,61.3,6.8
67,Dwayne Allen,NE,JAC,34,71,62.2,11.3
68,Jordan Leggett,NYJ,MIA,41,95,62.3,12.7
69,Rico Gathers,DAL,NYG,30,86,62.5,22.6
70,Niles Paul,JAC,NE,51,69,62.8,5.5
71,C.J. Uzomah,CIN,BAL,48,79,64.2,9.4
72,Marcedes Lewis,GB,MIN,45,78,64.3,10.9
73,Michael Roberts,DET,SF,37,90,65.1,12.6
74,Levine Toilolo,DET,SF,42,76,65.6,9.7
75,James O'Shaughnessy,JAC,NE,34,80,66.0,14.8
76,Hakeem Valles,DET,SF,57,84,66.9,7.9
77,Seth DeValve,CLE,NO,42,81,68.3,9.8
78,Jacob Hollister,NE,JAC,44,83,69.2,14.6
79,Xavier Grimble,PIT,KC,48,82,69.9,9.6
80,Eric Saubert,ATL,CAR,59,76,70.6,4.8
81,Jason Croom,BUF,LAC,39,89,70.8,11.8
82,Logan Paulsen,ATL,CAR,57,91,74.0,8.4
83,Daniel Brown,CHI,SEA,73,78,75.5,2.5
84,Lee Smith,OAK,DEN,61,79,75.6,6.0
85,Tyler Conklin,NE,JAC,69,84,76.5,7.5
86,Matt LaCosse,DEN,OAK,71,85,78.0,7.0
87,Alan Cross,TB,PHI,74,85,79.5,5.5
88,Gabe Holmes,ARI,LAR,75,87,80.3,3.4
89,Sean Culkin,LAC,BUF,80,82,80.7,0.9
90,Dalton Schultz,DAL,NYG,83,83,83.0,0.0
