Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Baltimore Ravens,BAL,2.9,1.4,0.6,0.9,0.3,0.0,15.6,270.4,9.8
Jacksonville Jaguars,JAC,2.7,1.2,0.8,1.3,0.3,0.0,17.2,295.7,9.3
Pittsburgh Steelers,PIT,3.7,0.6,0.8,1.2,0.2,0.0,17.8,343.0,8.6
Tennessee Titans,TEN,2.8,1.0,0.6,0.9,0.2,0.1,19.7,294.1,8.5
Detroit Lions,DET,2.6,1.1,0.7,0.9,0.2,0.0,18.4,310.5,8.3
Minnesota Vikings,MIN,2.6,0.9,0.6,0.8,0.2,0.0,18.5,319.2,8.0
Green Bay Packers,GB,2.9,0.8,0.7,1.0,0.2,0.1,19.6,326.8,8.0
New England Patriots,NE,3.1,1.1,0.6,0.8,0.2,0.0,21.1,385.6,7.9
New Orleans Saints,NO,2.3,1.2,0.7,1.0,0.3,0.0,20.2,360.4,7.8
Seattle Seahawks,SEA,2.4,0.8,0.8,1.2,0.2,0.0,19.4,301.3,7.8
Washington Redskins,WAS,3.0,1.0,0.6,0.8,0.2,0.0,21.1,328.5,7.5
Arizona Cardinals,ARI,2.4,0.7,0.7,1.2,0.2,0.0,19.9,316.5,7.1
Los Angeles Rams,LAR,2.1,0.9,0.7,1.2,0.2,0.0,20.4,338.3,6.7
Los Angeles Chargers,LAC,2.3,1.0,0.5,0.7,0.2,0.0,23.4,382.2,6.7
Chicago Bears,CHI,3.1,0.6,0.7,1.0,0.2,0.0,25.8,332.5,6.6
Denver Broncos,DEN,2.6,0.8,0.6,0.8,0.2,0.1,20.2,301.5,6.6
Cincinnati Bengals,CIN,2.7,0.9,0.5,0.6,0.2,0.1,23.7,341.1,6.5
Dallas Cowboys,DAL,2.2,0.9,0.7,1.1,0.2,0.0,22.0,327.5,6.5
Carolina Panthers,CAR,2.4,0.7,0.7,1.1,0.2,0.0,21.1,346.5,6.3
New York Jets,NYJ,2.1,0.8,0.7,0.9,0.2,0.0,24.2,341.4,6.2
Miami Dolphins,MIA,2.1,0.9,0.6,0.9,0.2,0.0,21.5,329.7,6.1
Kansas City Chiefs,KC,1.6,0.9,0.6,0.8,0.2,0.0,25.0,392.7,6.0
Atlanta Falcons,ATL,2.0,0.7,0.8,1.2,0.2,0.0,24.0,369.7,5.9
Buffalo Bills,BUF,1.7,1.0,0.5,0.7,0.2,0.0,23.0,322.1,5.9
Philadelphia Eagles,PHI,1.7,0.8,0.7,1.0,0.2,0.0,21.6,351.9,5.7
New York Giants,NYG,1.5,0.9,0.6,1.0,0.2,0.0,22.7,360.7,5.5
Indianapolis Colts,IND,1.9,0.7,0.5,0.8,0.2,0.0,23.3,328.1,5.3
San Francisco 49ers,SF,1.7,0.7,0.6,0.9,0.1,0.0,26.5,363.9,5.2
Houston Texans,HOU,2.2,0.5,0.6,0.8,0.1,0.1,28.1,376.2,5.2
Tampa Bay Buccaneers,TB,1.2,0.7,0.7,1.4,0.2,0.0,30.2,437.7,5.2
Oakland Raiders,OAK,1.6,0.6,0.6,1.2,0.2,0.0,27.7,382.4,5.0
Cleveland Browns,CLE,1.4,0.7,0.5,0.7,0.1,0.0,25.8,393.2,4.7
