Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Antonio Brown,PIT,KC,1,7,1.7,0.8
2,Michael Thomas,NO,CLE,1,8,2.0,1.4
3,Julio Jones,ATL,CAR,1,8,3.7,1.3
4,DeAndre Hopkins,HOU,TEN,1,7,4.0,1.4
5,Odell Beckham Jr.,NYG,DAL,1,10,4.5,1.4
6,Keenan Allen,LAC,BUF,3,13,6.1,1.4
7,Tyreek Hill,KC,PIT,2,21,7.6,2.5
8,A.J. Green,CIN,BAL,3,18,8.4,2.4
9,Stefon Diggs,MIN,GB,7,28,10.9,3.4
10,Mike Evans,TB,PHI,6,26,11.5,3.0
11,Davante Adams,GB,MIN,6,23,12.0,3.4
12,Adam Thielen,MIN,GB,5,28,12.7,3.2
13,Jarvis Landry,CLE,NO,6,27,13.3,3.4
14,Larry Fitzgerald,ARI,LAR,7,32,14.3,3.5
15,Emmanuel Sanders,DEN,OAK,7,24,14.6,2.9
16,JuJu Smith-Schuster,PIT,KC,8,26,15.0,3.5
17,T.Y. Hilton,IND,WAS,8,28,16.1,3.6
18,Demaryius Thomas,DEN,OAK,7,35,17.6,3.5
19,Golden Tate,DET,SF,5,29,17.8,2.9
20,Nelson Agholor,PHI,TB,11,46,21.5,3.9
21,Allen Robinson,CHI,SEA,14,55,22.7,4.4
22,Corey Davis,TEN,HOU,13,40,22.8,4.3
23,Brandin Cooks,LAR,ARI,15,45,23.6,3.7
24,Kenny Stills,MIA,NYJ,16,43,24.8,3.8
25,Marvin Jones,DET,SF,15,49,27.6,5.2
26,Cooper Kupp,LAR,ARI,10,47,28.3,5.0
27,Michael Crabtree,BAL,CIN,19,49,28.9,5.4
28,Randall Cobb,GB,MIN,20,44,29.4,5.1
29,Amari Cooper,OAK,DEN,19,62,29.8,6.5
30,Josh Gordon,CLE,NO,14,61,29.9,6.6
31,Jamison Crowder,WAS,IND,19,43,30.7,4.2
32,Robby Anderson,NYJ,MIA,13,60,32.5,6.5
33,Devin Funchess,CAR,ATL,22,50,33.2,4.5
34,Chris Hogan,NE,JAC,11,71,34.1,7.4
35,Robert Woods,LAR,ARI,13,61,34.5,5.3
36,Tyler Lockett,SEA,CHI,21,62,36.9,6.4
37,Quincy Enunwa,NYJ,MIA,21,68,37.5,7.9
38,Kenny Golladay,DET,SF,20,51,38.3,5.8
39,Pierre Garcon,SF,DET,14,59,37.8,5.1
40,Sterling Shepard,NYG,DAL,26,63,41.0,4.8
41,Marquise Goodwin,SF,DET,25,106,41.7,9.2
42,Chris Godwin,TB,PHI,21,73,42.0,9.0
43,Jordy Nelson,OAK,DEN,30,73,43.8,5.9
44,Keelan Cole,JAC,NE,37,68,44.5,4.3
45,John Brown,BAL,CIN,34,73,45.2,5.8
46,Sammy Watkins,KC,PIT,24,64,46.0,6.1
47,Brandon Marshall,SEA,CHI,30,89,48.3,10.0
48,Mike Williams,LAC,BUF,32,80,48.9,7.2
49,Ted Ginn,NO,CLE,29,84,49.0,6.8
50,Kelvin Benjamin,BUF,LAC,27,76,51.0,6.2
51,Geronimo Allison,GB,MIN,25,92,51.5,7.5
52,Danny Amendola,MIA,NYJ,30,69,52.5,5.7
53,Cole Beasley,DAL,NYG,26,74,54.8,8.5
54,Will Fuller,HOU,TEN,21,73,54.0,7.4
55,Allen Hurns,DAL,NYG,38,82,56.0,7.1
56,Mohamed Sanu,ATL,CAR,29,72,55.4,6.3
57,DeSean Jackson,TB,PHI,41,117,59.0,11.7
58,Mike Wallace,PHI,TB,39,81,58.3,6.5
