Todd Gurley,0.359
Michael Thomas,0.355
Leonard Fournette,0.347
Tyreek Hill,0.322
Kareem Hunt,0.276
Julio Jones,0.276
Derrick Henry,0.268
Ted Ginn,0.238
Kansas City Chiefs,0.229
Travis Kelce,0.216
Christian McCaffrey,0.211
Charles Clay,0.206
Delanie Walker,0.202
Mohamed Sanu,0.194
Alvin Kamara,0.19
Jacksonville Jaguars,0.187
Mark Ingram,0.182
Los Angeles Rams,0.18
Alex Smith,0.178
Robert Woods,0.178
Tevin Coleman,0.171
Devonta Freeman,0.167
Cam Newton,0.163
Jared Goff,0.162
Drew Brees,0.155
Rishard Matthews,0.151
Cooper Kupp,0.15
Eric Decker,0.149
Greg Olsen,0.147
Dede Westbrook,0.141
Matt Ryan,0.138
Devin Funchess,0.137
New Orleans Saints,0.133
Albert Wilson,0.131
Austin Hooper,0.125
Keelan Cole,0.118
Carolina Panthers,0.114
Sammy Watkins,0.113
Blake Bortles,0.105
Corey Davis,0.095
Brenton Bersin,0.087
LeSean McCoy,0.075
Buffalo Bills,0.073
Kelvin Benjamin,0.07
Jonathan Stewart,0.066
Marcus Mariota,0.061
Atlanta Falcons,0.049
Marqise Lee,0.045
Tennessee Titans,0.044
Tyrod Taylor,0.043
Allen Hurns,0.041
Taylor Gabriel,0.039
Marcedes Lewis,0.032
Deonte Thompson,0.026
Tyler Higbee,0.026
Zay Jones,0.019
Brandon Coleman,0.018
Demarcus Robinson,0.016
Kaelin Clay,0.016
Mike Tolbert,0.015
Josh Hill,0.011
Willie Snead,0.01
Demetrius Harris,0.01
Russell Shepard,0.006
James O'Shaughnessy,0.006
Justin Hardy,0.005
Gerald Everett,0.004
Nick O'Leary,0.004
