Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Lamar Jackson,BAL,LAR,1,3,1.1,0.3,22.7,0.09
2,Matt Ryan,ATL,TB,1,5,2.4,0.8,22.3,0.64
3,Deshaun Watson,HOU,IND,2,4,3.1,0.6,20.2,0.18
4,Russell Wilson,SEA,PHI,1,7,3.7,1.3,20.1,1.69
5,Drew Brees,NO,CAR,4,6,5.0,0.5,19.5,0.0625
6,Jameis Winston,TB,ATL,3,12,6.6,1.7,19.3,0.963333333333
7,Baker Mayfield,CLE,MIA,5,14,8.0,1.9,18.9,0.722
8,Aaron Rodgers,GB,SF,6,15,8.9,2.4,18.6,0.96
9,Josh Allen,BUF,DEN,7,14,9.3,1.7,18.5,0.412857142857
10,Dak Prescott,DAL,NE,5,18,10.9,2.2,16.9,0.968
11,Jimmy Garoppolo,SF,GB,8,16,11.4,1.4,16.7,0.245
12,Derek Carr,OAK,NYJ,8,16,12.1,2.2,16.1,0.605
13,Tom Brady,NE,DAL,6,17,12.3,2.4,16.0,0.96
14,Carson Wentz,PHI,SEA,8,19,14.1,2.7,16.0,0.91125
15,Jacoby Brissett,IND,HOU,7,17,14.2,1.9,15.6,0.515714285714
16,Sam Darnold,NYJ,OAK,8,17,14.9,1.9,15.6,0.45125
17,Jeff Driskel,DET,WAS,11,22,16.2,1.7,15.2,0.262727272727
18,Nick Foles,JAC,TEN,8,21,18.3,1.5,15.0,0.28125
19,Ryan Tannehill,TEN,JAC,16,23,18.5,1.2,14.9,0.09
20,Jared Goff,LAR,BAL,11,24,20.3,0.9,14.5,0.0736363636364
21,Ryan Fitzpatrick,MIA,CLE,19,24,21.6,1.4,14.4,0.103157894737
22,Mason Rudolph,PIT,CIN,19,26,22.3,1.4,13.9,0.103157894737
23,Daniel Jones,NYG,CHI,20,26,22.6,1.8,13.7,0.162
24,Kyle Allen,CAR,NO,22,26,24.3,1.0,13.6,0.0454545454545
25,Dwayne Haskins,WAS,DET,22,26,25.3,1.3,13.5,0.0768181818182
26,Mitch Trubisky,CHI,NYG,18,28,24.1,1.9,13.4,0.200555555556
27,Brandon Allen,DEN,BUF,25,29,27.3,0.8,13.3,0.0256
28,Ryan Finley,CIN,PIT,27,28,27.7,0.5,13.0,0.00925925925926
29,Taysom Hill,NO,CAR,27,30,29.1,0.3,13.0,0.00333333333333
30,Chase Daniel,CHI,NYG,29,30,30.0,0.0,13.0,0.0
31,Case Keenum,WAS,DET,31,37,35.0,2.2,11.0,0.156129032258
32,Andy Dalton,CIN,PIT,32,34,33.0,0.7,10.6,0.0153125
33,Devlin Hodges,PIT,CIN,31,42,33.8,4.8,2.8,0.743225806452
34,Robert Griffin,BAL,LAR,32,36,34.0,1.4,1.2,0.06125
35,Brian Hoyer,IND,HOU,32,33,32.3,0.5,1.1,0.0078125
36,Josh Rosen,MIA,CLE,34,36,35.3,0.9,0.9,0.0238235294118
37,Blake Bortles,LAR,BAL,35,40,38.3,2.4,0.9,0.164571428571
38,Ryan Griffin,TB,ATL,37,41,38.7,1.7,0.9,0.0781081081081
39,Gardner Minshew,JAC,TEN,39,42,40.7,1.2,0.9,0.0369230769231
40,Mike Glennon,OAK,NYJ,38,44,41.3,2.5,0.8,0.164473684211
41,Geno Smith,SEA,PHI,39,45,42.3,2.5,0.8,0.160256410256
42,Will Grier,CAR,NO,38,50,43.7,4.9,0.8,0.631842105263
43,Teddy Bridgewater,NO,CAR,41,45,43.0,1.6,0.7,0.0624390243902
44,Jarrett Stidham,NE,DAL,44,51,47.5,3.5,0.7,0.278409090909
