Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Miami Dolphins,MIA,3.2,1.3,0.6,0.9,0.2,0.0,16.4,305.4,9.1
Buffalo Bills,BUF,2.6,1.2,0.6,0.9,0.2,0.0,15.8,302.2,8.7
Tampa Bay Buccaneers,TB,2.6,1.1,0.6,1.1,0.2,0.0,18.7,320.8,8.2
Green Bay Packers,GB,2.7,1.0,0.6,1.0,0.2,0.1,19.6,346.6,8.0
Philadelphia Eagles,PHI,2.5,1.0,0.6,0.9,0.2,0.0,17.1,315.7,7.9
Minnesota Vikings,MIN,3.2,1.1,0.6,0.7,0.2,0.0,20.3,319.3,7.9
Dallas Cowboys,DAL,2.3,1.1,0.6,1.2,0.2,0.0,16.7,311.5,7.8
Arizona Cardinals,ARI,2.4,0.8,0.7,1.3,0.2,0.0,16.9,298.4,7.6
Los Angeles Rams,LAR,3.1,0.7,0.6,0.7,0.1,0.1,19.7,309.7,7.5
Jacksonville Jaguars,JAC,2.6,0.9,0.5,0.6,0.2,0.0,17.2,310.5,7.4
San Francisco 49ers,SF,2.4,0.9,0.6,1.1,0.2,0.0,18.3,322.3,7.4
Cleveland Browns,CLE,2.2,0.8,0.7,1.0,0.1,0.0,19.9,346.7,7.0
Denver Broncos,DEN,2.7,1.0,0.5,0.7,0.2,0.0,21.2,348.6,6.8
Pittsburgh Steelers,PIT,2.7,0.8,0.7,0.9,0.1,0.0,21.7,351.3,6.6
Kansas City Chiefs,KC,2.2,0.9,0.6,0.9,0.1,0.0,24.6,385.6,6.1
New England Patriots,NE,2.2,0.8,0.7,0.9,0.1,0.1,22.9,343.5,6.1
Las Vegas Raiders,LV,1.9,1.0,0.6,0.9,0.2,0.0,21.5,349.1,6.1
Atlanta Falcons,ATL,2.0,0.8,0.7,1.1,0.2,0.0,26.9,371.5,6.1
Cincinnati Bengals,CIN,2.4,0.8,0.6,0.9,0.1,0.0,22.7,344.2,5.9
Indianapolis Colts,IND,2.1,0.8,0.7,1.1,0.1,0.0,21.8,327.8,5.9
Houston Texans,HOU,1.9,0.9,0.6,1.0,0.1,0.0,20.9,334.6,5.8
Carolina Panthers,CAR,2.0,0.8,0.7,1.0,0.1,0.0,27.0,360.6,5.8
Los Angeles Chargers,LAC,2.0,0.8,0.6,1.1,0.1,0.0,25.8,375.9,5.7
New York Jets,NYJ,2.1,0.7,0.6,1.0,0.1,0.0,25.7,350.4,5.7
Tennessee Titans,TEN,2.0,0.8,0.5,0.8,0.1,0.0,22.2,330.4,5.6
New York Giants,NYG,2.0,0.8,0.6,0.9,0.1,0.0,25.2,389.0,5.5
Detroit Lions,DET,2.0,0.8,0.6,0.6,0.1,0.0,29.2,388.0,5.5
Washington Football Team,WF,1.9,0.7,0.6,0.9,0.1,0.0,25.0,337.6,5.5
Chicago Bears,CHI,2.0,0.6,0.6,0.9,0.1,0.0,24.5,377.7,5.4
New Orleans Saints,NO,1.6,0.8,0.5,0.7,0.1,0.0,27.5,369.8,5.2
Seattle Seahawks,SEA,1.8,0.7,0.5,0.7,0.1,0.0,24.9,375.1,5.0
Baltimore Ravens,BAL,2.0,0.5,0.6,0.8,0.1,0.0,24.7,375.8,4.8
