Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_DST,Expected_Points_DST,OwnPer_RB,Expected_Points_RB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_QB,Expected_Points_QB
2021-12-19,CAR,BUF,43.5,0.16666666666666666,14.75,2021,15,0.0075,5.7,0.016,17.5,0.1328,33.300039999999996,0.005,6.7,0.0095,14.601129999999996
2021-12-19,NYJ,MIA,42.0,0.2272727272727273,15.75,2021,15,0.0185,5.2,0.177,18.145000000000003,0.0848,37.675000000000004,0.0144,9.6,0.0082,13.8
2021-12-19,DAL,NYG,44.0,0.8461538461538461,27.75,2021,15,0.0948,8.7,0.10980000000000001,27.3,0.2485,50.8,0.07089999999999999,11.7,0.1312,20.399999999999995
2021-12-19,GB,BAL,45.0,0.8,26.75,2021,15,0.0772,7.9,0.11030000000000001,24.999999999999993,0.33580000000000004,45.4,0.0092,9.8,0.0472,20.599999999999994
2021-12-19,TEN,PIT,43.5,0.4878048780487805,21.75,2021,15,0.0152,6.1,0.1052,30.299999999999997,0.05370000000000001,33.295,0.013,12.999999999999998,0.022,16.600000000000005
2021-12-19,HOU,JAC,40.0,0.3333333333333333,17.0,2021,15,0.028,6.6,0.069,18.099999999999998,0.1761,31.400000000000002,0.0368,14.600000000000001,0.0065,13.9
2021-12-19,ARI,DET,48.0,0.8888888888888888,30.25,2021,15,0.0312,8.2,0.1474,26.5,0.3992,41.15099999999999,0.0848,14.700000000000001,0.182,23.699999999999992
2021-12-19,ATL,SF,47.5,0.24390243902439024,19.5,2021,15,0.006,5.0,0.15130000000000002,30.4,0.04450000000000001,25.000000000000007,0.0771,16.3,0.0213,15.000000000000002
2021-12-19,CIN,DEN,44.0,0.425531914893617,20.5,2021,15,0.0145,5.9,0.101,24.099999999999998,0.1906,44.0,0.053700000000000005,9.8,0.032,18.100000000000005
2021-12-19,NO,TB,45.5,0.19047619047619047,17.0,2021,15,,,,,,,,,,
2021-12-19,BUF,CAR,43.5,0.8823529411764706,28.75,2021,15,0.233,8.0,0.0426,14.750000000000002,0.6452999999999999,46.2,0.0773,14.200000000000001,0.157,23.7
2021-12-19,MIA,NYJ,42.0,0.8181818181818182,26.25,2021,15,0.1385,9.1,0.2148,23.400000000000002,0.36200000000000004,36.08,0.199,16.8,0.1362,18.4
2021-12-19,NYG,DAL,44.0,0.2,16.25,2021,15,0.0075,5.5,0.147,22.1,0.08600000000000001,32.8,0.0391,12.1,0.0065,16.8
2021-12-19,BAL,GB,45.0,0.24390243902439024,18.25,2021,15,0.012,5.4,0.135,20.8,0.0725,32.08,0.07320000000000002,17.500000000000004,0.07300000000000001,27.900000000000002
2021-12-19,PIT,TEN,43.5,0.5555555555555556,21.75,2021,15,0.0288,5.9,0.2257,23.5,0.2725,44.199999999999996,0.037500000000000006,12.6,0.0398,16.600000000000005
2021-12-19,JAC,HOU,40.0,0.7142857142857143,23.0,2021,15,0.1742,6.1,0.4323,17.7,0.1728,34.1,0.0853,9.5001,0.04,14.1
2021-12-19,DET,ARI,48.0,0.15384615384615385,17.75,2021,15,0.0042,4.8,0.0309,15.5,0.13920000000000002,33.1,0.017,10.719999999999999,0.0062,13.300000000000002
2021-12-19,SF,ATL,47.5,0.8,28.0,2021,15,0.0635,7.4,0.1923,19.46,0.23779999999999998,43.199999999999996,0.2173,19.599999999999994,0.1023,16.999999999999996
2021-12-19,DEN,CIN,44.0,0.6153846153846154,23.5,2021,15,0.0615,7.0,0.1708,27.999999999999996,0.0831,32.2,0.0498,16.199999999999996,0.029,15.999999999999995
2021-12-19,TB,NO,45.5,0.8571428571428571,28.5,2021,15,,,,,,,,,,
