Name_ID,ID,Pos
Titans  (20168204),20168204,DST
Browns  (20168211),20168211,DST
Dolphins  (20168206),20168206,DST
Bills  (20168209),20168209,DST
49ers  (20168205),20168205,DST
Ravens  (20168208),20168208,DST
Panthers  (20168217),20168217,DST
Eagles  (20168214),20168214,DST
Cardinals  (20168207),20168207,DST
Saints  (20168213),20168213,DST
WAS Football Team  (20168221),20168221,DST
Packers  (20168210),20168210,DST
Raiders  (20168219),20168219,DST
Cowboys  (20168215),20168215,DST
Bengals  (20168216),20168216,DST
Bears  (20168220),20168220,DST
Seahawks  (20168218),20168218,DST
Colts  (20168212),20168212,DST
Jets  (20168222),20168222,DST
Vikings  (20168224),20168224,DST
Jaguars  (20168223),20168223,DST
Texans  (20168227),20168227,DST
Chiefs  (20168225),20168225,DST
Lions  (20168226),20168226,DST
Josh Allen (20167077),20167077,QB
Patrick Mahomes (20167080),20167080,QB
Dak Prescott (20167081),20167081,QB
Jalen Hurts (20167083),20167083,QB
Aaron Rodgers (20167082),20167082,QB
Joe Burrow (20167085),20167085,QB
Russell Wilson (20167086),20167086,QB
Ryan Tannehill (20167084),20167084,QB
Derek Carr (20167088),20167088,QB
Tua Tagovailoa (20167091),20167091,QB
Kirk Cousins (20167087),20167087,QB
Cam Newton (20167101),20167101,QB
Tyler Huntley (20167123),20167123,QB
Justin Fields (20167089),20167089,QB
Jimmy Garoppolo (20167090),20167090,QB
Taylor Heinicke (20167095),20167095,QB
Carson Wentz (20167092),20167092,QB
Baker Mayfield (20167094),20167094,QB
Tyrod Taylor (20167104),20167104,QB
Trevor Lawrence (20167096),20167096,QB
Trevor Siemian (20167097),20167097,QB
Joe Flacco (20167117),20167117,QB
Colt McCoy (20167109),20167109,QB
Tim Boyle (20167141),20167141,QB
Christian McCaffrey (20167158),20167158,RB
Davante Adams (20167464),20167464,WR
Tyreek Hill (20167468),20167468,WR
Stefon Diggs (20167470),20167470,WR
Dalvin Cook (20167162),20167162,RB
Deebo Samuel (20167474),20167474,WR
A.J. Brown (20167472),20167472,WR
CeeDee Lamb (20167476),20167476,WR
Nick Chubb (20167166),20167166,RB
Ja'Marr Chase (20167478),20167478,WR
