Name_ID,ID,Pos
Steelers  (15356388),15356388,DST
49ers  (15356386),15356386,DST
Bills  (15356387),15356387,DST
Ravens  (15356390),15356390,DST
Chiefs  (15356392),15356392,DST
Bears  (15356389),15356389,DST
Titans  (15356391),15356391,DST
Rams  (15356398),15356398,DST
Eagles  (15356400),15356400,DST
Buccaneers  (15356397),15356397,DST
Colts  (15356403),15356403,DST
Cardinals  (15356396),15356396,DST
Vikings  (15356394),15356394,DST
WAS Football Team  (15356395),15356395,DST
Packers  (15356393),15356393,DST
Cowboys  (15356399),15356399,DST
Broncos  (15356402),15356402,DST
Dolphins  (15356409),15356409,DST
Giants  (15356404),15356404,DST
Chargers  (15356410),15356410,DST
Jets  (15356411),15356411,DST
Jaguars  (15356405),15356405,DST
Lions  (15356408),15356408,DST
Falcons  (15356401),15356401,DST
Panthers  (15356407),15356407,DST
Texans  (15356406),15356406,DST
Lamar Jackson (15355524),15355524,QB
Dak Prescott (15355527),15355527,QB
Patrick Mahomes (15355525),15355525,QB
Josh Allen (15355528),15355528,QB
Kyler Murray (15355534),15355534,QB
Aaron Rodgers (15355526),15355526,QB
Matt Ryan (15355529),15355529,QB
Deshaun Watson (15355531),15355531,QB
Tom Brady (15355530),15355530,QB
Ben Roethlisberger (15355532),15355532,QB
Carson Wentz (15355535),15355535,QB
Matthew Stafford (15355533),15355533,QB
Jared Goff (15355541),15355541,QB
Ryan Tannehill (15355538),15355538,QB
Gardner Minshew II (15355540),15355540,QB
Philip Rivers (15355537),15355537,QB
Jimmy Garoppolo (15355543),15355543,QB
Mitchell Trubisky (15355544),15355544,QB
Kirk Cousins (15355536),15355536,QB
Tyrod Taylor (15355546),15355546,QB
Teddy Bridgewater (15355539),15355539,QB
Daniel Jones (15355542),15355542,QB
Dwayne Haskins Jr. (15355549),15355549,QB
Ryan Fitzpatrick (15355547),15355547,QB
Drew Lock (15355545),15355545,QB
Sam Darnold (15355550),15355550,QB
Ezekiel Elliott (15355596),15355596,RB
Davante Adams (15355828),15355828,WR
Christian McCaffrey (15355592),15355592,RB
Julio Jones (15355834),15355834,WR
Derrick Henry (15355598),15355598,RB
DeAndre Hopkins (15355830),15355830,WR
Dalvin Cook (15355600),15355600,RB
Saquon Barkley (15355594),15355594,RB
Allen Robinson II (15355850),15355850,WR
Tyreek Hill (15355832),15355832,WR
Adam Thielen (15355836),15355836,WR
Calvin Ridley (15355840),15355840,WR
Austin Ekeler (15355608),15355608,RB
Clyde Edwards-Helaire (15355602),15355602,RB
JuJu Smith-Schuster (15355846),15355846,WR
Travis Kelce (15356178),15356178,TE
Aaron Jones (15355604),15355604,RB
Amari Cooper (15355854),15355854,WR
Robert Woods (15355852),15355852,WR
Kenyan Drake (15355616),15355616,RB
DJ Moore (15355856),15355856,WR
Mike Evans (15355848),15355848,WR
Jonathan Taylor (15355620),15355620,RB
Cooper Kupp (15355842),15355842,WR
Terry McLaurin (15355874),15355874,WR
Mark Andrews (15356182),15356182,TE
DJ Chark Jr. (15355866),15355866,WR
Marquise Brown (15355862),15355862,WR
T.Y. Hilton (15355876),15355876,WR
Keenan Allen (15355878),15355878,WR
Todd Gurley II (15355612),15355612,RB
Michael Gallup (15355882),15355882,WR
Raheem Mostert (15355610),15355610,RB
Miles Sanders (15355614),15355614,RB
Will Fuller V (15355858),15355858,WR
David Johnson (15355618),15355618,RB
Zach Ertz (15356184),15356184,TE
Stefon Diggs (15355844),15355844,WR
Marvin Jones Jr. (15355880),15355880,WR
Ronald Jones II (15355636),15355636,RB
Diontae Johnson (15355932),15355932,WR
Nyheim Hines (15355628),15355628,RB
CeeDee Lamb (15355924),15355924,WR
Courtland Sutton (15355868),15355868,WR
Hunter Henry (15356190),15356190,TE
Darius Slayton (15355900),15355900,WR
Parris Campbell (15355930),15355930,WR
John Brown (15355870),15355870,WR
Anthony Miller (15355894),15355894,WR
Melvin Gordon III (15355634),15355634,RB
Jerry Jeudy (15355908),15355908,WR
Corey Davis (15355960),15355960,WR
Mark Ingram II (15355626),15355626,RB
Sterling Shepard (15355884),15355884,WR
Devin Singletary (15355630),15355630,RB
Tyler Higbee (15356194),15356194,TE
David Montgomery (15355624),15355624,RB
J.K. Dobbins (15355640),15355640,RB
DeVante Parker (15355872),15355872,WR
DeSean Jackson (15355896),15355896,WR
Hayden Hurst (15356196),15356196,TE
Dallas Goedert (15356192),15356192,TE
Tarik Cohen (15355650),15355650,RB
Preston Williams (15355916),15355916,WR
T.J. Hockenson (15356188),15356188,TE
Mike Williams (15355946),15355946,WR
Robby Anderson (15355892),15355892,WR
Sammy Watkins (15355910),15355910,WR
Evan Engram (15356186),15356186,TE
Zack Moss (15355652),15355652,RB
Christian Kirk (15355938),15355938,WR
Allen Lazard (15355890),15355890,WR
Scotty Miller (15355958),15355958,WR
Malcolm Brown (15355622),15355622,RB
Brandin Cooks (15355902),15355902,WR
Russell Gage (15355912),15355912,WR
Antonio Gibson (15355686),15355686,RB
Marquez Valdes-Scantling (15355926),15355926,WR
Jalen Reagor (15355956),15355956,WR
Noah Fant (15356200),15356200,TE
Jonnu Smith (15356204),15356204,TE
Curtis Samuel (15355922),15355922,WR
Larry Fitzgerald (15355928),15355928,WR
Golden Tate (15355904),15355904,WR
Breshad Perriman (15355972),15355972,WR
Mike Gesicki (15356208),15356208,TE
Chris Herndon (15356226),15356226,TE
Keelan Cole (15355942),15355942,WR
Quintez Cephus (15355974),15355974,WR
Kendrick Bourne (15355906),15355906,WR
James Robinson (15355680),15355680,RB
Laviska Shenault Jr. (15355948),15355948,WR
O.J. Howard (15356210),15356210,TE
Logan Thomas (15356218),15356218,TE
Danny Amendola (15355914),15355914,WR
Steven Sims Jr. (15355920),15355920,WR
Randall Cobb (15355936),15355936,WR
James Conner (15355606),15355606,RB
Greg Ward (15355950),15355950,WR
Tevin Coleman (15355802),15355802,RB
Justin Watson (15356006),15356006,WR
Braxton Berrios (15356168),15356168,WR
Benny Snell Jr. (15355672),15355672,RB
Joshua Kelley (15355660),15355660,RB
Brandon Aiyuk (15355944),15355944,WR
Darnell Mooney (15356158),15356158,WR
James Washington (15355954),15355954,WR
Cole Beasley (15355918),15355918,WR
Leonard Fournette (15355654),15355654,RB
Rob Gronkowski (15356206),15356206,TE
Jordan Akins (15356230),15356230,TE
Jerick McKinnon (15355692),15355692,RB
D'Andre Swift (15355646),15355646,RB
Justin Jefferson (15355934),15355934,WR
Miles Boykin (15355952),15355952,WR
Eric Ebron (15356202),15356202,TE
Adam Humphries (15356020),15356020,WR
Chris Thompson (15355774),15355774,RB
Jordan Reed (15356288),15356288,TE
Chris Hogan (15356032),15356032,WR
Michael Pittman Jr. (15355998),15355998,WR
Olabisi Johnson (15355966),15355966,WR
Jimmy Graham (15356212),15356212,TE
Cam Akers (15355668),15355668,RB
Demarcus Robinson (15356000),15356000,WR
Chase Edmonds (15355662),15355662,RB
Adrian Peterson (15355658),15355658,RB
Kalif Raymond (15356136),15356136,WR
Alexander Mattison (15355684),15355684,RB
Boston Scott (15355644),15355644,RB
Frank Gore (15355676),15355676,RB
Jordan Howard (15355656),15355656,RB
Irv Smith Jr. (15356252),15356252,TE
Tim Patrick (15355978),15355978,WR
Ian Thomas (15356236),15356236,TE
Peyton Barber (15355678),15355678,RB
Darrel Williams (15355716),15355716,RB
Van Jefferson Jr. (15356144),15356144,WR
Tony Pollard (15355648),15355648,RB
Myles Gaskin (15355688),15355688,RB
Dan Arnold (15356228),15356228,TE
Mo Alie-Cox (15356244),15356244,TE
Dontrelle Inman (15356002),15356002,WR
Tyler Eifert (15356248),15356248,TE
Dawson Knox (15356214),15356214,TE
Kyle Rudolph (15356222),15356222,TE
Kenny Stills (15355996),15355996,WR
Willie Snead IV (15355940),15355940,WR
Chase Claypool (15356108),15356108,WR
Jamaal Williams (15355690),15355690,RB
Kerryon Johnson (15355818),15355818,RB
Dalton Schultz (15356216),15356216,TE
Jalen Guyton (15356056),15356056,WR
Matt Breida (15355670),15355670,RB
Josh Reynolds (15355962),15355962,WR
Zach Pascal (15355980),15355980,WR
Gabriel Davis (15356080),15356080,WR
J.D. McKissic (15355694),15355694,RB
