Name_ID,ID,Pos
Ravens  (15513305),15513305,DST
Rams  (15513306),15513306,DST
Buccaneers  (15513311),15513311,DST
Colts  (15513313),15513313,DST
Bills  (15513308),15513308,DST
Cardinals  (15513309),15513309,DST
Bears  (15513317),15513317,DST
Saints  (15513310),15513310,DST
Seahawks  (15513312),15513312,DST
Chargers  (15513319),15513319,DST
Cowboys  (15513314),15513314,DST
Bengals  (15513320),15513320,DST
Texans  (15513326),15513326,DST
Jaguars  (15513318),15513318,DST
Browns  (15513327),15513327,DST
Panthers  (15513324),15513324,DST
Vikings  (15513322),15513322,DST
Giants  (15513325),15513325,DST
Raiders  (15513323),15513323,DST
WAS Football Team  (15513329),15513329,DST
Lions  (15513328),15513328,DST
Dolphins  (15513330),15513330,DST
Russell Wilson (15512426),15512426,QB
Lamar Jackson (15512425),15512425,QB
Dak Prescott (15512429),15512429,QB
Josh Allen (15512428),15512428,QB
Kyler Murray (15512430),15512430,QB
Deshaun Watson (15512432),15512432,QB
Jared Goff (15512431),15512431,QB
Joe Burrow (15512435),15512435,QB
Matthew Stafford (15512439),15512439,QB
Ryan Fitzpatrick (15512448),15512448,QB
Drew Brees (15512440),15512440,QB
Gardner Minshew II (15512438),15512438,QB
Tom Brady (15512436),15512436,QB
Baker Mayfield (15512442),15512442,QB
Kirk Cousins (15512445),15512445,QB
Teddy Bridgewater (15512446),15512446,QB
Nick Foles (15512444),15512444,QB
Daniel Jones (15512452),15512452,QB
Philip Rivers (15512447),15512447,QB
Derek Carr (15512450),15512450,QB
Justin Herbert (15512441),15512441,QB
Dwayne Haskins Jr. (15512453),15512453,QB
Taysom Hill (15512476),15512476,QB
Alvin Kamara (15512493),15512493,RB
Ezekiel Elliott (15512495),15512495,RB
DeAndre Hopkins (15512739),15512739,WR
Dalvin Cook (15512497),15512497,RB
Tyler Lockett (15512743),15512743,WR
DK Metcalf (15512747),15512747,WR
Kenyan Drake (15512519),15512519,RB
Jonathan Taylor (15512509),15512509,RB
Allen Robinson II (15512753),15512753,WR
Austin Ekeler (15512501),15512501,RB
Amari Cooper (15512755),15512755,WR
Adam Thielen (15512759),15512759,WR
Stefon Diggs (15512749),15512749,WR
Cooper Kupp (15512751),15512751,WR
DJ Moore (15512789),15512789,WR
Keenan Allen (15512761),15512761,WR
Josh Jacobs (15512507),15512507,RB
Robert Woods (15512767),15512767,WR
Mike Evans (15512765),15512765,WR
Chris Carson (15512515),15512515,RB
Odell Beckham Jr. (15512783),15512783,WR
James Robinson (15512511),15512511,RB
Kenny Golladay (15512777),15512777,WR
Nick Chubb (15512503),15512503,RB
Joe Mixon (15512525),15512525,RB
Mike Davis (15512527),15512527,RB
Tyler Boyd (15512773),15512773,WR
David Johnson (15512531),15512531,RB
DeVante Parker (15512785),15512785,WR
Terry McLaurin (15512781),15512781,WR
Devin Singletary (15512521),15512521,RB
Darrell Henderson Jr. (15512523),15512523,RB
David Montgomery (15512535),15512535,RB
Kareem Hunt (15512517),15512517,RB
Will Fuller V (15512779),15512779,WR
Mark Andrews (15513095),15513095,TE
Darren Waller (15513101),15513101,TE
Myles Gaskin (15512543),15512543,RB
Michael Gallup (15512771),15512771,WR
Tyler Higbee (15513097),15513097,TE
CeeDee Lamb (15512799),15512799,WR
Robby Anderson (15512797),15512797,WR
Marquise Brown (15512769),15512769,WR
Ronald Jones II (15512555),15512555,RB
Jarvis Landry (15512809),15512809,WR
Mike Gesicki (15513103),15513103,TE
T.Y. Hilton (15512801),15512801,WR
Antonio Gibson (15512563),15512563,RB
A.J. Green (15512793),15512793,WR
Brandin Cooks (15512837),15512837,WR
Marvin Jones Jr. (15512817),15512817,WR
Darius Slayton (15512813),15512813,WR
Hunter Henry (15513109),15513109,TE
DJ Chark Jr. (15512775),15512775,WR
John Brown (15512805),15512805,WR
Justin Jefferson (15512803),15512803,WR
Hunter Renfrow (15512833),15512833,WR
Emmanuel Sanders (15512821),15512821,WR
Golden Tate (15512835),15512835,WR
T.J. Hockenson (15513107),15513107,TE
Laviska Shenault Jr. (15512851),15512851,WR
Tre'Quan Smith (15512815),15512815,WR
Cole Beasley (15512831),15512831,WR
Tee Higgins (15512841),15512841,WR
Preston Williams (15512839),15512839,WR
Mark Ingram II (15512529),15512529,RB
Keelan Cole (15512845),15512845,WR
Curtis Samuel (15512829),15512829,WR
Evan Engram (15513111),15513111,TE
Randall Cobb (15512823),15512823,WR
Anthony Miller (15512819),15512819,WR
Nyheim Hines (15512557),15512557,RB
Christian Kirk (15512853),15512853,WR
Scotty Miller (15512863),15512863,WR
Dalton Schultz (15513113),15513113,TE
Zach Pascal (15512855),15512855,WR
Latavius Murray (15512545),15512545,RB
Logan Thomas (15513131),15513131,TE
J.K. Dobbins (15512547),15512547,RB
Larry Fitzgerald (15512847),15512847,WR
Devonta Freeman (15512551),15512551,RB
Adrian Peterson (15512559),15512559,RB
Nelson Agholor (15512895),15512895,WR
Joshua Kelley (15512541),15512541,RB
Austin Hooper (15513119),15513119,TE
Jordan Akins (15513143),15513143,TE
Jimmy Graham (15513125),15513125,TE
Tyler Johnson (15512921),15512921,WR
Danny Amendola (15512875),15512875,WR
Malcolm Brown (15512553),15512553,RB
Jalen Guyton (15512907),15512907,WR
Chris Thompson (15512587),15512587,RB
Reece Fountain (15513077),15513077,WR
Josh Reynolds (15512861),15512861,WR
Mo Alie-Cox (15513121),15513121,TE
Chris Conley (15512889),15512889,WR
Dontrelle Inman (15512887),15512887,WR
David Moore (15512903),15512903,WR
Willie Snead IV (15512871),15512871,WR
Antonio Gandy-Golden (15512933),15512933,WR
Deonte Harris (15512909),15512909,WR
Drew Sample (15513137),15513137,TE
Isaiah Ford (15512891),15512891,WR
Isaiah Wright (15513051),15513051,WR
Rob Gronkowski (15513127),15513127,TE
K.J. Hill (15513033),15513033,WR
Tyler Eifert (15513135),15513135,TE
O.J. Howard (15513145),15513145,TE
Chase Edmonds (15512577),15512577,RB
D'Andre Swift (15512571),15512571,RB
Miles Boykin (15512873),15512873,WR
Alexander Mattison (15512619),15512619,RB
Irv Smith Jr. (15513213),15513213,TE
Kerryon Johnson (15512733),15512733,RB
Giovani Bernard (15512569),15512569,RB
KhaDarel Hodge (15512919),15512919,WR
J.D. McKissic (15512703),15512703,RB
Greg Olsen (15513117),15513117,TE
Darnell Mooney (15513081),15513081,WR
Ashton Dulin (15513075),15513075,WR
Dion Lewis (15512567),15512567,RB
Damion Ratley (15512935),15512935,WR
Gabriel Davis (15512923),15512923,WR
C.J. Board (15512975),15512975,WR
Andy Isabella (15512843),15512843,WR
Adam Trautman (15513295),15513295,TE
Zack Moss (15512573),15512573,RB
Zay Jones (15512963),15512963,WR
Van Jefferson Jr. (15512983),15512983,WR
Travis Homer (15512653),15512653,RB
Jack Doyle (15513129),15513129,TE
Darren Fells (15513147),15513147,TE
Ian Thomas (15513153),15513153,TE
Gus Edwards (15512697),15512697,RB
Kyle Rudolph (15513141),15513141,TE
Kenny Stills (15512917),15512917,WR
Jordan Howard (15512583),15512583,RB
Matt Breida (15512661),15512661,RB
Olabisi Johnson (15512929),15512929,WR
Dawson Knox (15513133),15513133,TE
Dan Arnold (15513169),15513169,TE
