Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Houston (HOU)HOU DST,HOU,BUF,1,6,1.6,1.1
2,Chicago (CHI)CHI DST,CHI,MIA,1,5,2.4,1.1
3,Minnesota (MIN)MIN DST,MIN,ARI,2,6,2.9,0.9
4,Jacksonville (JAC)JAC DST,JAC,DAL,1,6,3.6,1.2
5,Green Bay (GB)GB DST,GB,SF,2,12,5.7,1.6
6,Los Angeles (LAR)LAR DST,LAR,DEN,3,15,6.0,2.0
7,Baltimore (BAL)BAL DST,BAL,TEN,4,13,6.7,0.9
8,Philadelphia (PHI)PHI DST,PHI,NYG,5,13,8.0,0.9
9,New York (NYJ)NYJ DST,NYJ,IND,8,23,9.9,1.5
10,Dallas (DAL)DAL DST,DAL,JAC,7,17,11.0,1.7
11,Tennessee (TEN)TEN DST,TEN,BAL,7,15,11.1,1.5
12,Seattle (SEA)SEA DST,SEA,OAK,9,24,12.6,1.7
13,Los Angeles (LAC)LAC DST,LAC,CLE,7,22,11.8,2.2
14,Carolina (CAR)CAR DST,CAR,WAS,6,22,14.6,2.5
15,Indianapolis (IND)IND DST,IND,NYJ,10,20,15.7,1.3
16,Miami (MIA)MIA DST,MIA,CHI,9,21,16.1,1.9
17,Washington (WAS)WAS DST,WAS,CAR,8,22,16.6,2.1
18,Cleveland (CLE)CLE DST,CLE,LAC,9,21,17.2,2.3
19,Buffalo (BUF)BUF DST,BUF,HOU,9,23,17.6,1.6
20,New York (NYG)NYG DST,NYG,PHI,18,23,20.1,0.8
21,Cincinnati (CIN)CIN DST,CIN,PIT,12,22,20.8,1.0
22,Pittsburgh (PIT)PIT DST,PIT,CIN,12,25,21.6,1.3
23,Atlanta (ATL)ATL DST,ATL,TB,11,25,23.0,1.6
24,Oakland (OAK)OAK DST,OAK,SEA,21,29,24.0,1.0
25,Arizona (ARI)ARI DST,ARI,MIN,14,26,24.3,0.9
26,New England (NE)NE DST,NE,KC,19,29,26.3,0.5
27,Denver (DEN)DEN DST,DEN,LAR,25,28,26.8,0.7
28,San Francisco (SF)SF DST,SF,GB,26,30,27.8,0.5
29,Tampa Bay (TB)TB DST,TB,ATL,27,30,29.0,0.4
30,Kansas City (KC)KC DST,KC,NE,28,30,29.9,0.4
