Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Todd Gurley,LAR,DEN,1,3,1.1,0.4
2,Melvin Gordon,LAC,CLE,1,5,2.2,0.6
3,Saquon Barkley,NYG,PHI,2,7,3.6,1.0
4,Christian McCaffrey,CAR,WAS,1,8,3.7,1.0
5,Ezekiel Elliott,DAL,JAC,2,13,5.7,1.6
6,James Conner,PIT,CIN,5,17,7.1,1.8
7,Kareem Hunt,KC,NE,3,12,7.6,2.1
8,James White,NE,KC,5,13,8.1,1.9
9,Joe Mixon,CIN,PIT,4,12,8.1,1.8
10,T.J. Yeldon,JAC,DAL,7,15,9.2,1.2
11,Sony Michel,NE,KC,3,14,10.3,1.9
12,David Johnson,ARI,MIN,10,17,12.1,1.5
13,Tevin Coleman,ATL,TB,7,32,14.2,3.1
14,Marshawn Lynch,OAK,SEA,12,21,15.0,1.8
15,Carlos Hyde,CLE,LAC,12,21,15.4,1.8
16,Jordan Howard,CHI,MIA,9,26,16.1,2.0
17,Phillip Lindsay,DEN,LAR,13,34,17.7,2.4
18,Chris Carson,SEA,OAK,11,22,17.8,1.7
19,LeSean McCoy,BUF,HOU,15,33,20.8,2.9
20,Bilal Powell,NYJ,IND,11,34,23.0,4.1
21,Nyheim Hines,IND,NYJ,18,41,24.2,3.8
22,Isaiah Crowell,NYJ,IND,17,36,25.2,5.1
23,Tarik Cohen,CHI,MIA,18,32,25.3,3.5
24,Adrian Peterson,WAS,CAR,20,44,26.4,4.8
25,Austin Ekeler,LAC,CLE,20,38,26.5,4.9
26,Aaron Jones,GB,SF,18,47,27.1,3.2
27,Wendell Smallwood,PHI,NYG,20,40,27.6,5.2
28,Alfred Morris,SF,GB,20,46,29.4,3.8
29,Lamar Miller,HOU,BUF,19,46,30.8,3.7
30,Dion Lewis,TEN,BAL,14,41,30.9,5.6
31,Alex Collins,BAL,TEN,19,39,31.4,2.7
32,Javorius Allen,BAL,TEN,17,40,31.9,3.2
33,Kyle Juszczyk,SF,GB,19,51,32.4,6.5
34,Corey Clement,PHI,NYG,22,43,34.0,5.1
35,Mike Davis,SEA,OAK,18,44,34.5,4.8
36,Kenyan Drake,MIA,CHI,25,43,35.7,4.0
37,Latavius Murray,MIN,ARI,12,51,36.9,10.4
38,Royce Freeman,DEN,LAR,26,48,38.0,2.6
39,Ito Smith,ATL,TB,24,60,40.0,6.0
40,Ty Montgomery,GB,SF,37,49,41.2,2.4
41,Duke Johnson,CLE,LAC,34,47,41.1,2.3
42,Ronald Jones II,TB,ATL,37,50,43.5,2.6
43,Jalen Richard,OAK,SEA,36,53,43.9,3.4
44,Frank Gore,MIA,CHI,38,50,44.5,2.2
45,Alfred Blue,HOU,BUF,28,53,46.0,3.2
46,Derrick Henry,TEN,BAL,34,51,46.6,2.8
47,Jamaal Williams,GB,SF,37,52,47.6,2.6
