Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,5.8,74.2,0.5,0.1,13.3
Darren Waller,OAK,6.6,71.7,0.4,0.1,13.0
George Kittle,SF,5.9,71.5,0.5,0.1,13.0
Zach Ertz,PHI,5.7,62.8,0.6,0.1,12.4
Hunter Henry,LAC,4.7,58.3,0.5,0.0,11.3
Mark Andrews,BAL,4.3,54.5,0.5,0.0,10.6
Jack Doyle,IND,5.5,51.6,0.5,0.1,10.6
Austin Hooper,ATL,5.2,53.2,0.3,0.1,9.4
Jared Cook,NO,4.1,49.2,0.4,0.0,9.2
Mike Gesicki,MIA,4.0,45.4,0.3,0.0,8.5
Tyler Higbee,LAR,4.7,46.6,0.2,0.0,8.2
Ryan Griffin,NYJ,3.5,36.7,0.4,0.0,7.9
Kyle Rudolph,MIN,3.9,40.6,0.3,0.0,7.7
Dallas Goedert,PHI,3.9,41.1,0.2,0.1,7.4
Jacob Hollister,SEA,3.8,39.4,0.2,0.0,7.0
Noah Fant,DEN,3.7,43.9,0.1,0.0,6.9
Jason Witten,DAL,3.9,38.3,0.1,0.0,6.5
Vance McDonald,PIT,3.4,32.8,0.2,0.0,6.0
Darren Fells,HOU,2.7,29.0,0.2,0.0,5.5
Jonnu Smith,TEN,2.9,32.0,0.1,0.0,5.5
O.J. Howard,TB,2.7,33.8,0.1,0.0,5.4
Irv Smith Jr.,MIN,2.8,30.3,0.1,0.0,5.2
Jimmy Graham,GB,2.5,29.5,0.2,0.0,5.1
Ian Thomas,CAR,2.9,30.8,0.1,0.0,5.0
David Njoku,CLE,2.4,27.4,0.2,0.0,4.9
Dawson Knox,BUF,2.6,29.9,0.1,0.0,4.7
Tyler Eifert,CIN,2.3,24.5,0.1,0.0,4.2
Cameron Brate,TB,2.2,22.5,0.1,0.0,4.1
Jeremy Sprinkle,WAS,2.3,24.0,0.1,0.0,4.1
Benjamin Watson,NE,2.1,22.7,0.1,0.0,3.9
Jordan Akins,HOU,1.9,22.7,0.1,0.0,3.7
Anthony Firkser,TEN,1.7,21.1,0.1,0.0,3.7
Blake Jarwin,DAL,1.9,21.1,0.1,0.0,3.6
