Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Christian McCaffrey,CAR,ATL,1,3,1.0,0.2,23.8,0.04
2,Derrick Henry,TEN,OAK,1,6,2.9,1.0,17.0,1.0
3,Ezekiel Elliott,DAL,CHI,2,6,3.2,0.9,16.8,0.405
4,Nick Chubb,CLE,CIN,1,10,4.7,1.5,16.3,2.25
5,Leonard Fournette,JAC,LAC,2,19,4.8,1.2,16.3,0.72
6,Dalvin Cook,MIN,DET,2,11,5.8,1.9,16.2,1.805
7,Alvin Kamara,NO,SF,2,10,7.2,0.9,15.9,0.405
8,Melvin Gordon,LAC,JAC,2,11,7.9,1.9,15.9,1.805
9,Aaron Jones,GB,WAS,6,15,8.8,1.4,15.7,0.326666666667
10,Saquon Barkley,NYG,PHI,5,12,9.4,1.3,14.9,0.338
11,Todd Gurley,LAR,SEA,9,14,11.9,1.0,14.5,0.111111111111
12,Miles Sanders,PHI,NYG,9,20,12.4,1.9,14.4,0.401111111111
13,Mark Ingram,BAL,BUF,9,20,13.9,1.6,14.1,0.284444444444
14,Devonta Freeman,ATL,CAR,7,22,15.0,2.4,12.4,0.822857142857
15,Phillip Lindsay,DEN,HOU,9,21,15.9,1.3,12.0,0.187777777778
16,Josh Jacobs,OAK,TEN,10,40,16.3,5.0,12.1,2.5
17,Chris Carson,SEA,LAR,13,34,17.2,2.4,12.0,0.443076923077
18,Joe Mixon,CIN,CLE,13,22,17.4,2.1,11.8,0.339230769231
19,Austin Ekeler,LAC,JAC,14,32,18.9,2.0,11.8,0.285714285714
20,Devin Singletary,BUF,BAL,15,29,20.6,2.6,11.7,0.450666666667
21,Sony Michel,NE,KC,16,29,22.2,3.0,11.6,0.5625
22,David Montgomery,CHI,DAL,19,26,22.2,1.4,11.5,0.103157894737
23,James White,NE,KC,16,29,22.6,2.8,11.0,0.49
24,Kareem Hunt,CLE,CIN,21,31,25.0,1.9,10.5,0.171904761905
25,Benny Snell Jr.,PIT,ARI,18,44,25.4,2.8,10.3,0.435555555556
26,Derrius Guice,WAS,GB,16,39,27.0,4.1,9.4,1.050625
27,Jamaal Williams,GB,WAS,22,40,27.1,1.5,10.0,0.102272727273
28,Kenyan Drake,ARI,PIT,22,36,27.1,2.1,10.2,0.200454545455
29,LeSean McCoy,KC,NE,14,46,31.2,2.4,9.4,0.411428571429
30,Rashaad Penny,SEA,LAR,27,37,31.2,2.3,9.3,0.195925925926
31,Tarik Cohen,CHI,DAL,28,41,34.4,2.5,9.1,0.223214285714
32,Marlon Mack,IND,TB,21,61,35.0,11.7,9.1,6.51857142857
33,Carlos Hyde,HOU,DEN,25,44,35.3,2.4,8.7,0.2304
34,Bo Scarbrough,DET,MIN,24,45,35.4,3.7,8.8,0.570416666667
35,Ronald Jones II,TB,IND,30,42,35.6,3.0,8.7,0.3
36,Duke Johnson,HOU,DEN,29,44,36.3,3.6,8.5,0.446896551724
37,Alexander Mattison,MIN,DET,29,56,37.0,4.7,8.5,0.761724137931
38,Patrick Laird,MIA,NYJ,27,50,38.4,4.7,8.4,0.818148148148
39,Raheem Mostert,SF,NO,31,49,38.8,2.5,8.0,0.201612903226
40,Bilal Powell,NYJ,MIA,16,66,36.3,15.1,8.3,14.250625
41,Jaylen Samuels,PIT,ARI,32,52,40.6,3.2,7.6,0.32
42,Tevin Coleman,SF,NO,33,49,41.1,3.1,7.2,0.291212121212
43,Darwin Thompson,KC,NE,24,55,42.1,5.2,7.2,1.12666666667
44,Latavius Murray,NO,SF,37,53,45.0,3.4,7.2,0.312432432432
45,Royce Freeman,DEN,HOU,37,51,45.4,2.7,7.0,0.197027027027
46,Adrian Peterson,WAS,GB,37,52,45.7,3.4,6.9,0.312432432432
47,Peyton Barber,TB,IND,33,52,47.0,2.9,6.8,0.254848484848
48,Nyheim Hines,IND,TB,43,58,47.8,3.6,6.8,0.301395348837
49,Matt Breida,SF,NO,35,61,48.8,4.8,6.7,0.658285714286
50,David Johnson,ARI,PIT,39,61,50.9,3.1,6.6,0.24641025641
51,Rex Burkhead,NE,KC,47,59,52.5,2.8,6.4,0.166808510638
52,Jalen Richard,OAK,TEN,44,66,55.5,5.1,5.7,0.591136363636
53,J.D. McKissic,DET,MIN,47,67,55.6,3.7,6.2,0.291276595745
54,DeAndre Washington,OAK,TEN,42,64,56.4,5.7,5.4,0.773571428571
55,Gus Edwards,BAL,BUF,45,68,56.7,4.0,6.0,0.355555555556
56,Frank Gore,BUF,BAL,50,64,57.3,3.4,5.5,0.2312
57,Ty Montgomery,NYJ,MIA,43,74,54.2,9.3,5.1,2.01139534884
58,Brian Hill,ATL,CAR,48,70,57.6,4.6,5.4,0.440833333333
59,Giovani Bernard,CIN,CLE,54,68,60.2,2.6,4.6,0.125185185185
60,Jay Ajayi,PHI,NYG,54,67,58.6,2.9,4.6,0.155740740741
61,Jordan Wilkins,IND,TB,47,69,59.7,5.3,4.4,0.597659574468
62,Myles Gaskin,MIA,NYJ,46,66,60.3,3.8,4.4,0.313913043478
63,Jonathan Williams,IND,TB,39,87,61.6,10.4,4.2,2.77333333333
64,Dare Ogunbowale,TB,IND,61,74,66.8,3.0,4.3,0.147540983607
65,Chris Thompson,WAS,GB,41,72,65.5,3.9,4.2,0.370975609756
66,Dion Lewis,TEN,OAK,55,67,63.4,2.3,4.1,0.0961818181818
67,Ty Johnson,DET,MIN,52,75,65.0,5.5,4.0,0.581730769231
68,Chase Edmonds,ARI,PIT,57,76,67.7,3.8,3.7,0.253333333333
69,Malcolm Brown,LAR,SEA,59,70,66.3,2.2,3.7,0.0820338983051
70,Justice Hill,BAL,BUF,67,76,71.6,2.1,3.6,0.0658208955224
71,Kerrith Whyte,PIT,ARI,66,80,72.7,3.7,3.4,0.207424242424
72,Ryquell Armstead,JAC,LAC,67,78,72.9,2.0,3.5,0.0597014925373
73,Darrell Henderson,LAR,SEA,70,89,77.8,4.9,3.2,0.343
74,Ameer Abdullah,MIN,DET,70,83,74.3,2.7,3.3,0.104142857143
75,Qadree Ollison,ATL,CAR,64,83,74.7,3.3,2.7,0.17015625
76,Brandon Bolden,NE,KC,75,82,78.7,1.9,2.7,0.0481333333333
77,Boston Scott,PHI,NYG,73,85,79.2,3.5,2.0,0.167808219178
