Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
51,Marquez Valdes-Scantling,GB,LAC,41,80,51.8,5.8,9.8
52,Anthony Miller,CHI,PHI,44,66,54.1,4.2,9.8
53,Deebo Samuel,SF,ARI,49,64,54.6,2.7,9.8
54,Adam Humphries,TEN,CAR,51,63,55.2,2.8,9.6
55,Darius Slayton,NYG,DAL,47,76,56.8,5.7,9.4
56,Randall Cobb,DAL,NYG,45,63,57.4,3.7,9.3
57,Allen Lazard,GB,LAC,51,68,58.1,3.6,9.1
58,Taylor Gabriel,CHI,PHI,54,68,59.8,3.2,8.9
59,Geronimo Allison,GB,LAC,48,83,60.5,5.5,8.7
60,Hunter Renfrow,OAK,DET,45,70,60.5,3.4,8.6
61,DeSean Jackson,PHI,CHI,23,87,53.2,11.7,8.4
62,Nelson Agholor,PHI,CHI,46,76,63.1,4.5,8.5
63,DaeSean Hamilton,DEN,CLE,61,78,66.5,4.7,8.5
64,Jaron Brown,SEA,TB,57,76,67.4,3.3,8.5
65,Mecole Hardman,KC,MIN,58,95,68.0,8.5,8.3
66,Dante Pettis,SF,ARI,56,82,69.9,4.3,8.1
67,Willie Snead,BAL,NE,56,77,68.0,4.6,7.6
68,David Moore,SEA,TB,59,83,68.0,4.5,7.5
69,Olabisi Johnson,MIN,KC,62,85,70.8,5.0,7.4
70,Paul Richardson,WAS,BUF,59,85,71.2,4.1,7.4
71,James Washington,PIT,IND,58,87,72.0,5.5,7.4
72,Albert Wilson,MIA,NYJ,52,84,72.9,5.4,6.8
73,Trey Quinn,WAS,BUF,60,87,75.7,5.6,6.7
74,Demarcus Robinson,KC,MIN,57,82,70.4,4.3,6.4
75,Keke Coutee,HOU,JAC,59,97,75.8,7.4,6.4
76,Keelan Cole,JAC,HOU,49,98,70.4,13.9,6.2
77,Parris Campbell,IND,PIT,55,90,74.6,7.4,6.1
78,Chester Rogers,IND,PIT,52,99,79.0,10.8,6.0
79,Miles Boykin,BAL,NE,74,94,82.1,5.1,6.0
80,Zay Jones,OAK,DET,57,87,78.1,4.8,5.9
81,Tajae Sharpe,TEN,CAR,66,92,80.8,3.5,5.8
82,Jake Kumerow,GB,LAC,69,103,82.9,7.1,5.8
83,Jakobi Meyers,NE,BAL,70,100,80.6,5.5,5.8
84,Antonio Callaway,CLE,DEN,65,91,82.9,4.6,5.7
85,DeAndre Carter,HOU,JAC,74,90,83.2,4.2,5.7
86,Duke Williams,BUF,WAS,77,99,91.2,4.8,5.7
87,Trent Sherfield,ARI,SF,65,98,88.0,5.0,5.6
88,Jarius Wright,CAR,TEN,70,103,88.2,6.9,5.3
89,Cordarrelle Patterson,CHI,PHI,79,100,90.5,4.5,5.3
90,Kendrick Bourne,SF,ARI,63,93,84.7,2.9,5.3
91,Trevor Davis,OAK,DET,69,96,87.8,4.0,5.1
92,Allen Hurns,MIA,NYJ,82,101,93.6,4.6,5.1
93,Breshad Perriman,TB,SEA,81,126,93.9,8.5,5.0
94,Fred Brown,DEN,CLE,70,113,99.1,6.3,5.0
95,Tavon Austin,DAL,NYG,81,125,97.4,8.7,4.9
96,Cody Latimer,NYG,DAL,82,112,95.1,5.3,4.7
97,Marvin Hall,DET,OAK,85,118,101.0,5.5,4.6
98,Jakeem Grant,MIA,NYJ,86,122,100.6,7.4,4.6
99,Seth Roberts,BAL,NE,87,128,103.7,7.1,4.5
100,Damiere Byrd,ARI,SF,60,74,68.4,3.9,4.5
101,Rashard Higgins,CLE,DEN,90,111,101.8,5.0,4.5
102,Mack Hollins,PHI,CHI,85,121,99.1,7.9,4.3
103,Richie James,SF,ARI,90,119,101.6,5.3,4.3
104,Robert Foster,BUF,WAS,95,127,104.9,8.1,4.0
105,Diontae Spencer,DEN,CLE,90,123,107.7,7.9,3.9
106,Javon Wims,CHI,PHI,99,114,105.6,3.7,3.9
107,Kelvin Harmon,WAS,BUF,53,114,105.8,5.0,3.8
108,Deon Cain,IND,PIT,68,132,105.9,14.0,3.8
109,Malik Turner,SEA,TB,91,118,109.1,4.7,3.7
110,Pharoh Cooper,ARI,SF,94,122,109.3,6.7,3.8
111,Johnny Holton,PIT,IND,79,132,113.4,7.9,3.8
112,Steven Sims,WAS,BUF,88,117,109.0,7.3,3.7
113,Donte Moncrief,PIT,IND,89,130,106.1,8.9,3.7
114,Laquon Treadwell,MIN,KC,98,128,112.0,6.1,3.3
115,Vyncint Smith,NYJ,MIA,95,126,115.9,8.2,3.3
116,Bennie Fowler,NYG,DAL,101,124,110.5,4.3,3.3
117,KeeSean Johnson,ARI,SF,72,133,101.4,18.5,3.2
118,Scott Miller,TB,SEA,73,117,111.6,4.1,3.2
119,N'Keal Harry,NE,BAL,75,133,109.3,15.7,3.0
120,Geremy Davis,LAC,GB,104,130,114.6,5.7,3.1
121,Andy Isabella,ARI,SF,104,122,116.6,4.0,3.1
122,Chris Moore,BAL,NE,91,129,117.2,5.8,2.9
123,Andre Patton,LAC,GB,100,137,121.3,10.1,2.9
124,Ryan Switzer,PIT,IND,110,121,117.9,2.1,2.8
125,Andre Roberts,BUF,WAS,111,128,120.4,4.0,2.9
126,Braxton Berrios,NYJ,MIA,108,127,118.9,5.1,2.7
127,Juwann Winfree,DEN,CLE,119,132,124.9,4.0,2.7
128,J.J. Arcega-Whiteside,PHI,CHI,121,133,126.3,3.7,2.6
129,Keelan Doss,OAK,DET,95,134,126.0,7.2,2.6
130,Byron Pringle,KC,MIN,118,131,124.6,4.1,2.1
131,Justin Watson,TB,SEA,119,130,126.0,3.1,2.1
132,Isaiah McKenzie,BUF,WAS,120,132,128.3,2.8,1.8
133,Michael Walker,JAC,HOU,96,141,119.5,17.9,2.0
134,Isaiah Ford,MIA,NYJ,123,136,128.0,4.5,1.7
135,Gunner Olszewski,NE,BAL,108,138,131.9,4.0,1.8
136,Brandon Zylstra,CAR,TEN,114,133,126.6,6.8,1.6
137,Marcell Ateman,OAK,DET,116,140,135.2,2.3,1.4
138,Cedrick Wilson,DAL,NYG,99,142,137.2,3.2,1.3
139,Taywan Taylor,CLE,DEN,125,138,132.3,5.4,1.4
140,Ashton Dulin,IND,PIT,124,140,132.7,6.6,1.2
141,Riley Ridley,CHI,PHI,128,139,134.0,4.5,1.3
142,Jason Moore,LAC,GB,121,142,131.5,10.5,1.3
143,DeAndrew White,CAR,TEN,131,143,137.0,4.9,1.1
144,Devin Smith,DAL,NYG,135,137,136.0,1.0,1.1
145,Kalif Raymond,TEN,CAR,136,138,137.0,1.0,1.0
