Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,DeAndre Hopkins,HOU,JAC,1,7,2.1,0.9,23.5
2,Amari Cooper,DAL,NYG,1,6,2.3,1.4,18.6
3,Chris Godwin,TB,SEA,1,4,2.3,1.0,17.6
4,Tyler Lockett,SEA,TB,2,11,4.9,1.5,17.1
5,Kenny Golladay,DET,OAK,4,10,5.4,1.6,16.9
6,Mike Evans,TB,SEA,2,8,5.4,1.1,16.8
7,Julian Edelman,NE,BAL,3,14,7.4,2.1,16.4
8,D.J. Chark,JAC,HOU,3,12,8.0,1.5,16.3
9,Tyreek Hill,KC,MIN,3,16,9.1,1.6,16.2
10,Stefon Diggs,MIN,KC,7,24,10.8,1.6,15.6
11,Keenan Allen,LAC,GB,7,22,11.4,1.4,15.5
12,Allen Robinson,CHI,PHI,7,17,11.7,1.8,15.4
13,Adam Thielen,MIN,KC,11,24,13.4,1.7,15.3
14,JuJu Smith-Schuster,PIT,IND,11,18,15.2,1.1,15.0
15,John Brown,BUF,WAS,12,30,16.2,1.9,14.9
16,Davante Adams,GB,LAC,4,50,17.1,11.7,14.7
17,Odell Beckham Jr.,CLE,DEN,8,25,17.9,2.0,14.5
18,Michael Gallup,DAL,NYG,13,22,18.4,1.4,14.4
19,Tyrell Williams,OAK,DET,12,26,18.7,2.2,14.3
20,Marvin Jones,DET,OAK,12,29,18.8,2.3,14.2
21,D.K. Metcalf,SEA,TB,12,41,21.1,2.4,13.8
22,Courtland Sutton,DEN,CLE,14,51,22.3,3.6,13.4
23,Golden Tate,NYG,DAL,18,40,24.5,3.1,13.4
24,D.J. Moore,CAR,TEN,17,34,24.9,3.0,13.3
25,Mike Williams,LAC,GB,18,38,26.3,3.1,13.1
26,Alshon Jeffery,PHI,CHI,20,36,27.0,2.8,13.0
27,Robby Anderson,NYJ,MIA,16,36,27.0,3.7,13.0
28,Kenny Stills,HOU,JAC,20,48,28.9,4.3,12.9
29,Curtis Samuel,CAR,TEN,24,45,29.8,3.4,12.9
30,Christian Kirk,ARI,SF,23,37,30.1,3.2,12.6
31,Jarvis Landry,CLE,DEN,23,42,30.6,3.9,12.5
32,Terry McLaurin,WAS,BUF,20,58,30.9,6.2,12.3
33,Emmanuel Sanders,SF,ARI,23,42,31.7,3.5,12.2
34,Chris Conley,JAC,HOU,25,42,34.2,4.1,12.2
35,Jamison Crowder,NYJ,MIA,25,47,34.2,2.6,12.0
36,Devante Parker,MIA,NYJ,27,46,36.8,2.1,11.8
37,Larry Fitzgerald,ARI,SF,23,48,37.3,4.1,11.6
38,Preston Williams,MIA,NYJ,31,46,38.0,3.0,11.6
39,Diontae Johnson,PIT,IND,23,48,40.6,3.7,11.5
40,Corey Davis,TEN,CAR,30,52,41.1,4.3,11.5
41,Marquise Brown,BAL,NE,25,57,41.2,3.3,11.5
42,Sammy Watkins,KC,MIN,26,56,41.4,5.2,11.4
43,Danny Amendola,DET,OAK,24,53,42.7,5.2,11.3
44,A.J. Brown,TEN,CAR,35,54,44.8,3.9,11.3
45,Demaryius Thomas,NYJ,MIA,31,61,45.4,3.1,10.9
46,Cole Beasley,BUF,WAS,30,51,45.7,2.4,10.5
47,Phillip Dorsett,NE,BAL,38,56,46.0,4.0,10.5
48,Sterling Shepard,NYG,DAL,28,83,46.9,11.7,10.2
49,Zach Pascal,IND,PIT,32,56,47.3,5.0,10.0
50,Mohamed Sanu,NE,BAL,44,55,49.9,2.4,10.0
