Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
51,Dion Lewis,TEN,CAR,37,58,48.9,3.4,6.1
52,Gus Edwards,BAL,NE,46,64,56.1,2.5,6.0
53,Zach Zenner,ARI,SF,47,60,53.6,2.8,5.4
54,Dontrell Hilliard,CLE,DEN,45,62,53.9,3.5,5.2
55,Tony Pollard,DAL,NYG,47,59,54.2,2.6,5.0
56,Darrel Williams,KC,MIN,52,65,57.4,3.0,5.0
57,Justice Hill,BAL,NE,50,69,59.1,4.8,5.0
58,Ty Montgomery,NYJ,MIA,49,68,60.1,3.4,4.8
59,Jordan Wilkins,IND,PIT,55,67,61.1,3.0,4.8
60,Jeff Wilson,SF,ARI,51,82,62.7,7.9,4.7
61,Trey Edmunds,PIT,IND,48,86,63.3,10.2,4.7
62,Ryquell Armstead,JAC,HOU,59,71,63.1,2.6,4.1
63,Boston Scott,PHI,CHI,53,91,67.3,10.1,4.6
64,Wayne Gallman,NYG,DAL,59,75,64.3,3.6,3.6
65,Bilal Powell,NYJ,MIA,50,78,67.7,4.1,3.6
66,Reggie Bonnafon,CAR,TEN,62,76,66.4,3.1,3.5
67,Darren Sproles,PHI,CHI,44,69,55.6,6.5,3.6
68,Brandon Bolden,NE,BAL,58,88,71.2,4.9,3.5
69,CJ Ham,MIN,KC,63,80,68.1,4.6,3.3
70,Mike Davis,CHI,PHI,52,83,71.3,4.0,3.0
71,Paul Perkins,DET,OAK,47,83,67.9,8.0,3.0
72,Dan Vitale,GB,LAC,62,74,71.6,1.2,2.9
73,Andy Janovich,DEN,CLE,61,80,71.8,4.8,2.6
74,Elijhaa Penny,NYG,DAL,69,87,76.3,3.8,2.4
75,Alfred Morris,FA,,53,82,66.6,7.6,2.2
76,C.J. Prosise,SEA,TB,51,94,74.1,7.3,2.3
77,Alex Armah,CAR,TEN,70,89,77.8,3.4,2.1
78,Ameer Abdullah,MIN,KC,68,86,76.7,3.6,2.1
79,Jordan Scarlett,CAR,TEN,68,85,76.8,4.3,2.2
80,Patrick DiMarco,BUF,WAS,64,84,75.4,3.7,2.0
81,Roosevelt Nix,PIT,IND,50,82,74.6,6.8,2.0
82,James Conner,PIT,IND,26,83,54.1,22.0,2.2
83,Derek Watt,LAC,GB,74,84,80.6,2.6,1.9
84,D'Ernest Johnson,CLE,DEN,55,87,81.0,5.5,1.8
85,Nick Bawden,DET,OAK,53,86,80.4,3.4,1.7
86,T.J. Yeldon,BUF,WAS,78,90,84.8,3.1,1.7
87,Anthony Sherman,KC,MIN,75,88,83.7,3.0,1.6
88,Jamize Olawale,DAL,NYG,51,87,84.4,2.4,1.6
89,Myles Gaskin,MIA,NYJ,56,91,86.2,3.8,1.6
90,Darwin Thompson,KC,MIN,55,92,87.4,2.8,1.6
91,Justin Jackson,LAC,GB,85,94,89.8,2.2,1.4
92,Mike Boone,MIN,KC,86,96,91.5,2.2,1.3
93,Damien Harris,NE,BAL,83,95,91.0,3.1,1.2
94,Troymaine Pope,LAC,GB,84,98,90.0,4.0,1.2
95,Michael Burton,WAS,BUF,52,91,77.7,18.2,1.2
96,Javorius Allen,NYG,DAL,88,101,92.4,4.1,1.2
97,Patrick Laird,MIA,NYJ,79,96,91.3,4.3,1.1
98,Craig Reynolds,WAS,BUF,60,98,91.8,4.9,1.1
99,Devontae Booker,DEN,CLE,89,96,92.8,2.6,1.1
100,Alec Ingold,OAK,DET,57,100,93.6,6.3,1.3
101,Tony Brooks-James,PIT,IND,93,96,95.0,1.4,1.0
102,Dexter Williams,GB,LAC,94,97,95.5,1.5,1.0
103,Travis Homer,SEA,TB,95,99,97.7,1.9,0.9
