Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Christian McCaffrey,CAR,TEN,1,3,1.4,0.5,24.2
2,Dalvin Cook,MIN,KC,1,4,1.7,0.6,21.7
3,Ezekiel Elliott,DAL,NYG,2,5,3.3,0.6,20.6
4,Saquon Barkley,NYG,DAL,2,7,3.8,0.6,20.2
5,Aaron Jones,GB,LAC,4,11,6.1,1.3,18.8
6,Le'Veon Bell,NYJ,MIA,5,12,6.7,0.9,18.6
7,Nick Chubb,CLE,DEN,4,10,6.9,1.7,18.3
8,Leonard Fournette,JAC,HOU,2,14,7.2,1.7,18.1
9,Josh Jacobs,OAK,DET,6,11,8.8,0.7,17.9
10,Tevin Coleman,SF,ARI,9,15,11.3,1.4,17.4
11,Chris Carson,SEA,TB,10,30,12.0,2.1,16.8
12,Jaylen Samuels,PIT,IND,6,37,12.8,6.3,15.7
13,Austin Ekeler,LAC,GB,9,18,13.3,1.6,14.8
14,Derrick Henry,TEN,CAR,9,19,13.9,2.6,14.7
15,Phillip Lindsay,DEN,CLE,12,17,14.3,1.1,14.3
16,Marlon Mack,IND,PIT,14,21,15.6,1.3,14.1
17,Melvin Gordon,LAC,GB,13,23,16.5,1.3,13.9
18,James White,NE,BAL,13,26,18.2,2.1,13.7
19,Mark Ingram,BAL,NE,14,25,19.0,1.7,13.6
20,Royce Freeman,DEN,CLE,19,38,20.2,1.3,13.4
21,Sony Michel,NE,BAL,20,29,21.7,1.3,12.3
22,Jordan Howard,PHI,CHI,13,35,23.0,2.7,11.5
23,Carlos Hyde,HOU,JAC,18,33,23.2,1.7,11.8
24,David Montgomery,CHI,PHI,13,29,23.4,2.0,11.8
25,Mark Walton,MIA,NYJ,12,41,25.5,3.9,11.5
26,Adrian Peterson,WAS,BUF,20,35,26.0,3.3,11.4
27,Jamaal Williams,GB,LAC,21,37,26.7,2.8,11.3
28,LeSean McCoy,KC,MIN,25,38,28.7,2.4,11.3
29,Devin Singletary,BUF,WAS,24,34,29.3,2.4,10.7
30,Kenyan Drake,ARI,SF,16,41,29.4,3.4,10.5
31,Ty Johnson,DET,OAK,15,36,31.3,3.2,10.3
32,Frank Gore,BUF,WAS,24,35,32.0,1.7,9.9
33,Miles Sanders,PHI,CHI,27,37,32.2,1.9,9.9
34,Tarik Cohen,CHI,PHI,27,38,33.9,2.8,9.5
35,Damien Williams,KC,MIN,27,41,35.1,2.0,9.4
36,Matt Breida,SF,ARI,22,77,35.9,10.1,9.0
37,Duke Johnson,HOU,JAC,31,46,37.2,1.6,8.9
38,Ronald Jones II,TB,SEA,34,43,37.4,1.6,8.6
39,Nyheim Hines,IND,PIT,36,42,39.0,0.8,8.6
40,J.D. McKissic,DET,OAK,33,48,40.0,1.4,8.2
41,Alexander Mattison,MIN,KC,35,47,40.3,1.3,8.0
42,Peyton Barber,TB,SEA,38,44,41.9,1.3,7.9
43,Rex Burkhead,NE,BAL,40,51,45.3,2.9,7.6
44,Rashaad Penny,SEA,TB,41,57,46.1,2.4,7.5
45,DeAndre Washington,OAK,DET,43,56,47.9,2.7,7.5
46,Jalen Richard,OAK,DET,43,61,48.5,3.6,7.2
47,Raheem Mostert,SF,ARI,38,66,48.7,5.3,7.2
48,Kalen Ballage,MIA,NYJ,42,54,46.3,3.0,7.1
49,Dare Ogunbowale,TB,SEA,40,55,48.1,2.7,6.9
50,Wendell Smallwood,WAS,BUF,35,60,48.1,3.7,7.0
