Date,Year,Week,Team,Opp,Total_Score,Win_Prob,Expected_Points,OwnPer_RB,Expected_Points_RB,OwnPer_QB,Expected_Points_QB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_DST,Expected_Points_DST
2018-12-31,2018,17,IND,TEN,42.5,0.6993006993006989,23.5,,,,,,,,,,
2018-12-31,2018,17,TEN,IND,42.5,0.34482758620689696,19.0,,,,,,,,,,
2018-12-30,2018,17,ARI,SEA,39.5,0.137931034482759,12.5,0.023,18.099999999999994,0.0045,10.5,0.016,22.7,0.0,3.2000000000000006,0.011,6.3
2018-12-30,2018,17,ATL,TB,51.5,0.602409638554217,27.25,0.0585,21.299999999999994,0.0461,20.4,0.12390000000000001,50.6,0.0162,11.200000000000001,0.0055,6.6
2018-12-30,2018,17,BAL,CLE,40.5,0.7692307692307689,23.75,0.0608,26.900000000000002,0.0514,18.1,0.0128,25.69926,0.011699999999999999,14.0,0.0671,8.7
2018-12-30,2018,17,BUF,MIA,39.5,0.7142857142857142,22.5,0.0,15.568000000000001,0.0425,15.416000000000002,0.1145,30.559849999999997,0.0,7.856999999999999,0.0454,9.072000000000001
2018-12-30,2018,17,CAR,NO,41.5,0.263157894736842,17.0,0.0276,15.74,0.01,9.400000000000002,0.0411,24.8,0.0137,9.399999999999999,0.012,6.2
2018-12-30,2018,17,CHI,MIN,39.5,0.32258064516129,16.75,0.0401,26.400000000000002,0.0113,14.799999999999997,0.0339,26.5,0.008,11.3,0.061,8.5
2018-12-30,2018,17,CIN,PIT,45.0,0.153846153846154,15.5,0.0276,22.499999999999996,0.0037,12.1,0.012700000000000001,26.599999999999998,0.0191,9.099999999999998,0.0068,5.6
2018-12-30,2018,17,CLE,BAL,40.5,0.273972602739726,16.75,0.0131,22.099999999999998,0.006,15.200000000000005,0.0208,35.1,0.0087,12.8,0.0192,6.5
2018-12-30,2018,17,DAL,NYG,38.5,0.277777777777778,15.75,0.0406,20.50094,0.0097,17.0,0.038,23.88076,0.0053,8.800000000000002,0.0183,6.9
2018-12-30,2018,17,DEN,LAC,43.5,0.294117647058824,18.5,0.20729999999999998,23.240000000000002,0.0087,12.6,0.0757,31.6,0.0,8.9,0.0176,6.3
2018-12-30,2018,17,DET,GB,44.5,0.27027027027027,18.5,0.0,28.253999999999998,0.0052,12.969,0.0,11.940000000000001,0.0,3.4825000000000013,0.0107,6.3240000000000025
2018-12-30,2018,17,GB,DET,44.5,0.7751937984496121,26.0,0.2397,20.512200000000004,0.0767,20.691,0.07719999999999999,33.3558825,0.0347,13.930000000000001,0.033,9.4248
2018-12-30,2018,17,HOU,JAX,39.5,0.7633587786259541,23.25,0.0314,15.700000000000005,0.042,18.4,0.1247,30.1,0.005,10.599999999999998,0.0691,9.7
2018-12-30,2018,17,JAX,HOU,39.5,0.277777777777778,16.25,0.0,14.601089999999996,0.009000000000000001,14.700000000000001,0.0,27.799999999999994,0.0,5.7,0.0229,7.1
2018-12-30,2018,17,KC,OAK,52.5,0.9090909090909091,33.25,0.1885,29.539310000000004,0.1856,25.800000000000004,0.2112,41.4,0.2352,22.8,0.1109,8.0
2018-12-30,2018,17,LAC,DEN,43.5,0.75187969924812,25.0,0.1232,33.6,0.0348,17.399999999999995,0.118,41.89999999999999,0.0154,8.3,0.0507,8.2
2018-12-30,2018,17,LAR,SF,49.5,0.833333333333333,30.0,0.0775,28.075000000000003,0.0516,18.400000000000006,0.2403,46.599999999999994,0.0241,12.2,0.0457,8.7
2018-12-30,2018,17,MIA,BUF,39.5,0.327868852459016,17.0,0.0106,26.991999999999997,0.0045,11.467999999999995,0.0199,28.227,0.004,5.0440000000000005,0.0266,8.288000000000002
2018-12-30,2018,17,MIN,CHI,39.5,0.7142857142857142,22.75,0.0604,22.900000000000006,0.0248,16.39999999999999,0.1314,42.2,0.046,8.600000000000001,0.0654,8.2
2018-12-30,2018,17,NE,NYJ,46.5,0.892857142857143,30.25,0.1001,37.3,0.0463,17.799999999999994,0.1975,31.399999999999995,0.0895,9.720000000000002,0.0519,8.4
2018-12-30,2018,17,NO,CAR,41.5,0.7874015748031491,24.5,0.0293,17.301000000000005,0.0186,16.1,0.11599999999999999,30.240460000000002,0.019,9.399999999999999,0.0401,7.3
2018-12-30,2018,17,NYG,DAL,38.5,0.7633587786259541,22.75,0.1606,26.599999999999998,0.0095,14.0,0.0372,24.599999999999998,0.0406,16.1,0.0494,7.1
2018-12-30,2018,17,NYJ,NE,46.5,0.153846153846154,16.25,0.1146,19.4,0.0098,15.699999999999996,0.1961,24.2,0.0441,12.940000000000001,0.0097,6.2
2018-12-30,2018,17,OAK,KC,52.5,0.133333333333333,19.25,0.0298,25.099999999999998,0.0114,15.500000000000005,0.0579,28.499999999999996,0.0508,20.4,0.0036,4.7
2018-12-30,2018,17,PHI,WAS,43.0,0.7246376811594201,24.5,0.0627,26.000000000000007,0.0767,17.599999999999994,0.1728,35.5,0.1784,22.899999999999995,0.0731,8.1
2018-12-30,2018,17,PIT,CIN,45.0,0.892857142857143,29.5,0.1773,31.424999999999994,0.1543,21.3,0.3835,38.89999999999999,0.0225,14.500000000000004,0.0756,8.7
2018-12-30,2018,17,SEA,ARI,39.5,0.9090909090909091,27.0,0.0842,32.99999999999999,0.0045,18.2,0.044000000000000004,38.6,0.0088,8.900000000000002,0.0415,9.2
2018-12-30,2018,17,SF,LAR,49.5,0.21052631578947398,19.5,0.062,21.000000000000004,0.0049,13.000000000000002,0.0156,17.599999999999994,0.0746,16.7,0.004,5.2
2018-12-30,2018,17,TB,ATL,51.5,0.43478260869565205,24.25,0.03,21.8,0.0486,18.5,0.1956,43.6,0.0111,12.099999999999998,0.0069,6.1
2018-12-30,2018,17,WAS,PHI,43.0,0.317460317460317,18.5,0.0251,22.749999999999996,0.0091,14.1,0.0164,23.699250000000003,0.0,4.0,0.0243,6.2
