Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Tyreek Hill,KC,OAK,1,6,2.7,1.2
2,Julio Jones,ATL,TB,1,9,2.8,1.4
3,JuJu Smith-Schuster,PIT,CIN,1,8,3.3,1.5
4,DeAndre Hopkins,HOU,JAC,1,7,3.6,1.3
5,Robert Woods,LAR,SF,4,14,6.8,1.3
6,Julian Edelman,NE,NYJ,3,13,7.2,1.2
7,T.Y. Hilton,IND,TEN,5,12,7.7,1.8
8,Mike Evans,TB,ATL,5,12,8.2,1.8
9,Keenan Allen,LAC,DEN,4,12,9.6,1.2
10,Adam Thielen,MIN,CHI,9,16,11.2,1.2
11,Stefon Diggs,MIN,CHI,10,14,12.5,1.1
12,Brandin Cooks,LAR,SF,9,17,12.9,2.0
13,Robby Anderson,NYJ,NE,8,25,15.8,2.3
14,Doug Baldwin,SEA,ARI,13,25,18.6,3.6
15,Adam Humphries,TB,ATL,13,32,18.8,3.4
16,Calvin Ridley,ATL,TB,14,24,19.3,1.6
17,Tyler Lockett,SEA,ARI,15,27,19.3,2.3
18,Corey Davis,TEN,IND,17,35,20.1,2.4
19,Alshon Jeffery,PHI,WAS,14,27,20.4,3.4
20,Jarvis Landry,CLE,BAL,14,40,20.4,5.9
21,Jordy Nelson,OAK,KC,14,35,21.7,3.2
22,Sterling Shepard,NYG,DAL,20,35,24.1,2.6
23,Larry Fitzgerald,ARI,SEA,15,49,25.6,3.6
24,Josh Reynolds,LAR,SF,16,37,26.8,3.7
25,DaeSean Hamilton,DEN,LAC,21,41,28.6,4.1
26,Courtland Sutton,DEN,LAC,25,42,28.9,2.6
27,Mike Williams,LAC,DEN,21,42,29.1,3.8
28,Jamison Crowder,WAS,PHI,25,37,30.1,2.9
29,Chris Godwin,TB,ATL,23,38,30.7,4.1
30,Mohamed Sanu,ATL,TB,24,43,30.8,1.5
31,Dede Westbrook,JAC,HOU,27,36,32.1,2.6
32,Antonio Brown,PIT,CIN,1,38,13.7,10.2
33,Zay Jones,BUF,MIA,33,45,36.9,2.9
34,Curtis Samuel,CAR,NO,27,42,37.4,2.2
35,Robert Foster,BUF,MIA,10,58,37.4,12.3
36,Nelson Agholor,PHI,WAS,34,50,40.2,3.8
37,John Ross,CIN,PIT,35,65,41.6,4.2
38,D.J. Moore,CAR,NO,26,45,38.5,2.4
39,Taywan Taylor,TEN,IND,36,70,44.9,5.6
40,Golden Tate,PHI,WAS,32,52,41.1,4.1
41,Kenny Stills,MIA,BUF,42,59,48.6,2.2
42,Chris Conley,KC,OAK,36,70,43.5,5.1
43,Marquez Valdes-Scantling,GB,DET,19,68,43.8,9.4
44,Taylor Gabriel,CHI,MIN,32,61,45.8,5.3
45,Donte Moncrief,JAC,HOU,43,58,47.0,2.7
46,Anthony Miller,CHI,MIN,33,55,47.1,3.9
47,Chris Hogan,NE,NYJ,27,70,48.9,6.7
48,Antonio Callaway,CLE,BAL,36,61,51.1,4.8
49,Tyrell Williams,LAC,DEN,49,60,53.9,2.6
50,Kendrick Bourne,SF,LAR,25,73,49.3,14.0
51,Michael Gallup,DAL,NYG,47,74,55.4,3.3
52,Seth Roberts,OAK,KC,38,64,55.6,3.9
53,Willie Snead,BAL,CLE,47,65,56.5,3.0
54,Tim Patrick,DEN,LAC,41,81,62.8,10.1
55,Michael Crabtree,BAL,CLE,52,66,59.1,3.6
56,Isaiah McKenzie,BUF,MIA,37,70,54.2,9.0
57,Amari Cooper,DAL,NYG,30,75,48.7,12.4
58,Josh Doctson,WAS,PHI,31,74,61.5,6.4
59,Michael Thomas,NO,CAR,29,72,44.9,11.8
