Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Houston (HOU)HOU DST,HOU,JAC,1,3,1.5,0.8
2,Seattle (SEA)SEA DST,SEA,ARI,1,7,2.5,1.7
3,Los Angeles (LAR)LAR DST,LAR,SF,2,10,4.2,1.9
4,Pittsburgh (PIT)PIT DST,PIT,CIN,1,13,4.7,2.6
5,Baltimore (BAL)BAL DST,BAL,CLE,2,11,5.5,1.8
6,Chicago (CHI)CHI DST,CHI,MIN,1,17,7.5,3.7
7,New England (NE)NE DST,NE,NYJ,2,12,7.5,1.5
8,Minnesota (MIN)MIN DST,MIN,CHI,5,13,8.4,2.0
9,Indianapolis (IND)IND DST,IND,TEN,4,16,10.3,2.7
10,Los Angeles (LAC)LAC DST,LAC,DEN,5,12,9.2,1.7
11,Philadelphia (PHI)PHI DST,PHI,WAS,4,18,10.5,3.0
12,Buffalo (BUF)BUF DST,BUF,MIA,7,16,11.5,1.9
13,Kansas City (KC)KC DST,KC,OAK,7,17,13.0,2.1
14,Green Bay (GB)GB DST,GB,DET,4,19,14.3,3.5
15,Miami (MIA)MIA DST,MIA,BUF,8,17,14.5,1.4
16,New Orleans (NO)NO DST,NO,CAR,4,22,14.5,3.8
17,New York (NYG)NYG DST,NYG,DAL,11,22,16.6,2.3
18,Jacksonville (JAC)JAC DST,JAC,HOU,13,22,17.5,1.4
19,Dallas (DAL)DAL DST,DAL,NYG,5,22,18.4,1.8
20,Atlanta (ATL)ATL DST,ATL,TB,16,25,19.4,1.1
21,Cleveland (CLE)CLE DST,CLE,BAL,17,25,20.7,0.7
22,Tennessee (TEN)TEN DST,TEN,IND,11,25,21.2,1.8
23,Denver (DEN)DEN DST,DEN,LAC,22,24,23.3,0.5
24,Arizona (ARI)ARI DST,ARI,SEA,23,31,24.7,0.9
25,Washington (WAS)WAS DST,WAS,PHI,21,27,24.9,1.7
26,Carolina (CAR)CAR DST,CAR,NO,18,28,25.4,1.3
27,Detroit (DET)DET DST,DET,GB,22,29,27.1,0.7
28,New York (NYJ)NYJ DST,NYJ,NE,26,31,28.2,1.0
29,Tampa Bay (TB)TB DST,TB,ATL,27,30,28.9,0.8
30,Cincinnati (CIN)CIN DST,CIN,PIT,26,31,29.8,0.7
31,San Francisco (SF)SF DST,SF,LAR,24,32,31.0,0.8
32,Oakland (OAK)OAK DST,OAK,KC,23,32,31.6,0.7
