Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,5.5,74.4,0.7,0.1,16.8
George Kittle,SF,5.4,74.3,0.5,0.1,15.7
Zach Ertz,PHI,6.1,56.2,0.6,0.1,15.1
Evan Engram,NYG,5.1,59.9,0.5,0.1,13.8
O.J. Howard,TB,4.0,53.5,0.6,0.1,12.8
Vance McDonald,PIT,4.2,47.1,0.5,0.1,11.6
Jared Cook,NO,3.7,44.3,0.5,0.0,11.3
Hunter Henry,LAC,4.3,48.2,0.2,0.0,10.5
David Njoku,CLE,3.6,40.3,0.5,0.0,10.5
Mark Andrews,BAL,3.1,39.0,0.4,0.0,9.6
Darren Waller,OAK,3.4,38.0,0.4,0.1,9.5
Delanie Walker,TEN,3.6,36.9,0.4,0.1,9.4
Eric Ebron,IND,3.2,32.5,0.4,0.0,9.0
Will Dissly,SEA,2.1,30.5,0.5,0.0,8.0
Austin Hooper,ATL,3.6,33.7,0.2,0.0,8.0
Jimmy Graham,GB,3.4,35.7,0.2,0.0,8.0
Vernon Davis,WAS,3.1,39.9,0.1,0.1,7.7
Kyle Rudolph,MIN,3.1,28.8,0.2,0.0,7.1
Tyler Eifert,CIN,2.9,33.4,0.1,0.0,7.0
Adam Shaheen,CHI,2.7,29.2,0.2,0.0,6.9
Greg Olsen,CAR,2.6,29.4,0.2,0.0,6.8
Geoff Swaim,JAC,3.0,27.3,0.2,0.0,6.7
T.J. Hockenson,DET,3.0,27.9,0.2,0.1,6.7
Noah Fant,DEN,2.6,31.4,0.2,0.1,6.7
Jack Doyle,IND,3.1,28.1,0.1,0.1,6.5
Jason Witten,DAL,2.7,26.0,0.1,0.0,6.1
Dallas Goedert,PHI,2.1,21.2,0.3,0.0,6.0
Mike Gesicki,MIA,2.3,25.4,0.1,0.1,5.4
Matt LaCosse,NE,2.3,23.3,0.1,0.0,5.4
Charles Clay,ARI,2.4,23.9,0.1,0.1,5.3
Gerald Everett,LAR,2.0,22.1,0.1,0.0,5.0
Cameron Brate,TB,2.0,18.4,0.2,0.1,4.9
Jeff Heuerman,DEN,1.7,17.6,0.2,0.0,4.5
Dawson Knox,BUF,1.6,18.8,0.1,0.0,4.1
Nick Vannett,SEA,1.6,14.3,0.2,0.0,4.0
Blake Jarwin,DAL,1.6,16.1,0.1,0.0,4.0
Foster Moreau,OAK,1.6,17.8,0.1,0.0,4.0
Ryan Griffin,NYJ,1.6,19.8,0.1,0.0,4.0
Tyler Higbee,LAR,1.4,16.6,0.1,0.0,3.9
Ian Thomas,CAR,1.6,15.9,0.1,0.0,3.8
Hayden Hurst,BAL,1.5,16.6,0.1,0.0,3.7
Irv Smith Jr.,MIN,1.6,15.4,0.1,0.1,3.7
James O'Shaughnessy,JAC,1.7,15.0,0.1,0.0,3.5
Jonnu Smith,TEN,1.3,14.8,0.1,0.0,3.5
Jesse James,DET,1.5,14.2,0.1,0.0,3.4
Drew Sample,CIN,1.4,14.8,0.1,0.0,3.4
C.J. Uzomah,CIN,1.4,15.1,0.1,0.0,3.3
Nick O'Leary,MIA,1.2,14.0,0.1,0.0,3.3
Luke Stocker,ATL,1.2,12.7,0.1,0.0,3.3
Garrett Celek,SF,0.7,12.0,0.2,0.0,3.1
Zach Gentry,PIT,1.1,13.6,0.1,0.0,3.0
Jordan Akins,HOU,1.2,15.7,0.0,0.0,3.0
Darren Fells,HOU,1.1,11.2,0.1,0.0,2.9
Maxx Williams,ARI,1.2,11.3,0.1,0.0,2.9
Jake Butt,DEN,1.1,12.9,0.1,0.0,2.8
Rhett Ellison,NYG,1.2,11.5,0.0,0.0,2.6
Eric Saubert,OAK,1.0,9.5,0.1,0.0,2.5
Josh Hill,NO,1.0,9.5,0.1,0.0,2.4
Demetrius Harris,CLE,0.8,9.2,0.1,0.0,2.4
Lee Smith,BUF,0.9,8.5,0.1,0.0,2.3
Marcedes Lewis,GB,0.9,9.7,0.1,0.0,2.3
Mo Alie-Cox,IND,0.7,10.5,0.1,0.0,2.2
Nick Boyle,BAL,1.0,9.2,0.0,0.0,2.2
Trevon Wesco,NYJ,0.8,7.8,0.1,0.0,2.1
Jeremy Sprinkle,WAS,0.9,7.6,0.1,0.0,2.1
Garrett Griffin,NO,0.8,6.9,0.1,0.0,2.1
