Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Deshaun Watson,HOU,NO,1,7,1.4,1.0
2,Patrick Mahomes,KC,JAC,1,23,2.6,1.7
3,Jameis Winston,TB,SF,1,12,4.6,2.1
4,Drew Brees,NO,HOU,2,14,4.6,2.2
5,Carson Wentz,PHI,WAS,1,10,5.1,1.6
6,Lamar Jackson,BAL,MIA,1,19,7.6,2.9
7,Russell Wilson,SEA,CIN,1,28,7.9,3.4
8,Baker Mayfield,CLE,TEN,2,20,8.2,3.2
9,Cam Newton,CAR,LAR,3,17,9.0,3.0
10,Aaron Rodgers,GB,CHI,3,22,10.7,3.4
11,Dak Prescott,DAL,NYG,4,22,10.9,3.1
12,Jared Goff,LAR,CAR,5,23,12.3,2.7
13,Kyler Murray,ARI,DET,6,25,14.5,4.0
14,Kirk Cousins,MIN,ATL,6,24,14.6,3.6
15,Tom Brady,NE,PIT,5,22,15.5,2.6
16,Ben Roethlisberger,PIT,NE,5,23,15.5,3.1
17,Philip Rivers,LAC,IND,7,25,16.8,3.4
18,Matt Ryan,ATL,MIN,6,23,17.0,3.1
19,Jimmy Garoppolo,SF,TB,3,26,17.4,3.7
20,Mitch Trubisky,CHI,GB,8,25,18.4,3.3
21,Matthew Stafford,DET,ARI,9,26,20.3,3.7
22,Josh Allen,BUF,NYJ,8,27,20.4,2.7
23,Nick Foles,JAC,KC,8,30,22.2,2.4
24,Jacoby Brissett,IND,LAC,18,31,25.0,1.9
25,Sam Darnold,NYJ,BUF,18,32,25.3,2.1
26,Joe Flacco,DEN,OAK,19,31,26.2,1.8
27,Derek Carr,OAK,DEN,17,32,26.4,2.4
28,Marcus Mariota,TEN,CLE,22,32,28.0,1.7
29,Andy Dalton,CIN,SEA,24,32,29.0,1.8
30,Eli Manning,NYG,DAL,22,34,29.3,1.5
31,Ryan Fitzpatrick,MIA,BAL,18,32,30.3,1.8
32,Case Keenum,WAS,PHI,28,33,31.5,0.9
33,Taysom Hill,NO,HOU,33,33,33.0,0.0
34,Josh Rosen,MIA,BAL,31,36,34.0,0.8
35,Dwayne Haskins,WAS,PHI,32,36,34.7,0.5
36,Ryan Tannehill,TEN,CLE,34,36,35.5,0.6
37,Daniel Jones,NYG,DAL,35,38,37.0,0.6
38,Robert Griffin,BAL,MIA,37,40,38.8,1.3
39,Blake Bortles,LAR,CAR,38,38,38.0,0.0
40,Tyrod Taylor,LAC,IND,39,39,39.0,0.0
